time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,-0.0471,0.075,9.7692,1.5473,4.2421,-0.9885
0.02,0.0454,0.2422,9.8598,2.5134,2.9775,0.1351
0.04,0.0845,0.2001,9.9385,1.0651,2.7852,0.6185
0.06,0.1385,0.1477,10.0228,3.5363,2.8396,0.2269
0.08,0.2542,0.1434,9.9877,4.0627,1.5507,1.8717
0.1,0.1383,0.1108,10.092,4.8297,0.9616,1.155
0.12,0.2814,0.1365,10.1099,6.7697,1.7248,0.4946
0.14,0.2811,0.0742,10.1267,4.0915,2.6478,-0.2723
0.16,0.2709,0.0015,10.0861,7.5957,0.0693,2.5992
0.18,0.4206,-0.0595,10.2131,5.4969,0.2983,3.745
0.2,0.2206,-0.1454,10.105,4.6647,-2.6369,0.6071
0.22,0.2686,-0.1687,10.1103,0.4735,-3.0015,1.7541
0.24,0.1803,-0.1275,10.1318,5.4112,-3.9021,2.7863
0.26,0.1606,-0.1626,10.0167,3.4688,-6.0713,0.6714
0.28,0.0188,-0.1793,9.9004,0.7375,-4.0444,0.3952
0.3,-0.0941,-0.2655,9.8547,1.7876,-3.3077,0.5751
0.32,-0.0084,-0.1392,9.8703,-2.5199,-4.8959,-1.1483
0.34,0.0052,-0.1687,9.8775,-1.4009,-3.049,-1.3002
0.36,-0.1346,-0.2247,9.9429,-0.545,-3.7013,-0.7881
0.38,-0.1992,-0.1543,10.0952,-5.2273,-1.9714,-1.255
0.4,-0.2325,-0.1759,9.9819,-4.2605,-3.8613,-3.4747
0.42,-0.2109,-0.0434,10.1166,-7.2038,-2.1821,-2.6786
0.44,-0.402,0.0138,10.1215,-4.8578,-1.931,-2.5648
0.46,-0.2944,-0.1008,10.1,-6.9399,-1.0668,-2.5513
0.48,-0.2048,0.0676,10.1905,-8.8843,1.6581,-1.2925
0.5,-0.392,0.0687,10.0742,-6.0388,3.2637,-0.3354
0.52,-0.2779,0.1225,10.1098,-5.4298,1.1082,-2.0071
0.54,-0.1632,0.1131,9.9768,-5.1907,2.2479,-3.1708
0.56,-0.1097,0.1595,10.0297,-3.9784,4.3363,-1.714
0.58,-0.179,0.1987,9.9552,-3.7773,4.4131,-1.0755
0.6,0.0503,0.2152,9.8658,-1.2391,4.4678,-0.1937
0.62,-0.032,0.2871,9.8185,-4.7946,3.1185,-0.2754
0.64,0.1375,0.1758,9.8374,3.4406,3.3563,0.2194
0.66,0.081,0.1817,10.0317,1.7068,3.2915,1.2085
0.68,0.1903,0.1654,10.0728,2.7126,6.1429,1.3069
0.7,0.2775,0.1339,10.0873,2.9571,1.815,2.7655
0.72,0.1466,0.1889,10.0292,3.9625,2.2139,3.3116
0.74,0.1709,0.1609,10.1133,7.2752,-0.8965,1.8034
0.76,0.4132,-0.0084,10.1521,5.0297,2.9063,1.6905
0.78,0.1874,0.0483,10.1662,6.2533,0.6045,3.1541
0.8,0.3089,-0.0552,10.2776,6.087,0.326,2.6366
0.82,0.3758,-0.0012,10.1503,3.5744,-1.7896,0.8477
0.84,0.304,-0.0455,10.1078,1.8965,-1.6791,1.5352
0.86,0.1979,-0.1301,10.1317,5.2863,-1.9978,3.9843
0.88,0.2192,-0.2433,10.0501,3.9323,-6.0499,3.7823
0.9,0.0404,-0.1421,9.8606,1.6566,-5.6579,0.1621
0.92,0.1435,-0.2641,9.8639,-0.4727,-0.7597,0.3815
0.94,0.0428,-0.2835,9.8952,-1.3981,-1.9905,-1.6779
0.96,-0.0642,-0.1841,9.8782,-1.9951,-4.8807,-1.0185
0.98,-0.0291,-0.1047,9.9822,0.0474,-4.5231,1.2814
1.0,-0.301,-0.1487,10.0345,-2.2196,-3.6408,0.0487
1.02,-0.1664,-0.1606,10.0906,-3.7571,-5.961,-3.0862
1.04,-0.2648,-0.1083,10.1338,-4.5643,-1.9687,0.8217
1.06,-0.2877,-0.0754,10.1606,-5.9831,-2.4678,-2.4265
1.08,-0.2789,0.1183,10.0975,-6.658,-1.3637,-0.1097
1.1,-0.3586,-0.0247,10.2324,-5.9763,1.4464,-3.6603
1.12,-0.1539,-0.0274,10.0592,-5.1401,0.733,-2.1063
1.14,-0.2696,0.1098,10.0388,-2.7606,1.9259,-2.9666
1.16,-0.2258,0.1392,10.0851,-1.4501,1.7018,-2.7428
1.18,-0.2844,0.0722,9.9725,-5.5383,3.1095,-2.1211
1.2,-0.0963,0.2313,9.9114,-4.2327,3.6909,-0.1172
1.22,-0.1095,0.1689,9.8882,-0.1714,4.535,-0.8823
1.24,-0.0062,0.2355,9.8592,-0.9781,2.72,-0.9013
1.26,-0.1104,0.3066,9.8155,0.5242,1.4936,1.761
1.28,0.0905,0.2536,10.0076,2.9743,4.0138,1.0188
1.3,0.0823,0.1784,10.0139,4.1354,2.6339,0.7618
1.32,-0.5608,0.8936,10.9186,-4.2461,10.4957,-3.4292
1.34,-0.2333,-0.2461,9.4794,13.0206,-5.3695,-2.924
