time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,-0.105,0.2226,9.8012,0.5334,3.047,-0.3192
0.02,0.0283,0.2314,9.8364,0.488,3.2902,1.1165
0.04,0.0419,0.1736,9.9508,4.9845,3.4687,0.2061
0.06,0.1454,0.1044,9.9876,2.3213,2.3838,2.0247
0.08,0.2027,0.0434,10.0589,4.7472,1.6736,1.7069
0.1,0.1935,0.0903,10.1053,4.2283,0.6553,0.5367
0.12,0.3928,0.1871,10.1241,6.9505,4.9251,2.1399
0.14,0.3508,0.0509,10.116,8.1622,1.3135,1.2603
0.16,0.3404,-0.0562,10.0351,5.1233,-0.2947,0.5327
0.18,0.291,-0.0244,10.1669,7.9357,-3.3365,1.3479
0.2,0.2263,0.0025,10.1539,6.4212,-2.3095,0.9317
0.22,0.2999,-0.0945,10.0631,5.2608,-1.6093,0.3724
0.24,0.1508,-0.0971,10.0575,3.9021,-1.4726,1.1167
0.26,0.1785,-0.1281,9.908,4.2431,-3.5616,0.7017
0.28,0.0948,-0.1336,9.9481,2.5474,-1.4128,-1.2996
0.3,-0.0348,-0.182,9.8498,1.4199,-5.1005,-1.2887
0.32,-0.0353,-0.2661,9.9399,0.2066,-5.1094,0.9839
0.34,-0.1765,-0.2224,9.9303,0.2627,-3.3504,-0.0682
0.36,-0.0736,-0.1258,9.9928,-1.329,-3.6805,-1.6809
0.38,-0.0864,-0.0938,10.0414,-3.6178,-4.3268,1.2896
0.4,-0.1652,-0.1678,10.0213,-6.2062,-2.8559,-2.0756
0.42,-0.2644,-0.1027,10.0686,-5.0262,-3.1673,-2.0071
0.44,-0.3594,-0.0974,10.08,-3.0727,0.2167,-1.7826
0.46,-0.3355,-0.0396,10.1819,-6.2872,-1.8029,-1.953
0.48,-0.3241,0.0185,10.0903,-6.8477,-1.8632,-0.8549
0.5,-0.243,-0.0551,10.1705,-4.4219,0.8251,-1.2723
0.52,-0.2057,0.1966,10.2126,-4.1474,2.7134,-1.1954
0.54,-0.2219,0.1107,10.0718,-5.5453,2.1229,-2.5645
0.56,-0.211,0.0859,10.0205,-6.61,3.8354,-1.2257
0.58,-0.1695,0.2171,10.0602,-3.365,4.4268,0.2665
0.6,-0.2391,0.2072,9.8882,-0.8279,3.8153,-0.2915
0.62,0.0843,0.251,9.7585,1.3986,4.6798,0.2974
0.64,0.0916,0.1736,9.7742,0.0053,4.922,0.0244
0.66,0.2036,0.2626,9.8269,2.3236,3.7055,-0.3698
0.68,0.2019,0.1315,10.0676,0.9124,1.8528,0.7223
0.7,0.162,0.0666,10.0629,1.8425,2.3444,2.7896
0.72,0.2154,0.0721,10.0235,5.1806,2.8106,2.7452
0.74,0.2977,0.0562,10.1652,4.685,1.1245,2.37
0.76,0.2966,0.1288,10.211,8.0865,1.6192,0.6766
0.78,0.3632,0.0866,10.1687,4.7555,2.0121,1.3003
0.8,0.367,0.0285,10.1049,6.0249,-1.7666,1.2205
0.82,0.2481,-0.094,10.1071,5.4203,-2.738,1.3829
0.84,0.2155,-0.2607,10.1225,4.2834,-2.8545,2.5094
0.86,0.2426,-0.1483,10.1268,4.1143,-0.4477,3.2503
0.88,0.2489,-0.177,9.9321,-1.3007,-4.633,0.751
0.9,0.1361,-0.1991,9.8286,1.8331,-2.2302,0.847
0.92,-0.024,-0.2571,9.844,1.1357,-3.797,0.6143
0.94,0.0848,-0.1888,9.8172,-2.3113,-4.0679,-0.8622
0.96,0.0337,-0.1393,9.8114,0.6658,-4.7983,0.159
0.98,-0.1777,-0.26,9.9022,-4.5827,-2.3968,-1.5957
1.0,-0.1408,-0.1015,9.9956,-4.9184,-1.9035,0.4565
1.02,-0.3508,-0.0833,9.9861,-3.3127,-1.7195,-2.3089
1.04,-0.0373,-0.1051,10.1577,-5.4647,-1.9036,-2.0017
1.06,-0.1012,-0.0152,10.1725,-6.4254,-3.1344,-1.7945
1.08,-0.085,-0.1114,9.5911,9.6802,14.0209,6.1444
1.1,0.2976,0.0342,9.6594,8.1544,1.1853,6.3015
1.12,-0.0364,0.1835,10.9277,-0.7564,-8.7151,-2.961
1.14,-0.0624,1.3193,7.9488,10.4426,27.5145,18.3256
1.16,0.6849,5.7955,4.47,37.373,94.5316,55.5348
1.18,0.7628,4.5978,5.9592,2.5183,40.2864,43.378
1.2,-0.4768,1.2549,8.7306,14.1117,13.9243,-3.243
1.22,0.0028,0.5277,9.9176,-2.3795,-12.2175,9.0712
1.24,-0.0276,-0.1716,9.5588,2.571,-0.5111,-0.6263
1.26,0.0054,-0.7137,10.3405,-5.8725,-10.3044,0.747
1.28,-0.7881,-0.6505,9.9843,-5.4577,3.1598,0.9552
1.3,0.1837,-0.3514,9.6794,7.4976,1.2305,2.1235
1.32,-0.4148,-0.0862,9.8913,1.8824,-8.0075,3.4141
1.34,0.1739,1.6428,0.9436,13.4565,48.3945,29.2993
1.36,0.1697,1.6455,0.6495,8.1367,48.1593,25.9207
1.38,0.1878,1.6894,0.7024,14.4608,56.6215,22.4046
1.4,0.2462,1.5772,0.6498,21.9744,48.1886,24.4084
1.42,0.0054,1.3179,0.5006,16.5588,43.2951,19.1797
1.44,0.2719,1.1459,0.9223,15.4664,38.9322,23.1256
1.46,0.0512,1.2314,0.5784,13.9535,34.6384,23.4179
1.48,-0.0172,1.1866,0.3879,4.7358,40.9683,20.3536
1.5,0.3901,0.6617,0.3644,18.1082,30.8277,14.9834
1.52,0.1564,1.0613,0.4168,14.0072,29.4527,10.3507
1.54,0.0582,0.8834,0.2743,14.3947,21.1169,19.1883
1.56,0.1174,1.0356,0.4824,14.9975,26.2843,20.23
1.58,0.1452,0.9681,0.5287,12.7174,20.8258,10.6984
1.6,0.0998,0.6148,0.0813,10.1313,26.495,10.7907
1.62,0.0866,0.4835,0.3164,4.8954,15.9376,14.6627
1.64,0.0687,0.361,0.3438,14.3275,24.4318,10.517
1.66,-0.0543,0.4993,0.4601,1.8246,14.5051,5.6925
1.68,0.1537,0.3141,0.3005,1.1959,9.4525,5.7149
1.7,-0.2033,-0.0388,0.1096,-1.6217,12.0707,-4.141
1.72,-0.1391,0.4601,0.0334,2.69,9.0578,3.7245
1.74,-0.0447,-0.0398,0.0183,0.2206,15.8087,3.2881
1.76,-0.0363,0.114,0.0784,7.437,10.2322,-0.3171
1.78,0.0343,0.0185,-0.0419,0.0052,0.6206,-0.2638
1.8,0.0146,-0.0122,-0.0031,0.8135,-0.9355,-0.714
1.82,0.0151,-0.0154,0.0313,-0.2095,0.2755,-0.4523
1.84,-0.0329,0.0091,-0.0605,0.0341,0.6842,-0.1528
1.86,0.0002,0.0358,0.0216,0.8119,0.1817,0.0092
1.88,-0.0076,0.0089,-0.0319,0.1117,0.233,0.1137
1.9,0.0164,0.0342,0.021,-0.3023,-0.2805,-0.2284
1.92,0.0282,-0.0029,0.0234,0.5895,-1.1369,0.179
1.94,0.0057,0.0033,0.0334,0.3575,-0.5189,0.1786
1.96,-0.0327,0.0062,-0.0002,0.3207,0.1773,0.5264
1.98,0.0388,0.0226,-0.0304,1.2882,0.3202,0.1153
2.0,0.0042,0.0075,0.0502,-0.4941,0.0982,-0.6937
2.02,0.0063,-0.0307,-0.0833,0.6131,0.112,-0.788
2.04,0.0392,0.0756,-0.0221,0.2543,-0.4674,-0.7496
2.06,0.0475,0.027,-0.0256,0.019,-0.0582,-0.1664
2.08,0.0555,0.0376,0.0624,0.4143,-0.2717,-0.3065
2.1,-0.0163,0.0,0.0354,0.7796,0.5057,-0.1005
2.12,-0.0048,0.0358,-0.051,0.9103,0.2498,-0.5814
2.14,0.0124,-0.013,-0.026,0.4533,1.2421,0.004
2.16,-0.0406,0.0453,-0.0254,-0.5597,-0.3657,0.4585
2.18,-0.0185,0.0166,-0.0127,0.88,0.2106,0.2358
2.2,0.0347,-0.0076,0.0182,-1.127,0.1449,-0.3167
2.22,-0.0402,-0.0125,-0.0491,0.195,0.6639,0.6597
2.24,-0.0228,-0.0237,0.0046,-0.5397,0.5767,0.1015
2.26,0.056,0.026,-0.0621,-0.2909,-0.733,0.122
2.28,0.0094,0.0329,0.0189,0.2507,-0.0329,-0.0385
2.3,-0.0058,0.017,-0.0242,0.6017,-1.1268,-0.4325
2.32,0.0439,0.0158,0.0136,-1.0002,0.0648,0.1291
2.34,0.0227,0.0391,0.0259,-0.0243,-0.9301,-0.1081
2.36,0.0043,-0.0495,0.0026,-0.0264,0.1674,-0.1576
2.38,-0.0105,-0.001,-0.0169,0.1528,1.439,1.2341
2.4,-0.0001,0.0025,0.0123,-0.647,0.0779,1.0159
2.42,0.0128,-0.0169,-0.055,-0.1688,0.8123,-0.0165
2.44,0.0121,0.004,-0.0034,0.6718,-0.0153,0.2994
2.46,0.0006,-0.0014,-0.0582,0.0143,0.2454,-0.3113
2.48,0.0161,-0.011,-0.0496,-0.7743,-0.1832,-0.3526
2.5,0.0158,-0.0779,0.0098,0.1303,-1.4097,0.5074
2.52,-0.0357,0.0426,-0.0476,-1.6469,0.4199,0.594
2.54,-0.0243,0.0694,0.0124,0.4626,-0.1489,-0.0773
2.56,0.0463,-0.0231,0.0247,0.0836,0.4669,-0.7903
2.58,-0.0054,-0.0008,-0.0863,0.0241,1.5646,-0.6317
2.6,0.0066,0.0204,-0.0209,-0.1126,-0.0185,0.5137
2.62,0.0148,0.0004,-0.0033,-0.3362,-0.1673,0.1432
2.64,-0.0186,0.0061,0.0062,-0.9737,1.5702,-0.2319
2.66,-0.0019,0.0096,-0.047,0.2966,-0.3269,-0.2823
2.68,0.0361,0.0268,-0.0008,-1.1711,0.4204,-0.4763
2.7,0.0044,-0.0258,0.0187,0.1655,0.245,-0.5954
2.72,-0.0112,0.0164,-0.0203,-0.8072,0.4582,0.2318
2.74,-0.0034,0.0423,-0.012,-0.1763,-0.3887,-0.3437
2.76,-0.0002,-0.0377,0.0438,-0.1486,-0.2472,0.0796
2.78,0.0215,0.0457,-0.0164,0.751,-0.5055,-0.4033
2.8,-0.0457,-0.0277,-0.0122,-0.2288,0.1103,-0.2594
2.82,0.0462,0.0039,-0.0035,-0.4007,-0.7559,-0.8292
2.84,0.0502,-0.0221,-0.0096,1.084,1.2861,0.1147
2.86,-0.0019,0.0204,-0.0198,-0.3407,1.2048,0.0207
2.88,0.0167,-0.008,0.0396,-0.6684,0.6626,0.2174
2.9,0.025,0.0147,-0.0132,-0.619,0.7689,0.0678
2.92,0.0259,0.0011,0.025,-1.1079,-1.3988,-0.7264
2.94,0.0379,-0.0237,0.0701,-0.5293,-0.1574,-0.2745
2.96,0.0033,-0.0029,-0.0337,1.0896,-0.1741,0.3971
2.98,0.0142,-0.0429,0.0587,-0.1439,-1.1611,-0.6195
3.0,0.0111,0.0004,-0.0038,-0.2053,1.1868,0.325
3.02,-0.0114,0.0545,-0.0557,0.1864,0.9805,0.4884
3.04,0.0269,0.0068,0.0155,0.7739,-0.4321,-0.8926
3.06,-0.057,-0.0154,-0.0518,-0.9878,0.6126,0.0367
3.08,0.0371,-0.0366,0.0124,0.5465,0.6841,0.3395
