time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,-0.0326,0.0625,9.7944,0.7053,-0.5213,-0.7366
0.02,0.055,-0.0092,9.8148,0.2043,1.5969,-0.7477
0.04,0.0541,0.0088,9.8228,-0.8937,0.1837,-0.9352
0.06,-0.032,-0.018,9.8224,1.4713,1.2608,0.2619
0.08,-0.1027,0.0952,9.8206,0.1519,0.5244,-0.2249
0.1,-0.0523,-0.0011,9.7802,-0.2484,-0.165,-1.543
0.12,-0.0128,-0.0023,9.774,0.1687,-0.5905,0.2295
0.14,0.0171,-0.0286,9.8108,0.5966,0.0839,-0.7538
0.16,-0.0639,0.0182,9.8267,0.3941,-0.1778,-1.6385
0.18,-0.0241,0.0284,9.7435,-0.0629,-0.6225,-0.8956
0.2,-0.0396,0.0131,9.7591,-0.6322,0.7014,0.7039
0.22,0.0068,-0.0404,9.7959,-0.2215,-0.0425,0.6565
0.24,-0.0064,0.0152,9.7346,1.0893,-1.0055,-0.5204
0.26,0.0122,-0.0849,9.8138,-0.0991,0.4539,0.4304
0.28,-0.0869,-0.031,9.8093,-0.4155,0.8307,0.1806
0.3,-0.0446,-0.1128,9.8506,1.1875,1.5113,-0.848
0.32,-0.0247,0.0322,9.7657,-0.442,1.2517,1.1611
0.34,0.043,-0.0319,9.7385,-1.7156,1.2582,0.3676
0.36,-0.0268,0.0345,9.7824,0.4738,0.3359,-0.5695
0.38,-0.0213,0.0031,9.8308,1.2459,1.6254,-0.9429
0.4,0.0735,0.0427,9.786,-0.4264,-0.4617,-0.6304
0.42,-0.0442,0.0179,9.7486,-1.012,0.5513,0.3844
0.44,-0.0279,0.0433,9.8416,-0.6336,0.4702,-0.7007
0.46,-0.0155,0.0314,9.8173,0.4005,0.5099,-1.1992
0.48,0.0275,-0.0019,9.771,-0.1255,-0.274,-0.243
0.5,-0.0044,0.0196,9.8052,0.8504,0.4961,-0.4354
0.52,0.1042,-0.0593,9.8115,-1.8182,-0.2211,-0.3817
0.54,0.0205,0.0736,9.8102,-0.1883,1.6601,-1.1661
0.56,-0.0694,-0.0177,9.8667,0.0633,0.5321,0.0869
0.58,0.0486,-0.0186,9.8059,-0.9644,0.326,-0.584
0.6,0.0483,0.0398,9.8282,-0.7181,-0.5693,0.2581
0.62,0.0831,-0.0949,9.8083,-0.3955,-0.1969,0.2582
0.64,0.0173,-0.0621,9.7934,0.842,-0.1844,1.1139
0.66,-0.0691,-0.0056,9.803,-0.6702,0.7591,-0.3884
0.68,0.0648,-0.0293,9.7863,1.3992,-0.8687,-1.3906
0.7,0.0553,0.0126,9.8263,0.0217,-1.365,1.3444
0.72,-0.0145,-0.0278,9.8419,1.1945,-0.0672,-0.6485
0.74,0.0259,0.0775,9.8664,-0.4798,-0.0002,-0.064
0.76,0.0466,0.021,9.8148,0.4842,-0.5443,0.3075
0.78,-0.0387,0.0362,9.7876,-0.7008,-0.2782,-0.4204
0.8,-0.009,0.0276,9.801,0.8896,0.2311,-0.7642
0.82,-0.0286,0.0358,9.822,0.2227,0.9832,-0.9129
