time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,0.0813,0.5643,9.7018,-1.6486,8.5816,5.775
0.02,0.1187,0.5187,9.8241,6.6732,8.0525,4.6668
0.04,-0.0654,0.675,9.904,3.0903,7.0124,6.9191
0.06,0.0001,0.7877,9.9038,5.7604,10.3033,4.8269
0.08,0.0105,0.682,10.1144,8.2852,11.7679,2.7636
0.1,0.103,0.5836,10.2311,10.3904,3.846,0.5832
0.12,0.1567,0.7208,10.3679,13.8285,8.7744,3.3746
0.14,0.197,0.6108,10.3335,8.2937,7.5321,2.1236
0.16,0.1826,0.7027,10.3854,9.5939,7.5581,-0.0563
0.18,0.2903,0.6145,10.3152,14.102,6.3568,1.6711
0.2,0.2714,0.7737,10.2709,12.305,9.0064,-0.8979
0.22,0.306,0.8218,10.3318,10.1405,7.7893,1.5701
0.24,0.1264,0.7372,10.2842,9.5798,10.0999,-0.3809
0.26,0.2586,0.7845,10.2718,11.4469,7.6017,-1.3864
0.28,0.124,0.8054,10.339,12.1265,3.7948,-0.7698
0.3,0.1616,0.7469,10.1928,8.8357,8.0906,-1.7448
0.32,0.1585,0.7448,10.1766,4.9428,9.2202,-1.9078
0.34,0.1632,0.575,10.0478,6.5404,4.0949,-4.574
0.36,0.1074,0.6091,10.0008,6.8296,7.702,-1.7457
0.38,-0.0018,0.5656,9.8234,3.6118,6.9689,-6.5759
0.4,-0.0381,0.5294,9.7953,1.9212,10.0169,-3.9298
0.42,0.0215,0.5566,9.8508,-2.6215,7.5615,-2.5431
0.44,0.0087,0.4301,9.8613,-1.2749,8.5354,-5.8358
0.46,-0.0593,0.4948,9.9344,-5.3719,6.1755,-2.0384
0.48,-0.0499,0.4318,10.1943,-7.5748,8.0058,-3.0495
0.5,-0.2012,0.4772,10.1261,-4.5435,5.7227,-5.7332
0.52,-0.1604,0.287,10.176,-9.6152,9.9308,-5.8136
0.54,-0.2118,0.5661,10.3114,-6.9143,5.7392,-2.9416
0.56,-0.0931,0.3417,10.3045,-11.3483,8.1975,-2.869
0.58,-0.0204,0.5655,10.2561,-8.2382,4.6258,0.5107
0.6,-0.1234,0.4274,10.2872,-14.488,4.4044,1.1076
0.62,-0.1153,0.2898,10.434,-9.9368,7.9493,1.9911
0.64,-0.3061,0.5539,10.3253,-11.066,14.3352,-0.1869
0.66,-0.1478,0.3715,10.312,-8.5433,6.9609,3.1414
0.68,-0.2656,0.5646,10.252,-15.9028,9.6292,2.1032
0.7,-0.1398,0.5113,10.1578,-9.8368,13.8293,4.5301
0.72,-0.0678,0.4458,10.1877,-13.9316,9.3556,5.3041
0.74,-0.0569,0.3952,10.156,-10.0202,4.518,1.1647
0.76,-0.166,0.4741,10.134,-6.9693,7.9507,3.9732
0.78,-0.1128,0.5499,10.1759,-6.2135,7.7054,0.8152
0.8,-0.024,0.5622,9.9562,-4.0561,9.4191,3.3205
0.82,-0.0018,0.7094,9.869,5.3007,11.3762,6.8123
0.84,-0.0446,0.5744,9.807,-1.0098,8.4402,6.3572
0.86,0.1065,0.6786,9.8826,4.6795,3.9605,5.378
0.88,-0.0316,0.6025,9.9806,7.9742,6.9015,6.595
0.9,0.0204,0.6374,10.0686,9.3277,6.7458,4.2507
0.92,0.0925,0.6099,10.2107,4.2716,5.062,3.0382
0.94,0.1185,0.7567,10.2717,8.8185,10.3507,1.4576
0.96,0.1792,0.6817,10.19,8.3921,7.6809,3.2056
0.98,0.0868,0.6789,10.3025,13.1673,7.9383,2.5543
1.0,0.1167,0.6912,10.1807,11.1764,4.6083,1.7241
1.02,0.3349,0.6654,10.3835,14.5638,9.6498,1.2465
1.04,0.1409,0.7778,10.3082,11.0192,9.4249,-1.4478
1.06,0.1943,0.7611,10.481,11.487,7.4122,0.0534
1.08,0.2639,0.8035,10.3063,16.9596,7.4985,1.2125
1.1,0.165,0.6895,10.3163,8.2967,7.5575,-2.1741
1.12,0.1566,0.5682,10.2284,8.6381,7.036,-0.7558
1.14,0.1472,0.5438,10.2091,11.0549,10.2435,-2.4829
1.16,0.2385,0.6416,10.2073,9.6632,8.8256,-2.8065
1.18,0.1638,0.6602,10.0696,5.1962,7.566,-3.9686
1.2,0.0691,0.7419,10.0827,3.9476,8.4545,-2.0779
1.22,0.0673,0.579,10.0436,4.4515,5.3825,-3.1766
1.24,0.1208,0.5195,9.7616,-3.5345,6.9508,-3.2934
1.26,-0.0564,0.5561,9.8485,2.7501,8.4854,-8.4414
1.28,-0.0016,0.569,10.0198,2.4643,5.5594,-3.8525
1.3,-0.0764,0.5877,9.9294,-4.0082,8.992,-6.5325
1.32,-0.0957,0.5832,10.0173,-6.3569,6.5245,-1.4066
1.34,-0.1819,0.3651,10.0729,-10.8226,8.8725,-1.2904
1.36,-0.0818,0.5005,10.185,-7.3451,10.4204,-4.7251
1.38,-0.214,0.4094,10.21,-10.0706,12.1448,-2.7581
1.4,-0.157,0.4539,10.3432,-14.6996,10.0725,-1.528
1.42,-0.1631,0.3877,10.2745,-13.4849,10.3151,1.8361
1.44,-0.3168,0.449,10.4483,-18.8532,9.8269,-0.9238
1.46,-0.2244,0.4497,10.3822,-12.2302,6.4323,-1.5178
1.48,-0.1933,0.3716,10.309,-14.9226,8.7336,-0.5725
1.5,-0.209,0.4268,10.3822,-15.0341,9.2394,0.1033
1.52,-0.2053,0.3835,10.3367,-14.9801,8.2744,0.8966
1.54,-0.2223,0.4154,10.1997,-11.8592,10.8287,0.5053
1.56,-0.2004,0.3242,10.2209,-9.235,9.0136,2.7985
1.58,-0.0777,0.5091,10.0575,-7.5855,10.4753,1.3098
1.6,-0.0627,0.5812,10.2038,-5.6867,10.8796,1.6518
1.62,-0.1391,0.5707,10.0361,-1.3371,5.0915,1.3211
1.64,-0.0845,0.4051,9.9827,-3.7203,6.3978,1.5417
1.66,-0.0033,0.4928,9.914,-2.5985,6.7001,4.1448
1.68,0.1482,0.6417,9.8893,2.8655,8.6675,2.1813
1.7,0.1179,0.6745,9.8855,3.9132,8.3177,4.5088
1.72,0.1163,0.557,9.9984,3.0704,8.2035,2.9552
1.74,0.0867,0.554,10.0789,12.841,3.225,1.5881
1.76,0.135,0.5685,10.106,5.0068,7.7867,2.9946
1.78,0.006,0.5792,10.2734,5.2952,5.2067,3.3546
