time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,0.0695,0.1578,9.8186,2.2776,4.0604,-0.0358
0.02,0.156,0.1882,9.8363,1.0544,4.4407,-0.1945
0.04,0.0959,0.1869,9.8728,3.8468,3.0923,0.4937
0.06,0.0417,0.1607,10.0027,2.0436,4.1733,1.9869
0.08,0.2751,0.0831,9.9482,4.943,3.1719,2.1539
0.1,0.1662,0.138,10.0269,5.1118,2.6716,0.6118
0.12,0.2474,0.1177,10.2183,8.2196,3.3091,2.8695
0.14,0.3688,-0.0741,10.1214,6.5186,-0.8141,1.0228
0.16,0.1561,-0.0644,10.1895,4.8382,1.6757,1.163
0.18,0.271,-0.0942,10.2415,5.5197,-0.6101,1.8522
0.2,0.2253,-0.1989,10.0692,7.3816,0.463,1.5079
0.22,0.2281,-0.0382,10.0792,6.9033,-2.9684,-0.0225
0.24,0.1914,-0.1776,10.0489,4.0075,-4.0937,0.5119
0.26,0.053,-0.1535,9.9324,4.6203,-4.4427,2.1232
0.28,0.0851,-0.164,9.8554,2.0077,-2.2544,-0.719
0.3,-0.0985,-0.0922,9.7653,3.4442,-2.9362,-0.8208
0.32,0.055,-0.1675,9.8445,-2.8234,-3.6437,0.5848
0.34,-0.0899,-0.286,9.9105,-2.5865,-3.5845,-1.4123
0.36,-0.1758,-0.0059,10.0154,-2.3628,-4.0191,0.4316
0.38,-0.2701,-0.1532,10.1429,-2.4207,-4.4675,-1.4931
0.4,-0.2397,-0.1892,10.1337,-4.3159,-2.4407,-2.8621
0.42,-0.2192,-0.1353,10.1733,-8.0406,-3.4046,-1.5734
0.44,-0.2483,-0.1029,10.1363,-6.4017,0.0886,-2.8835
0.46,-0.203,0.1241,10.2164,-5.424,-2.0328,-2.495
0.48,-0.3114,-0.0774,10.0787,-5.0534,0.6988,-2.1732
0.5,-0.3329,0.1633,10.2014,-5.1805,4.6094,-1.2982
0.52,-0.3516,0.0605,10.0853,-6.7003,2.0525,-1.5659
0.54,-0.163,0.2064,10.0338,-3.1202,0.4788,-2.6003
0.56,-0.1542,0.1359,10.0382,-3.617,5.2041,-1.6175
0.58,-0.2171,0.1304,9.9391,-3.9287,1.9763,-1.8239
0.6,-0.0428,0.1297,9.8803,1.2378,2.8059,0.8121
0.62,0.0036,0.2379,9.8318,-0.4526,5.8534,-0.1697
0.64,0.0447,0.3016,9.8004,1.5937,2.3134,0.9763
0.66,0.1349,0.3235,9.9481,1.4743,3.4207,-0.2148
0.68,0.1769,0.1524,10.0159,1.1532,4.769,0.6149
0.7,0.2399,0.0768,10.0341,2.2429,3.5254,1.9711
0.72,0.2799,0.0229,10.1368,1.7275,1.8847,1.4087
0.74,0.3341,0.1955,10.0885,5.6201,1.7008,2.0808
0.76,0.314,0.0941,10.1377,4.7118,2.6049,1.9937
0.78,0.3411,-0.0145,10.0445,5.8612,0.0892,3.6602
0.8,0.3425,-0.0849,10.1254,8.7477,0.2526,2.1732
0.82,0.155,-0.0579,10.0895,4.8235,-1.2301,3.364
0.84,0.1926,-0.2155,10.1652,5.5627,-2.6129,1.7001
0.86,0.2206,-0.1341,9.9531,4.1607,-3.6204,0.4032
0.88,0.1234,-0.1744,9.9736,1.0192,-3.4625,1.3267
0.9,0.0555,-0.1587,10.0154,-0.0784,-3.2794,0.9181
0.92,0.0777,-0.1754,9.8435,1.0012,-1.0956,-0.6758
0.94,0.0211,-0.1769,9.8053,0.253,-2.4143,1.2817
0.96,-0.0544,-0.2693,9.8936,-1.6157,-3.7553,-1.7971
0.98,-0.2624,-0.2774,10.0093,-3.3065,-4.1319,-1.8853
1.0,-0.189,-0.1721,10.0306,-2.0448,-1.9287,-0.974
1.02,-0.2876,-0.1161,10.0546,-0.5535,-2.0092,-1.2459
1.04,-0.3066,-0.0669,10.1208,-6.0206,-1.1027,-1.6911
1.06,-0.3401,-0.0696,10.1271,-6.1318,-1.3839,-2.223
1.08,-0.3363,-0.0331,10.1686,-4.2089,-0.4819,-2.6338
1.1,-0.335,0.0185,10.2069,-4.8981,-0.9161,-3.0581
1.12,-0.3909,0.021,10.208,-7.2794,0.6987,-1.2461
1.14,-0.1723,0.0743,10.0057,-4.8928,1.4263,-2.4985
