time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,0.0187,0.2402,9.8153,-1.3475,5.4833,0.1097
0.02,0.0393,0.2772,9.9223,0.8435,5.8264,0.626
0.04,0.0608,0.183,9.8942,3.9072,3.7283,1.2586
0.06,0.1387,0.1693,9.9976,1.4226,4.3507,2.018
0.08,0.3483,0.1666,10.1213,4.8974,1.3674,1.0485
0.1,0.2582,0.2395,10.0616,5.7479,3.5583,0.8134
0.12,0.2475,0.0741,10.1382,3.5082,1.614,2.7908
0.14,0.3233,0.0156,10.1278,4.9457,0.6264,-0.0667
0.16,0.2578,-0.0324,10.0943,4.6642,-1.5027,1.5194
0.18,0.4013,-0.1448,10.1412,6.0789,0.8828,2.6136
0.2,0.2892,-0.0558,10.1377,3.9063,-1.6651,2.5996
0.22,0.2198,-0.1556,10.1484,2.7485,-0.0812,1.0691
0.24,0.1825,-0.1952,10.0239,4.7105,-3.7128,1.6863
0.26,0.0887,-0.1872,9.9423,2.0638,-3.5615,2.4033
0.28,0.1312,-0.2138,9.8897,0.3523,-3.85,0.885
0.3,0.1196,-0.1867,9.814,1.6088,-3.1127,0.6636
0.32,-0.0394,-0.2403,9.8925,-1.4892,-2.5506,-0.6255
0.34,-0.21,-0.2069,9.892,-2.425,-2.925,-1.4257
0.36,-0.111,0.0058,10.1296,0.1056,-3.9176,-2.0705
0.38,-0.1054,-0.114,10.059,-2.3184,-3.1417,-1.7498
0.4,-0.1853,-0.1832,10.0716,-5.814,-1.7766,-1.7432
0.42,-0.265,-0.0305,9.991,-6.2778,-2.2502,-2.8291
0.44,-0.285,0.0537,10.0901,-5.7738,-2.8405,-2.4672
0.46,-0.3038,-0.1958,10.2242,-4.8948,-3.0432,-2.1985
0.48,-0.2362,-0.0154,10.1614,-3.3459,1.4232,-2.095
0.5,-0.4093,0.0407,10.1552,-5.7577,0.2933,-1.9229
0.52,-0.3654,0.145,10.1082,-5.5042,1.4049,-2.8173
0.54,-0.2674,0.1692,10.1006,-6.0495,2.3516,-1.2487
0.56,-0.1596,0.1871,10.0186,-2.265,2.2267,-1.322
0.58,-0.1109,0.1205,9.987,-4.9413,4.6264,-2.1604
0.6,-0.0614,0.2238,9.8836,-0.3319,2.0743,-1.9806
0.62,-0.047,0.2092,9.8333,-4.433,4.7813,-0.4367
0.64,0.084,0.1622,9.7811,2.2765,3.8132,0.6915
0.66,0.032,0.1921,9.9068,4.5077,3.1324,0.8269
0.68,0.2666,0.0895,9.9478,2.4037,2.1069,0.4698
0.7,0.2217,0.0699,10.0554,4.0698,4.3107,1.2172
0.72,0.1613,0.1473,10.0658,3.5143,2.5682,1.0549
0.74,0.2397,0.0542,10.1106,5.4106,0.3107,0.9742
0.76,0.2743,0.1774,10.1428,5.7701,1.6453,1.8942
0.78,0.2566,-0.1319,10.1266,7.1196,1.8019,1.5729
0.8,0.3472,0.0387,10.1422,4.4893,0.2938,2.4384
0.82,0.2638,-0.1162,10.1758,4.6129,-0.8333,1.2981
0.84,0.2205,-0.1263,10.1012,5.4981,-2.1914,1.1239
0.86,0.1954,-0.0078,9.9373,2.861,-4.2327,2.2025
0.88,0.1543,-0.1553,10.0662,3.7855,-5.4338,1.3154
0.9,0.1068,-0.1406,10.0257,0.9691,-2.8476,0.6733
0.92,0.0416,-0.2279,9.8765,-0.0334,-3.5066,-1.0835
0.94,0.1385,-0.2075,9.8132,1.8737,-4.8644,-0.1529
0.96,0.026,-0.3078,9.9963,-0.8631,-5.0875,0.3101
0.98,-0.1587,-0.1457,9.9357,-3.5175,-3.633,0.6748
1.0,-0.0499,-0.1331,10.0156,-4.4301,-5.1077,0.064
