time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,0.0418,0.001,9.8226,-0.142,-0.1991,0.1236
0.02,0.0063,-0.0089,9.8289,-0.3555,-0.199,0.1418
0.04,0.023,0.0154,9.843,-0.4737,-0.2046,-0.3743
0.06,-0.0039,0.0347,9.8643,-0.5381,-0.367,0.5996
0.08,-0.019,0.0272,9.8626,0.7637,-0.0159,0.4246
0.1,0.0136,0.0004,9.7876,-0.0675,0.1189,-0.4031
0.12,-0.0112,-0.0031,9.8004,-0.4295,-0.4011,0.1905
0.14,-0.0027,0.0154,9.8487,-0.6252,-0.0539,0.6843
0.16,-0.0228,-0.0179,9.806,0.2669,0.1939,-0.2192
0.18,-0.0584,-0.0121,9.8146,-0.0011,0.152,-0.7515
0.2,0.0332,-0.0545,9.8066,-0.5447,0.4947,-0.106
0.22,0.0482,0.0118,9.8173,-0.3671,0.5185,-0.2407
0.24,-0.007,0.0098,9.8166,-0.4301,0.6558,0.1651
0.26,0.0021,-0.0016,9.7706,-0.6407,-0.0072,-0.2765
0.28,0.0078,-0.0041,9.8145,-0.707,0.2537,-0.4067
0.3,-0.0469,0.0055,9.8242,-0.5903,-0.9552,0.0627
0.32,0.0024,0.0148,9.808,0.3407,-0.3046,0.2036
0.34,0.0381,0.0022,9.8263,0.0887,0.0107,-0.3895
0.36,0.0034,-0.0236,9.7384,-0.085,-0.5265,-0.2081
0.38,-0.0005,-0.0163,9.81,0.0975,-0.4869,0.6421
0.4,0.0143,-0.0091,9.7954,-0.4453,0.3391,0.4832
0.42,0.0087,0.0432,9.8127,-0.1404,0.0228,0.1728
0.44,0.0492,-0.0215,9.8118,-0.4478,-0.182,0.7539
0.46,0.0347,0.0022,9.8072,0.1336,0.6788,0.3759
0.48,-0.0015,-0.0291,9.7828,-0.1129,-0.9634,-0.6349
0.5,0.0357,0.0169,9.7838,-0.0445,-0.1188,0.8707
0.52,-0.0009,-0.0025,9.8404,0.0141,-0.156,-0.7544
0.54,-0.0013,0.0389,9.8371,-0.55,0.1386,-0.3021
0.56,0.0014,-0.0076,9.7994,-0.2806,0.5209,-0.0766
0.58,0.0154,-0.0283,9.7721,-0.2388,0.0128,-0.2406
0.6,-0.012,0.0165,9.8254,-0.1498,0.3163,-0.3514
0.62,0.0092,-0.0281,9.8239,0.6076,-0.3947,-0.4788
0.64,0.0066,-0.0263,9.8405,-0.0704,0.6669,-0.4218
0.66,-0.0157,0.0069,9.8061,0.2705,-0.3485,0.2569
0.68,0.0053,0.0219,9.786,-0.4681,0.5166,0.0612
0.7,0.0286,0.0132,9.8072,-0.3482,-0.5396,0.0718
0.72,-0.0199,-0.0006,9.8615,-0.1255,0.1039,0.5975
0.74,0.0124,-0.0036,9.8262,-0.7836,-0.8392,0.3241
0.76,0.053,-0.034,9.7911,-0.3919,-0.3015,-0.446
0.78,0.0517,-0.0805,9.776,-0.3794,0.7992,0.3038
0.8,-0.0029,0.0124,9.819,0.583,1.0241,-0.0576
0.82,-0.0203,-0.0116,9.8366,0.1358,0.1489,0.4656
0.84,0.0134,0.0088,9.8014,0.0064,-0.4194,-0.1873
0.86,0.0707,-0.004,9.7994,-0.2171,0.1593,-0.2434
0.88,0.0169,0.0358,9.7841,0.3236,0.8147,-0.7754
