time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,0.0203,0.0089,0.0475,0.2505,0.0047,-0.1951
0.02,-0.0012,-0.0036,0.0108,0.0595,-0.1182,-0.2064
0.04,-0.0427,0.0438,-0.0649,0.042,0.236,-0.1699
0.06,-0.0048,0.0196,0.0189,-0.1587,-0.272,-0.2473
0.08,-0.0321,-0.0097,-0.0027,-0.3507,0.1265,-0.3733
0.1,0.0076,0.0705,0.034,-0.1307,0.4088,-0.2022
0.12,0.0224,0.0131,0.0123,0.2552,-0.5771,-0.0877
0.14,0.0131,0.0204,0.0419,-0.0643,-0.1351,0.089
0.16,0.0307,-0.0202,0.0115,-0.4004,-0.0624,0.2844
0.18,-0.0097,-0.0171,-0.0256,-0.5133,-0.4003,-0.174
0.2,0.0211,-0.0194,-0.0536,-0.4366,-0.2328,0.0911
0.22,0.0267,-0.0091,0.0533,0.0515,0.1909,0.0554
0.24,-0.0327,-0.0012,-0.0162,-0.3005,0.1611,0.4714
0.26,0.034,0.0194,-0.0144,-0.0137,-0.3863,0.2047
0.28,-0.0121,0.0237,-0.0074,-0.1836,0.3446,-0.1497
0.3,0.0265,0.0209,-0.0272,0.2671,-0.4366,-0.0623
0.32,-0.0282,0.0251,-0.0128,0.0907,-0.1528,-0.1017
0.34,-0.0368,0.0294,0.0883,0.0598,0.1711,0.0284
0.36,0.036,-0.0283,-0.0463,0.1795,0.2394,-0.2368
0.38,0.0262,0.0134,-0.0114,0.3095,0.4749,-0.0125
0.4,0.0148,0.0231,-0.0648,0.2506,-0.1626,-0.6264
0.42,-0.0426,0.0051,-0.0675,0.6309,-0.073,-0.2021
0.44,-0.0152,-0.0101,-0.071,-0.0683,0.3386,0.1346
0.46,0.0226,0.0156,-0.0383,-0.3605,0.5174,0.1556
0.48,0.0377,-0.0011,0.022,0.1495,-0.0684,0.3675
0.5,0.0056,0.0147,0.0875,0.1481,-0.277,0.2278
0.52,0.0048,-0.0316,-0.0166,0.2974,-0.044,0.1041
0.54,0.0133,-0.0225,0.0239,0.4978,-0.0526,-0.188
0.56,0.0121,-0.0049,-0.0058,0.4201,0.5014,-0.9453
0.58,-0.0193,-0.0336,-0.027,0.2885,0.3432,0.0092
0.6,-0.0285,0.0085,-0.0082,-0.1624,0.0366,-0.2633
0.62,-0.0262,0.0699,-0.0479,0.459,-0.5904,-0.4755
0.64,0.0314,0.0278,-0.0278,0.3022,-0.1276,0.1397
0.66,-0.0332,0.0099,-0.016,-0.2301,0.0282,-0.0132
0.68,-0.0116,0.0012,0.0606,-0.1152,0.153,-0.5299
0.7,-0.0441,-0.0439,0.025,0.3784,-0.3869,0.2736
0.72,0.0189,0.0161,0.029,-0.5749,-0.2301,-0.1454
0.74,0.0041,-0.0024,0.0921,0.2688,0.178,-0.5353
