time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,-0.0981,-0.1169,9.8119,-1.2686,-1.7164,-0.066
0.02,-0.0476,0.0201,9.7973,-1.5069,0.8261,0.0295
0.04,-0.0286,0.0172,9.809,0.0098,-0.6892,2.3659
0.06,-0.0402,-0.0046,9.7851,-0.3334,0.4527,-0.7291
0.08,-0.0011,-0.0187,9.8167,-0.1261,1.2253,-0.1364
0.1,-0.046,-0.0206,9.8143,0.9974,0.7165,1.0172
0.12,-0.0482,0.0295,9.7811,-0.4985,-0.3381,-0.0862
0.14,0.0265,-0.0007,9.8271,-0.015,-1.0271,-0.8287
0.16,0.0883,-0.0307,9.7963,-0.3204,0.1543,0.9493
0.18,-0.0293,-0.0334,9.8044,0.663,0.0913,0.7002
0.2,0.0085,0.0192,9.8648,-0.0918,0.4381,0.4935
0.22,-0.0153,-0.0029,9.8361,-0.9068,-0.1119,-1.6559
0.24,-0.0035,0.0017,9.8222,-0.368,0.3552,1.0217
0.26,0.0964,-0.0319,9.7566,-0.8873,1.1398,0.2718
0.28,-0.0278,-0.1067,9.8255,0.2093,-0.4623,-0.6996
0.3,0.0388,0.0241,9.7915,1.0162,0.2946,-0.7876
0.32,-0.0805,-0.0742,9.8442,0.4791,-1.2604,-0.3919
0.34,-0.0062,-0.0696,9.8203,0.299,1.0118,-0.0865
0.36,0.012,0.0613,9.8919,-0.1883,1.1875,-1.9403
0.38,-0.068,0.0075,9.7491,1.6594,1.1274,0.1585
0.4,-0.0276,0.0033,9.7432,-0.0059,-0.0433,-0.2882
0.42,0.0001,-0.0192,9.7822,-0.1324,-1.326,-0.5365
0.44,0.0451,-0.0287,9.8226,0.2575,-1.9965,-0.3893
0.46,-0.0154,-0.1127,9.8286,0.3727,-0.2626,-0.1103
0.48,0.026,-0.0093,9.8526,-0.3665,-0.8468,-0.0031
0.5,0.066,0.0055,9.7646,0.4265,2.4142,0.1071
0.52,-0.0196,-0.0145,9.7704,0.0321,0.9788,-0.2792
0.54,0.0758,-0.0215,9.8698,0.5966,-1.0136,0.3775
0.56,0.0804,-0.0342,9.8263,0.5653,0.0392,-0.3103
0.58,-0.0282,0.1279,9.7961,1.8365,-0.097,-0.3884
0.6,0.1032,-0.0278,9.8202,0.391,0.6214,-0.031
0.62,0.0867,0.0333,9.8336,0.8473,0.2093,0.4796
0.64,-0.0374,-0.0006,9.8151,0.8822,-0.0826,0.6031
0.66,0.009,0.012,9.8289,-0.0473,1.2331,1.137
0.68,-0.0798,-0.027,9.8066,-0.6092,-0.2996,0.3233
0.7,-0.1146,0.0147,9.8253,-0.1072,0.823,0.8118
0.72,0.0563,-0.0068,9.7646,-1.4456,-0.1288,0.4743
0.74,-0.0285,0.0309,9.7826,0.2742,-0.1314,-0.6194
0.76,-0.0085,-0.045,9.8228,-0.5715,0.2661,-1.0341
0.78,-0.0054,0.0104,9.8526,0.0057,-1.4735,0.4046
0.8,-0.0166,-0.0039,9.804,0.5218,-1.7416,0.6726
0.82,-0.0016,0.014,9.835,-0.5571,0.3298,0.0844
0.84,0.0228,0.0233,9.7763,0.653,-0.5988,0.8375
0.86,-0.0041,0.0156,9.8109,1.2083,0.3059,0.1119
0.88,-0.0065,-0.0011,9.7608,-0.6274,0.7044,0.6028
0.9,0.0758,-0.013,9.7984,-0.3892,-0.3285,0.1621
0.92,0.0113,-0.0053,9.8185,0.1179,-1.7338,-1.2292
0.94,0.0785,0.0534,9.829,0.6721,-1.8238,1.4219
0.96,0.0367,-0.045,9.8152,-1.0555,0.5768,-0.7736
0.98,0.0365,0.0428,9.812,-0.6473,1.0333,0.1735
1.0,0.0488,0.0478,9.7945,-0.4623,1.7283,-1.4957
1.02,0.0086,-0.0255,9.813,-1.1441,0.877,-0.598
1.04,-0.0042,-0.0009,9.8555,-0.6766,-1.0507,0.979
1.06,0.0245,0.0134,9.8297,0.0018,0.7667,0.7745
1.08,-0.0251,-0.1031,9.8108,0.1372,-0.2416,0.0197
1.1,-0.0097,0.0222,9.7702,-0.1344,-0.5143,-0.0349
1.12,0.0278,-0.0015,9.8181,-1.5106,-0.7957,-1.1474
1.14,0.0597,0.0302,9.8395,0.5876,0.0298,-1.1313
1.16,0.0369,-0.0598,9.7963,-0.7425,1.6147,0.928
1.18,-0.0456,0.0044,9.8417,-0.3111,0.0066,-0.8676
1.2,0.0075,0.0434,9.8255,0.3618,0.6509,0.842
1.22,0.0238,-0.0018,9.8591,-0.8133,0.2601,1.1332
1.24,-0.0341,0.0057,9.8192,-0.8414,-1.7151,0.243
1.26,0.0366,0.0587,9.8066,0.1665,-1.3138,0.1506
1.28,0.0351,-0.0319,9.7458,-0.8244,-0.3193,-0.2832
1.3,-0.003,0.0512,9.8332,1.8471,-0.4095,-0.5591
1.32,-0.0419,0.0277,9.847,-1.0264,0.2794,0.0322
1.34,-0.0236,-0.0363,9.8619,0.4214,-0.0954,-0.3803
1.36,-0.0799,0.0586,9.7585,-0.3517,-1.0756,-0.3975
1.38,0.0771,-0.0325,9.8198,-0.0844,-0.7052,0.336
1.4,0.077,0.0663,9.8468,-0.4391,1.4822,0.0024
1.42,0.005,-0.0032,9.8418,0.5652,1.7791,-0.5365
1.44,-0.112,0.0286,9.7651,-0.3112,1.059,-0.7784
1.46,-0.0272,0.0485,9.8067,-0.9303,-0.4711,-0.2953
1.48,-0.0071,0.0089,9.8542,-0.6833,0.7789,-0.9401
1.5,-0.0555,-0.0219,9.794,-1.6653,0.855,-0.8768
1.52,0.0375,-0.0044,9.8898,-0.5338,-0.2871,0.2224
1.54,-0.035,0.0108,9.8111,0.4461,0.5159,0.8926
1.56,0.0229,-0.0068,9.7485,-0.9091,-0.8896,-1.1948
1.58,0.0299,0.0106,9.7964,-0.5109,-0.4714,-0.0049
1.6,0.0736,-0.0518,9.8062,0.3596,0.4828,0.2892
1.62,0.024,-0.005,9.8489,1.3859,0.8842,0.0264
1.64,0.0282,0.0318,9.8015,-0.7376,2.1729,-0.6911
1.66,-0.0225,0.0091,9.872,-1.3716,-0.7549,-0.3083
1.68,-0.0379,0.0532,9.7798,-0.5674,0.4582,-0.1124
1.7,-0.0228,-0.0083,9.8418,-0.8914,0.7609,0.2256
1.72,-0.0277,-0.0434,9.8195,-0.2701,-0.5836,-1.1672
1.74,-0.0277,0.1016,9.8009,-1.5606,1.0681,-0.0195
1.76,0.0556,0.0116,9.8127,-0.5666,0.5915,-0.2012
1.78,-0.1093,0.0334,9.8567,1.0586,-1.8976,-1.0554
1.8,0.0109,0.0153,9.7999,-0.0363,0.6305,-1.2067
1.82,0.0001,0.0502,9.7605,-0.0619,0.5837,0.9916
1.84,-0.0254,-0.0279,9.8514,-0.7197,-0.6624,0.2019
1.86,0.0196,0.0026,9.7933,0.3506,0.3066,-0.1556
1.88,-0.0266,-0.0217,9.8265,-1.0007,0.2656,-0.969
1.9,-0.047,0.0151,9.8088,-1.4731,-0.3861,-0.9514
1.92,0.0294,-0.0249,9.7907,-0.7676,0.9123,-0.9343
1.94,0.0026,0.0706,9.8259,0.7629,-0.3466,2.3133
1.96,0.0037,-0.0055,9.8434,-0.7762,-0.8335,-0.1887
1.98,0.0561,-0.0106,9.7827,-0.4354,-0.3008,0.7802
2.0,-0.0808,-0.0924,9.8173,0.0075,-0.5632,0.9541
2.02,0.0759,-0.0018,9.8667,-0.5186,0.021,0.3633
2.04,-0.0286,0.0387,9.8297,0.4194,0.9781,1.5853
2.06,0.0155,-0.0377,9.8359,-0.166,0.0929,0.1213
2.08,-0.0006,-0.0405,9.795,0.6271,1.4544,-1.0254
2.1,-0.053,0.0316,9.7875,-0.1478,1.8804,-0.278
2.12,-0.0214,0.0059,9.7915,0.7705,1.1543,0.2988
2.14,0.0059,0.0596,9.8275,0.2256,-0.1919,0.8975
2.16,-0.0736,-0.0902,9.8372,-1.2298,1.4296,-1.3269
2.18,0.064,0.008,9.8374,-1.0797,0.0475,-0.2117
2.2,-0.0091,-0.0582,9.8225,-0.2208,0.507,0.373
2.22,0.0401,-0.0403,9.8178,-0.2308,-0.9615,-0.4187
2.24,-0.0086,0.0902,9.7626,0.12,0.7117,0.0455
2.26,-0.012,-0.0275,9.779,-1.729,-1.0153,-0.8012
2.28,0.0269,0.0285,9.8094,-0.0111,0.0375,-0.8745
2.3,-0.0422,0.0186,9.8062,0.0809,0.5372,-0.4229
2.32,0.0011,-0.0435,9.8668,-0.7684,-0.5046,0.419
