time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,0.0212,-0.6349,9.772,3.4424,-5.8441,6.3155
0.02,0.1341,-0.5253,9.8748,4.1447,-11.2401,3.0098
0.04,0.1066,-0.4954,9.8557,4.7938,-10.0993,3.6985
0.06,0.0206,-0.3525,10.0201,5.2366,-9.3233,4.7644
0.08,0.1556,-0.3153,10.1091,7.4662,-3.556,4.8468
0.1,0.1361,-0.4108,10.32,9.0835,-8.0398,1.0932
0.12,0.1711,-0.2795,10.2852,8.2946,-4.7327,2.6872
0.14,0.1856,-0.3475,10.224,7.6611,-5.1351,0.8249
0.16,0.2534,-0.2637,10.2421,7.3652,-7.255,2.3666
0.18,0.2209,-0.3744,10.4063,13.6883,-10.3312,1.2929
0.2,0.2046,-0.4094,10.4035,12.3515,-8.4269,-1.2004
0.22,0.2147,-0.477,10.3589,11.3222,-8.2899,-1.3581
0.24,0.1087,-0.2938,10.204,11.9769,-5.2134,1.4161
0.26,0.2334,-0.4413,10.3992,8.2345,-7.6195,0.6829
0.28,0.211,-0.4225,10.2378,7.5888,-8.6598,-1.2119
0.3,0.1768,-0.5094,10.154,11.181,-8.9564,-2.5603
0.32,0.1452,-0.4444,10.1156,6.5647,-8.8257,-3.0079
0.34,0.0274,-0.4522,10.079,4.6203,-5.9165,-5.7078
0.36,0.1253,-0.4313,10.0395,8.3307,-4.8519,-3.644
0.38,0.0171,-0.5579,9.896,1.2351,-6.2475,-2.4982
0.4,0.0949,-0.5037,9.8333,1.5895,-10.4239,-2.7254
0.42,-0.0568,-0.6871,9.7757,-0.3783,-9.6092,-5.045
0.44,-0.015,-0.607,9.9656,3.791,-8.1977,-4.8464
0.46,-0.2242,-0.576,10.0371,-1.6168,-10.7639,-5.1728
0.48,-0.0843,-0.6844,10.1748,-4.3693,-6.2971,-7.2832
0.5,0.016,-0.6151,10.1994,-3.443,-8.8698,-3.0366
0.52,-0.1107,-0.6731,10.2257,-9.5694,-8.4325,-3.765
0.54,-0.2443,-0.6194,10.2908,-9.7599,-8.1338,-3.1096
0.56,-0.2477,-0.5718,10.345,-12.582,-8.2381,0.4506
0.58,-0.0859,-0.8118,10.3921,-11.3532,-6.9165,-1.06
0.6,-0.2829,-0.6419,10.3881,-8.4094,-9.3459,-0.569
0.62,-0.2175,-0.7664,10.3651,-16.4678,-13.1923,-0.3504
0.64,-0.1112,-0.6502,10.3752,-13.4313,-8.3934,-0.4652
0.66,-0.3459,-0.6602,10.3418,-12.0406,-6.9948,-0.5279
0.68,-0.22,-0.6334,10.3286,-10.4697,-8.976,1.7029
0.7,-0.0756,-0.7467,10.2704,-8.7535,-8.4257,1.6638
0.72,-0.2045,-0.5416,10.1953,-12.7014,-10.5738,1.6232
0.74,-0.1781,-0.5782,10.1675,-4.5583,-8.3686,0.3162
0.76,-0.2203,-0.7357,10.1243,-5.1537,-7.8949,2.0205
0.78,-0.0436,-0.5508,9.9835,0.8073,-9.704,4.3086
0.8,-0.017,-0.6061,9.8695,-7.0819,-10.0128,3.2679
0.82,0.0147,-0.6195,9.9274,-7.2793,-6.8028,6.4325
0.84,0.0847,-0.5411,9.9065,0.4849,-7.4365,6.4042
0.86,0.0009,-0.4813,9.9813,-2.4345,-10.1249,6.3537
0.88,0.2138,-0.3901,10.0441,3.0028,-4.7051,3.148
0.9,0.0981,-0.4123,10.0132,4.36,-9.9766,5.4809
0.92,0.02,-0.4001,10.2198,10.4499,-8.9933,3.8869
0.94,0.1903,-0.511,10.1692,10.4394,-5.8962,4.6479
0.96,0.0629,-0.4513,10.2536,6.9392,-8.0054,3.1022
0.98,0.1852,-0.3828,10.2948,12.043,-7.0495,3.0973
1.0,0.3386,-0.436,10.278,9.1752,-9.3458,2.1507
1.02,0.2808,-0.3231,10.3954,9.6106,-9.2435,2.4144
1.04,0.2264,-0.3282,10.404,14.9461,-6.7847,-0.235
1.06,0.1991,-0.3546,10.3996,13.6644,-8.7772,0.1409
1.08,0.2087,-0.4772,10.3064,10.967,-5.7385,-0.8449
1.1,0.1301,-0.2959,10.3331,12.7606,-9.2326,0.7982
1.12,0.2154,-0.4884,10.2205,10.9322,-7.1083,-1.5785
1.14,0.0927,-0.4179,10.2145,9.3356,-8.0954,-2.7879
1.16,0.0996,-0.3843,10.1204,9.7076,-9.3724,-4.137
1.18,-0.0182,-0.4342,10.0623,9.2666,-10.1642,-4.4041
1.2,0.0608,-0.4685,9.9573,-1.3527,-10.0498,-3.5303
1.22,0.0392,-0.4538,9.8629,3.0686,-8.5952,-2.6359
1.24,-0.0642,-0.5203,9.8283,0.159,-6.175,-4.4401
1.26,-0.0299,-0.5576,9.8065,2.6184,-4.6044,-5.4604
1.28,-0.04,-0.6578,9.8497,-1.4879,-7.5221,-1.8393
1.3,-0.0536,-0.6649,9.9665,-4.3595,-9.5719,-4.8056
1.32,-0.1324,-0.662,9.9946,-6.8388,-8.3608,-3.5259
1.34,-0.1755,-0.6742,10.1419,-7.5265,-8.1762,-3.453
1.36,-0.1687,-0.7004,10.1895,-12.4886,-9.0539,-4.0406
1.38,-0.1461,-0.6366,10.2808,-8.871,-6.7703,-1.87
1.4,-0.1629,-0.7503,10.3409,-14.2141,-5.9251,-1.6939
1.42,-0.0134,-0.6912,10.2941,-9.4531,-10.5983,-2.2355
1.44,-0.1944,-0.7186,10.3461,-14.7556,-12.2147,-0.3294
1.46,-0.1758,-0.6762,10.45,-11.0569,-12.287,2.9346
1.48,-0.2031,-0.7854,10.3518,-7.6195,-7.2164,-0.6316
1.5,-0.2269,-0.5689,10.3946,-12.4327,-10.2409,1.4556
1.52,-0.1111,-0.5565,10.274,-9.1466,-9.3098,2.0332
1.54,-0.067,-0.6706,10.1735,-8.7147,-6.774,1.6289
1.56,-0.1432,-0.69,10.1916,-7.8344,-5.5065,2.2172
1.58,-0.1701,-0.5601,10.189,-13.4305,-9.3502,2.1025
1.6,-0.0173,-0.7088,10.1799,-9.0219,-5.1153,5.6763
1.62,-0.0225,-0.5788,9.8868,-5.6006,-8.9009,3.846
1.64,-0.081,-0.486,9.9665,-5.2073,-4.7544,4.6417
1.66,0.0392,-0.5672,9.8447,0.538,-9.0072,4.4618
1.68,0.088,-0.4648,9.8406,5.8608,-7.5848,6.4887
1.7,0.0764,-0.4507,9.9483,2.8024,-7.8613,2.63
1.72,0.201,-0.5489,9.952,1.9651,-14.1641,5.2301
1.74,-0.0083,-0.5073,10.1538,11.9765,-9.8035,3.5332
1.76,0.1449,-0.3504,10.207,2.7646,-9.0614,0.7758
1.78,0.1756,-0.4035,10.2011,13.9394,-8.9146,3.9386
1.8,0.2896,-0.393,10.2563,11.8643,-6.4327,2.8
1.82,0.0209,-0.3676,10.3198,11.1741,-7.2755,2.1933
1.84,0.0599,-0.5046,10.3208,7.9502,-7.5015,1.2916
1.86,0.1457,-0.364,10.3044,14.8285,-5.9687,2.6464
1.88,0.2026,-0.3854,10.3486,12.0966,-8.4941,0.5167
1.9,0.2899,-0.3354,10.3387,13.0206,-8.5707,0.8537
1.92,0.1253,-0.4974,10.2442,13.5629,-5.8702,-1.1022
1.94,0.1567,-0.3777,10.3835,10.9258,-4.5983,-1.7888
1.96,0.0753,-0.4738,10.3019,9.1759,-5.8744,-2.9308
1.98,0.2391,-0.4363,10.1528,9.3085,-8.9129,-3.6606
2.0,0.284,-0.4207,10.193,9.7181,-10.2291,-4.1976
2.02,0.1036,-0.3694,10.0894,4.3308,-4.9573,-2.5757
2.04,0.0662,-0.4663,10.0127,6.9977,-7.5097,-4.1049
2.06,0.0526,-0.5771,9.7994,2.3459,-6.914,-5.2242
2.08,0.0802,-0.5731,9.8023,-0.5169,-11.1488,-2.0144
2.1,-0.1439,-0.5827,9.7729,-6.6041,-10.0928,-4.5237
2.12,-0.0539,-0.6044,9.9559,-6.8802,-7.3597,-3.521
2.14,-0.1538,-0.5816,10.0203,-4.5478,-7.1201,-3.49
2.16,-0.1546,-0.5574,10.1156,-7.0316,-9.5934,-4.0275
2.18,-0.0843,-0.7279,10.2639,-4.6001,-8.284,-2.5697
2.2,-0.2674,-0.7718,10.1992,-8.4992,-9.7231,-2.5801
2.22,-0.237,-0.7825,10.3626,-13.6228,-6.4673,-4.6149
2.24,-0.3429,-0.7639,10.39,-10.8076,-6.3078,1.5201
2.26,-0.1676,-0.6853,10.3125,-15.4692,-4.048,1.8436
2.28,-0.1932,-0.8241,10.2691,-11.7393,-7.1008,0.5127
2.3,-0.2628,-0.6431,10.3062,-12.966,-6.8947,1.1866
2.32,-0.2519,-0.6154,10.2881,-11.7611,-1.8355,-0.9398
2.34,-0.1193,-0.7928,10.305,-7.8726,-9.494,1.0291
2.36,-0.231,-0.6547,10.2714,-13.1241,-5.7583,1.7292
2.38,-0.0442,-0.6634,10.285,-10.0308,-5.9631,3.3893
2.4,-0.0682,-0.5512,10.2081,-6.0122,-8.4314,1.4269
2.42,-0.1785,-0.6219,10.1809,-4.1171,-7.1157,-0.7787
2.44,-0.0642,-0.6381,10.0737,-6.8102,-5.2008,3.1307
2.46,-0.1174,-0.6365,10.0063,-3.8453,-11.1449,6.2868
2.48,-0.0547,-0.7697,9.9288,0.1719,-6.957,5.246
2.5,-0.0299,-0.6979,9.754,1.4082,-8.0238,2.4942
2.52,0.0451,-0.5089,9.8399,2.2436,-6.7763,1.6144
2.54,0.0184,-0.5797,9.9185,4.7547,-7.7695,2.8121
2.56,0.0448,-0.3778,10.0417,2.8176,-9.218,4.2515
2.58,0.0563,-0.5487,10.1581,10.1587,-9.3976,2.2153
2.6,0.0264,-0.4699,10.1944,7.0325,-7.5233,4.3172
2.62,0.0864,-0.4783,10.277,12.0452,-6.1494,0.9454
2.64,0.1657,-0.2958,10.3335,16.9341,-9.1077,0.3782
2.66,0.1612,-0.3595,10.4515,11.0352,-5.3362,1.6092
2.68,0.0531,-0.2843,10.3043,9.2402,-10.0268,1.7356
2.7,0.1089,-0.4156,10.3234,12.5223,-7.1507,-2.2287
2.72,0.1848,-0.416,10.355,10.7147,-8.2047,-0.0144
2.74,0.2058,-0.4537,10.3334,14.6612,-7.2719,-2.8053
2.76,0.2819,-0.2901,10.327,10.9656,-6.0474,-3.0803
2.78,0.2141,-0.48,10.3265,11.0595,-6.7083,-0.3583
2.8,0.1008,-0.3207,10.3258,10.4517,-9.1873,-4.9337
2.82,0.1575,-0.4391,10.2198,9.7675,-8.7742,-1.7393
2.84,0.0081,-0.4562,10.0471,5.4114,-6.5054,-2.139
2.86,-0.0355,-0.4409,9.9999,2.9323,-10.8989,-5.4251
2.88,0.0288,-0.5863,10.0657,1.6157,-5.777,-3.903
2.9,0.0832,-0.5214,9.8164,3.8366,-8.6118,-1.9864
2.92,-0.0386,-0.5893,9.8165,-0.0334,-7.2606,-6.2404
2.94,0.1505,-0.5449,9.8591,-1.0817,-10.3343,-6.5051
2.96,-0.1659,-0.7186,9.9706,-1.28,-10.2725,-5.3738
2.98,-0.0395,-0.5019,10.0072,-6.6879,-11.4387,-1.9261
3.0,-0.161,-0.4872,10.0066,-4.903,-5.4678,-4.6609
3.02,-0.1578,-0.6185,10.229,-7.2528,-9.1247,-2.8384
