time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,-0.0089,0.0391,9.8312,1.9352,0.2032,0.392
0.02,-0.0127,-0.1144,9.8119,0.3134,0.7946,-0.3758
0.04,-0.0346,-0.0396,9.8092,0.9956,-0.6561,-1.5218
0.06,0.0263,-0.0513,9.7786,-0.1963,0.4946,0.1862
0.08,0.0171,-0.0182,9.7452,0.9838,-0.0278,-2.0324
0.1,0.0354,0.0046,9.7708,-0.3134,-1.5624,0.6755
0.12,0.1079,-0.0107,9.8253,0.362,1.0133,0.5027
0.14,-0.0654,-0.0166,9.812,0.5103,0.162,0.407
0.16,0.0067,0.0585,9.8823,0.1858,-2.1897,1.9228
0.18,0.0128,0.0532,9.7961,-0.8132,-0.0085,-0.8991
0.2,0.0049,-0.042,9.8595,0.3671,0.8358,-0.5629
0.22,0.0673,0.0399,9.7402,-0.8235,0.2558,-0.3756
0.24,-0.0166,-0.0089,9.8748,-0.4925,1.7824,-0.3417
0.26,0.0197,0.1097,9.8581,0.1645,-0.3047,0.0586
0.28,0.0503,-0.0309,9.7926,0.6072,0.049,0.7013
0.3,0.1134,0.0797,9.8,-1.6997,1.1227,0.8393
0.32,-0.0495,-0.0154,9.7734,-0.9144,1.6661,0.2689
0.34,-0.0189,0.0849,9.8392,-0.5823,1.0226,1.0873
0.36,0.0054,-0.0661,9.8714,-0.2179,-0.7825,-0.5124
0.38,-0.0283,-0.0949,9.7711,-0.3341,1.7007,-0.385
0.4,0.0299,0.0578,9.8021,0.4338,-1.1949,0.8419
0.42,-0.0259,0.0786,9.7922,0.8537,-0.1116,-0.2212
0.44,0.0075,0.0243,9.8284,-0.9693,-0.0686,-0.2255
0.46,-0.106,0.0222,9.8141,0.9116,-0.6736,-0.0947
0.48,-0.0357,0.0207,9.8279,-1.4897,-0.8033,-0.6156
0.5,-0.0083,-0.024,9.812,0.6611,-1.0064,-0.7254
0.52,-0.0006,0.0097,9.847,-0.5361,-0.825,0.9388
0.54,0.0302,0.0267,9.7561,0.0274,0.5045,-1.3089
0.56,0.0473,-0.1293,9.7716,1.2664,-0.8781,0.8858
0.58,-0.0092,-0.0546,9.8346,-0.3076,0.4446,-1.6475
0.6,0.0271,-0.0151,9.8166,0.344,-0.3779,-0.5157
0.62,-0.0894,-0.0478,9.8187,0.5611,1.5234,-0.4206
0.64,0.0015,-0.0678,9.7647,1.8025,1.1674,-0.4039
0.66,-0.0008,-0.0226,9.8809,0.4413,-0.5005,-1.1656
0.68,0.0026,0.0419,9.8512,-0.6816,0.4096,1.205
0.7,0.0275,-0.0204,9.8286,-1.0423,0.335,-1.0246
0.72,0.0392,-0.0212,9.8007,1.0792,-0.4995,-0.2245
0.74,-0.0308,0.0726,9.7721,-0.1116,-0.537,0.0679
0.76,-0.0711,-0.0581,9.8336,0.9194,0.7969,1.6214
0.78,0.0311,-0.0119,9.8299,-0.9395,-0.2984,-0.7354
0.8,0.0364,0.0019,9.8519,-0.716,0.583,0.6886
0.82,-0.0247,-0.0235,9.7993,-1.5522,0.6829,0.1349
0.84,-0.0084,0.035,9.8352,-0.2618,0.6304,-1.2931
0.86,0.0518,0.0,9.8206,-2.3939,2.5031,1.8927
0.88,0.0171,0.0199,9.8257,-0.3906,-0.5521,-0.3212
0.9,-0.0331,-0.0276,9.8123,-0.7965,-0.4788,1.1288
0.92,-0.0398,-0.0043,9.8513,-0.0423,-0.4793,0.921
0.94,-0.0591,-0.0603,9.7831,0.5431,-0.992,-0.156
0.96,0.0586,-0.0462,9.7445,-0.8249,-0.2904,-0.2802
0.98,0.0364,0.0455,9.8327,-0.4702,-0.9077,1.384
1.0,-0.0021,-0.0141,9.8515,-0.845,0.8138,1.627
1.02,0.0069,-0.0283,9.8127,-0.2124,0.9722,1.4047
1.04,-0.0859,-0.0421,9.7757,0.4781,0.3991,0.2986
1.06,0.0347,0.0012,9.8161,0.9118,-0.2093,0.8757
1.08,0.0709,-0.0988,9.7719,0.0093,0.7846,0.8771
1.1,0.0384,-0.0816,9.8927,-2.5642,0.0699,-0.2987
1.12,0.1536,-0.0055,9.812,2.3609,0.3791,-2.9273
1.14,0.1677,-0.0266,9.7038,-2.2694,1.6999,-1.272
1.16,0.1818,-0.0477,9.7732,2.2164,0.5684,1.2207
1.18,0.1958,-0.0687,9.5968,6.5076,-2.5481,1.1221
1.2,0.2098,-0.0897,9.553,3.7621,-0.1299,3.0528
1.22,0.2237,-0.1105,9.5449,8.2269,-4.3623,2.0372
1.24,0.2375,-0.1312,9.5669,2.6316,-2.4521,5.0895
1.26,0.2512,-0.1517,9.4101,7.9118,-1.3951,3.7856
1.28,0.2647,-0.1721,9.4937,10.7072,-5.677,0.4754
1.3,0.2781,-0.1922,9.3847,6.1821,-1.2038,1.97
1.32,0.2914,-0.2121,9.3121,3.8216,-4.5354,2.2264
1.34,0.3045,-0.2318,9.3683,6.1169,-5.447,3.1595
1.36,0.3174,-0.2511,9.3594,6.9276,-5.8444,2.5945
1.38,0.3301,-0.2701,9.2091,7.3371,-7.6379,3.1689
1.4,0.3426,-0.2888,9.2606,14.3944,-6.2778,4.6993
1.42,0.3548,-0.3072,9.219,15.0802,-11.4072,4.955
1.44,0.3668,-0.3251,9.1568,12.5014,-7.3724,2.8513
1.46,0.3785,-0.3427,9.1021,14.0526,-9.1216,4.9766
1.48,0.3899,-0.3598,9.0505,14.5678,-11.3748,6.572
1.5,0.401,-0.3765,9.1064,18.7057,-8.7909,5.5631
1.52,0.4118,-0.3927,9.0291,18.5326,-10.0245,6.3797
1.54,0.4223,-0.4085,8.9718,17.176,-10.6339,5.2792
1.56,0.4325,-0.4237,9.0071,16.4967,-11.4615,5.1646
1.58,0.4423,-0.4384,8.9055,18.2035,-10.3344,6.355
1.6,0.4517,-0.4525,8.9999,16.9036,-9.7212,5.5369
1.62,0.4608,-0.4661,8.8622,16.6171,-11.0491,5.6575
1.64,0.4694,-0.4792,8.806,19.1321,-14.6281,3.9162
1.66,0.4777,-0.4916,8.7617,18.1692,-14.4596,8.4197
1.68,0.4856,-0.5034,8.788,23.071,-10.7749,5.9067
1.7,0.493,-0.5146,8.7809,20.7904,-14.1987,4.7551
1.72,0.5001,-0.5251,8.7977,25.9324,-12.4511,5.9991
1.74,0.5067,-0.535,8.7163,26.8371,-15.8814,7.7201
1.76,0.5128,-0.5442,8.7088,15.4367,-11.8161,7.8242
1.78,0.5185,-0.5528,8.6881,21.9068,-14.1909,8.4355
1.8,0.5238,-0.5607,8.6788,19.5608,-14.6131,5.4405
1.82,0.5286,-0.5679,8.6532,26.9384,-13.8243,7.5079
1.84,0.5329,-0.5743,8.672,22.4968,-13.9213,9.2022
1.86,0.5367,-0.5801,8.6661,28.1549,-14.5132,9.0237
1.88,0.5401,-0.5851,8.605,25.2704,-13.7425,8.526
1.9,0.543,-0.5894,8.6528,23.8766,-16.4918,6.7933
1.92,0.5453,-0.593,8.6661,19.9438,-13.5295,9.1332
1.94,0.5472,-0.5959,8.6365,25.7653,-12.0064,6.2636
1.96,0.5486,-0.598,8.6142,27.4597,-12.8647,7.747
1.98,0.5496,-0.5993,8.6339,27.0477,-15.0342,7.033
2.0,0.55,-0.6,8.6357,18.2303,-16.8293,4.9892
2.02,0.5499,-0.5998,8.5921,26.342,-12.5844,7.0777
2.04,0.5493,-0.599,8.5542,29.5693,-14.7261,6.1562
2.06,0.5482,-0.5974,8.6155,25.0196,-12.7474,7.5014
2.08,0.5467,-0.595,8.6555,21.9019,-12.3837,7.5687
2.1,0.5446,-0.5919,8.616,29.6615,-13.4585,9.8301
2.12,0.5421,-0.5881,8.6375,24.5414,-13.3384,9.0322
2.14,0.539,-0.5835,8.6031,23.2056,-13.3254,7.392
2.16,0.5355,-0.5783,8.6311,19.7535,-14.7797,7.8457
2.18,0.5315,-0.5723,8.6986,20.689,-13.6185,5.4175
2.2,0.527,-0.5656,8.6757,24.6042,-9.5746,8.737
