time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,0.0753,0.0177,9.7708,1.4659,-0.3065,0.6137
0.02,-0.096,0.0619,9.825,1.4998,-0.4652,0.2868
0.04,-0.0887,-0.0263,9.7579,0.8297,-0.71,-0.547
0.06,-0.0501,-0.0372,9.8093,-0.2454,-0.7371,-0.1984
0.08,-0.0857,0.0175,9.7903,0.2202,1.3878,-0.675
0.1,0.0016,-0.0896,9.7817,-0.8854,-2.5198,-0.0837
0.12,0.0081,0.0183,9.7662,0.8712,0.4952,-0.0295
0.14,-0.0766,0.0487,9.8086,0.2392,-0.5539,-1.0799
0.16,-0.0379,-0.0023,9.8333,2.2838,-1.0266,-1.5198
0.18,-0.0613,0.0138,9.8148,1.5434,0.8848,1.2552
0.2,0.0027,0.0032,9.8114,1.1917,-1.4468,0.1819
0.22,-0.0091,-0.0239,9.8349,1.7079,-0.4705,1.1408
0.24,0.0397,-0.0436,9.8552,-0.2231,0.0186,2.0219
0.26,-0.0541,-0.0776,9.8074,0.9212,0.691,0.4572
0.28,0.056,-0.0355,9.7734,0.5333,0.8299,-0.4111
0.3,-0.0361,-0.012,9.784,1.356,0.269,-0.4659
0.32,0.0492,0.0191,9.8157,0.1753,-0.1333,-1.0833
0.34,0.0344,0.0409,9.7687,0.0742,1.1844,0.1042
0.36,-0.0022,0.0053,9.7424,0.5771,-0.5235,0.6999
0.38,-0.0438,-0.0468,9.7836,-0.6922,1.0387,0.9529
0.4,-0.095,0.0239,9.834,-1.4418,-0.3969,0.2898
0.42,-0.0487,-0.0532,9.7855,0.378,0.51,-1.3368
0.44,0.0345,-0.034,9.8467,1.4303,-0.0297,-2.1573
0.46,0.0661,-0.1062,9.7223,0.5671,-0.6684,0.4895
0.48,-0.0398,0.0409,9.7703,1.8389,0.0239,-1.6936
0.5,-0.0435,-0.0767,9.8273,0.0091,0.9236,0.4474
0.52,0.0027,0.0224,9.7802,0.2071,-1.3787,0.3379
0.54,0.0504,0.0003,9.8314,1.5294,-0.8953,0.8104
0.56,-0.0204,0.0141,9.8301,-0.326,1.6303,2.6702
0.58,0.0365,-0.0424,9.7601,-0.2674,1.3664,1.7273
0.6,-0.0293,-0.02,9.7606,-0.3512,2.0495,1.4437
