time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,0.067,-0.5272,9.8976,-1.0034,-7.7907,4.2491
0.02,0.0352,-0.4778,9.824,3.5254,-12.6546,7.3092
0.04,0.0676,-0.469,9.9439,1.3386,-4.9673,3.3346
0.06,0.001,-0.4571,10.0689,4.132,-10.2104,4.0143
0.08,0.0821,-0.4838,10.0272,6.5714,-7.7073,3.7265
0.1,0.1285,-0.4578,10.1447,13.8168,-8.2514,4.5003
0.12,0.2065,-0.4944,10.287,11.1666,-4.3277,2.2491
0.14,0.2807,-0.4416,10.3489,10.9384,-7.6035,0.8865
0.16,0.1007,-0.4346,10.4137,8.7431,-10.1404,1.5206
0.18,0.1646,-0.4083,10.308,10.5238,-7.8931,-1.1097
0.2,0.3097,-0.3159,10.421,9.4013,-6.4526,1.4143
0.22,0.2963,-0.3517,10.443,10.2035,-7.6535,-0.8197
0.24,0.1005,-0.4186,10.3934,12.9086,-9.2415,-0.6833
0.26,0.0719,-0.4256,10.3057,11.8951,-7.4376,-2.5739
0.28,0.1649,-0.5386,10.2441,9.722,-6.5518,-0.676
0.3,0.2393,-0.3341,10.1897,7.1994,-10.1252,-3.1492
0.32,0.111,-0.5707,10.1002,9.2098,-6.4328,-3.9718
0.34,0.096,-0.3122,10.0874,8.2434,-13.7053,-3.5589
0.36,0.0574,-0.5864,10.0598,5.1859,-6.8445,-1.3962
0.38,0.0949,-0.5797,10.0176,8.2914,-8.2046,-3.0725
0.4,0.068,-0.5493,9.8084,1.8222,-8.0668,-2.9827
0.42,0.0498,-0.6445,9.8532,-3.3506,-10.0016,-3.8916
0.44,0.0188,-0.6097,9.8924,-1.0861,-9.0747,-2.9487
0.46,-0.1736,-0.574,9.863,-5.8883,-6.6338,-6.5252
0.48,-0.2087,-0.5927,10.1111,-5.7036,-4.7639,-3.554
0.5,-0.0343,-0.6999,10.0554,-9.101,-8.5783,-4.7658
0.52,-0.1898,-0.6991,10.2622,-7.4553,-8.5829,-5.723
0.54,-0.146,-0.7136,10.2372,-9.2628,-10.8578,-2.0741
