time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,-0.0067,-0.0065,9.7897,-0.7172,-0.062,-0.051
0.02,-0.0433,0.0046,9.8336,0.6302,1.0957,-0.702
0.04,-0.0105,-0.0414,9.7809,-1.4596,-0.3245,-0.7007
0.06,0.014,0.0441,9.7785,0.4687,-0.9739,-0.9102
0.08,0.0612,0.0391,9.8109,-1.1925,0.5549,-0.9974
0.1,0.0051,0.065,9.8426,0.7063,0.4746,0.1797
0.12,-0.0358,-0.0809,9.8472,0.7257,-1.5019,-1.1903
0.14,-0.0709,0.0252,9.8196,-0.7853,0.5009,0.0099
0.16,0.0138,-0.0027,9.8611,1.2621,-0.0893,0.7028
0.18,-0.0154,-0.0036,9.8186,0.8329,0.4549,0.2607
0.2,0.0114,0.0049,9.828,-0.9268,0.5605,0.0417
0.22,-0.0077,0.0584,9.7807,0.927,-0.3036,0.9571
0.24,-0.0097,0.0297,9.7868,-0.5724,-0.0546,0.394
0.26,0.0406,0.0088,9.7856,0.1113,-0.5696,0.2509
0.28,0.0243,0.024,9.8579,-2.1506,-0.9687,-0.684
0.3,0.0138,-0.0009,9.8,-0.1277,-1.3832,-0.0934
0.32,0.0054,-0.0352,9.8187,-0.124,-0.6338,-0.1563
0.34,0.0111,-0.0559,9.8211,-0.5173,-0.0047,0.3273
0.36,-0.0086,-0.0541,9.8174,0.7317,-0.5176,-1.5965
0.38,0.0645,0.0026,9.7638,-0.6584,-0.4188,0.8561
0.4,-0.0443,0.0056,9.7686,-0.565,-0.3483,1.0529
0.42,0.0125,0.0616,9.794,0.575,0.8862,-0.3248
0.44,0.0313,-0.0167,9.8137,0.7989,-0.2652,0.1005
0.46,0.0221,0.0613,9.816,1.7628,0.9597,0.0264
0.48,-0.0306,-0.0735,9.8138,-0.0007,0.6513,-1.5392
0.5,-0.0138,-0.0267,9.7404,0.3811,0.61,-0.7549
0.52,-0.004,0.0631,9.7687,-0.3869,0.2301,0.9763
0.54,0.0046,0.0453,9.811,-0.8952,-0.2469,0.54
0.56,0.0079,0.0556,9.7916,-0.614,-0.2155,-0.6148
0.58,0.0103,-0.0424,9.7738,-0.0833,0.5276,0.1446
0.6,0.0184,0.0313,9.775,0.336,-0.9567,0.1948
0.62,-0.0661,0.0074,9.7789,-0.3606,0.5047,-0.5477
0.64,0.0005,0.0067,9.7724,-0.5093,-0.3395,1.4582
0.66,0.0008,-0.0279,9.8101,-0.3864,-0.8621,0.9935
0.68,0.0294,0.0065,9.7909,-1.4647,0.7699,0.9542
0.7,0.0329,0.0088,9.8775,-0.1308,0.0883,-1.0395
0.72,0.0444,-0.0102,9.8056,1.4561,0.611,1.2858
0.74,0.0306,0.022,9.8221,0.8609,0.0137,-0.9382
0.76,-0.0186,-0.0165,9.7878,0.5714,-0.293,-0.0595
0.78,0.0871,-0.025,9.8126,-0.2029,0.0486,0.0396
0.8,-0.007,-0.0037,9.8334,0.5087,0.1705,-0.3948
0.82,0.0442,-0.0375,9.8167,-0.2593,0.2754,-1.6031
0.84,0.0381,-0.0143,9.8188,0.0887,-0.7001,0.2843
0.86,-0.0571,-0.0021,9.7971,0.4139,0.2139,0.4731
0.88,0.0155,-0.0702,9.8102,2.4133,-0.7993,0.7577
0.9,-0.0951,0.0166,9.7897,0.7895,0.4725,-0.9792
0.92,0.0064,0.0077,9.8266,-0.3344,-0.387,-0.1278
0.94,0.0166,0.0164,9.8098,0.9593,-1.0949,0.9562
0.96,-0.0285,-0.0573,9.8256,-2.0954,1.3438,0.7627
0.98,0.0148,-0.0316,9.7964,-0.9058,-0.8159,0.4972
1.0,-0.0228,-0.0121,9.8544,0.4055,-0.11,0.5284
1.02,-0.067,-0.0896,9.812,-0.7833,0.2193,-0.2644
1.04,-0.0264,-0.0345,9.7933,1.6517,-1.2609,-0.3267
1.06,0.0456,0.0284,9.731,0.0821,-0.4295,0.5888
1.08,-0.0012,0.036,9.7915,-0.7037,-0.9473,-0.4212
1.1,-0.1521,-0.0328,9.8268,1.1311,-0.9961,-1.0667
1.12,-0.0341,-0.0127,9.7738,-0.0624,0.1343,0.0476
1.14,0.0056,0.0284,9.8175,0.1194,2.0167,-0.4916
1.16,-0.0343,0.0496,9.8013,-0.1695,-0.5521,-0.189
1.18,-0.0505,-0.0212,9.8057,-0.2518,0.9802,0.9521
1.2,0.0275,-0.0004,9.7598,-1.1453,1.2775,0.7037
1.22,0.0198,0.0301,9.8035,-0.8658,0.9626,-0.0373
1.24,-0.046,-0.0421,9.8125,-0.3547,-0.5401,0.4397
1.26,-0.0405,-0.017,9.7916,-0.5973,-0.9822,0.0193
1.28,-0.0807,0.1177,9.7957,0.2291,-0.0425,0.4174
1.3,-0.1091,-0.0103,9.8474,-0.521,0.179,-0.858
1.32,0.034,-0.0192,9.8199,0.1965,-1.7472,-0.7778
1.34,0.0087,-0.12,9.8472,0.7429,0.2224,-1.339
1.36,-0.0489,-0.0009,9.8585,0.7916,0.2145,-0.0301
1.38,-0.0589,-0.0413,9.8135,0.5204,0.3113,-0.4702
1.4,-0.026,-0.0107,9.7669,1.4781,1.3505,0.7035
1.42,0.0024,-0.0072,9.8166,0.2446,1.7153,-0.4572
1.44,-0.0033,-0.0508,9.8446,-1.4469,0.5407,-0.3503
1.46,-0.0423,0.007,9.8089,0.2638,-1.5959,-0.7749
1.48,0.0156,0.0107,9.8221,-0.7567,-0.7594,-0.2558
1.5,0.0259,0.0089,9.8472,0.0617,1.0273,0.0465
1.52,-0.0734,0.0242,9.8188,-0.0279,-1.4985,1.1992
1.54,-0.0416,0.0461,9.7985,0.0875,0.9426,-0.7851
1.56,0.0063,0.0291,9.8149,0.8918,0.5173,0.7046
1.58,-0.0226,-0.0007,9.8399,-0.7142,-0.7653,-1.2234
1.6,-0.0309,-0.047,9.84,-0.9048,-0.9845,1.249
1.62,-0.0023,-0.0448,9.7952,1.23,2.1863,0.2124
1.64,0.0069,-0.0779,9.799,1.6853,0.6366,0.4568
1.66,0.0131,-0.0096,9.8421,-0.9838,0.2529,-1.4082
1.68,0.0517,0.0111,9.7616,0.7557,0.3666,0.6264
1.7,0.0253,-0.0508,9.8093,0.9585,-0.434,1.1555
1.72,-0.0029,-0.0013,9.8176,-0.7289,0.6628,-0.1001
1.74,-0.0199,-0.0337,9.8377,0.347,0.4568,0.6628
1.76,0.0423,-0.0044,9.7956,0.7409,0.7391,0.2054
1.78,0.09,-0.0345,9.7582,-1.1583,-0.6622,0.6098
1.8,-0.0167,-0.0504,9.8612,0.0313,-0.0661,0.3628
1.82,-0.0534,-0.0184,9.8033,0.8247,-0.7831,2.5098
1.84,-0.0132,0.0112,9.8002,0.1699,-0.2933,-0.8907
1.86,0.0197,0.013,9.8246,-0.5354,0.3709,0.559
1.88,-0.0263,-0.001,9.8336,0.2032,-0.1123,0.6794
1.9,0.0844,-0.0426,9.7824,0.844,0.8931,-0.6228
1.92,-0.1056,-0.0246,9.8131,0.1307,1.4283,1.2787
1.94,-0.0215,-0.0231,9.8364,-1.6639,-0.1185,0.6408
1.96,0.0694,0.0588,9.8064,1.2006,0.4748,-0.3716
1.98,0.0443,-0.0267,9.8259,0.0257,-0.2464,1.4334
2.0,-0.032,-0.032,9.8048,0.0012,-1.935,0.4954
2.02,0.0021,0.0156,9.8004,-1.6349,-1.4186,-0.6514
2.04,0.0262,-0.0117,9.7968,0.5871,0.8672,-0.5496
2.06,0.0314,0.0096,9.7708,-0.714,1.2486,-0.4462
2.08,-0.0023,0.0104,9.8019,0.3493,-0.9942,-0.0314
2.1,-0.0012,0.0112,9.827,0.0918,-0.6318,0.5238
2.12,-0.0188,-0.0076,9.731,-0.2615,-0.8443,-0.2984
2.14,-0.053,-0.0049,9.8259,0.9588,-0.2825,1.3448
2.16,0.0637,0.0091,9.8548,1.2454,-0.5496,0.4409
2.18,-0.0663,0.0444,9.8912,1.2288,-0.0907,-0.0693
2.2,0.0063,0.0026,9.8057,-0.6621,0.0604,-0.2887
2.22,-0.0355,-0.0097,9.8834,0.9326,1.1612,-0.8581
2.24,-0.0255,0.0134,9.8176,0.0494,1.1543,-0.557
2.26,-0.0089,0.017,9.7434,0.5803,-0.2102,0.4683
2.28,0.0247,-0.0461,9.8489,-0.908,0.2114,0.3242
2.3,-0.0019,0.0288,9.8024,-0.3967,0.0766,0.5195
2.32,-0.0447,-0.0578,9.8146,-0.2817,-0.6095,0.8475
2.34,-0.1005,0.0072,9.8065,-1.1713,1.2485,-0.4361
2.36,-0.0551,-0.0016,9.8323,0.3259,1.6028,0.8694
2.38,-0.0035,0.0434,9.8081,0.6053,-0.4611,0.5323
2.4,-0.0438,0.0008,9.7818,0.0524,0.2426,-0.5598
2.42,-0.0147,0.0485,9.8135,-0.1711,-0.1461,0.5451
2.44,0.1015,-0.053,9.7882,-0.2456,0.5597,-0.0089
2.46,0.0673,-0.0203,9.8033,-1.6545,-1.4923,0.4109
2.48,-0.0173,-0.0436,9.8323,-0.3289,-0.7154,0.3566
2.5,0.0137,-0.0793,9.791,-0.1032,-0.1301,1.5711
2.52,0.0527,0.0603,9.768,-0.8058,0.7279,-1.5011
2.54,-0.032,0.043,9.8386,0.0605,-0.0639,0.7965
2.56,-0.0167,0.0297,9.7536,0.4342,0.4083,-1.1916
2.58,0.0476,0.0446,9.8242,0.4439,-1.3995,0.0271
2.6,0.0312,-0.0919,9.816,0.0417,-0.9556,-0.5229
2.62,-0.047,-0.0449,9.8051,0.5087,0.3943,0.9614
2.64,-0.017,-0.0004,9.8156,0.3476,-0.7029,1.8889
2.66,-0.0168,0.043,9.8376,-0.3323,-0.6835,0.2925
2.68,-0.0053,-0.0131,9.8079,-0.3163,1.0473,0.949
2.7,0.0041,-0.0071,9.7738,-0.1028,-0.1178,0.8966
2.72,-0.0134,0.0397,9.822,-0.0097,-0.1135,0.1687
2.74,-0.0453,-0.0027,9.8335,-0.116,-1.1529,-1.7775
2.76,-0.032,0.0046,9.813,-0.0853,-0.6489,0.9636
2.78,0.0065,0.0133,9.8152,0.2652,0.518,0.8803
2.8,0.0241,0.0026,9.8004,0.3238,-0.858,-0.4817
2.82,-0.0496,0.0052,9.7981,0.0855,-0.4713,-1.2449
2.84,0.0072,-0.0244,9.8401,0.2189,0.0865,0.5139
2.86,-0.0203,-0.0041,9.8415,-0.3203,0.4571,-0.8583
2.88,0.0051,0.0747,9.8793,0.3171,0.1298,-0.2841
2.9,-0.0247,-0.0305,9.7885,0.4535,0.2275,-0.0358
2.92,0.0925,0.052,9.8255,0.0902,0.7164,-0.7209
2.94,-0.0129,-0.0115,9.8441,-0.1962,0.1373,0.0209
2.96,-0.0334,0.0263,9.7658,-1.228,-1.0377,0.6175
2.98,0.0026,-0.024,9.7518,-2.4615,1.2385,-0.665
3.0,0.1048,0.0049,9.8556,1.1586,0.1527,0.6022
3.02,0.0185,0.0661,9.8351,-0.4634,0.0432,1.5051
3.04,0.0701,0.0087,9.8814,-0.2922,0.6962,0.5081
3.06,-0.0161,-0.0233,9.8479,-0.0992,-0.0072,0.6219
3.08,-0.0083,-0.0132,9.819,1.3797,0.0553,0.0057
3.1,0.0626,0.0169,9.7851,0.4249,0.6965,-0.9183
3.12,0.0119,-0.0475,9.8062,0.8805,0.8991,-0.1728
3.14,-0.0014,0.0285,9.8554,0.7576,1.3855,0.3248
3.16,-0.0208,0.023,9.7815,0.3809,-0.3632,-0.4712
3.18,0.028,-0.045,9.8114,0.6709,1.2626,-0.3537
3.2,-0.0306,0.0689,9.7534,-0.1411,-0.2698,-0.0089
3.22,-0.054,0.094,9.8527,-0.4475,0.3824,-0.3067
