time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,0.0359,-0.0036,-0.0192,-0.1656,0.4334,-0.2339
0.02,0.0468,-0.0137,-0.045,0.9176,0.1251,0.2431
0.04,0.0114,-0.0121,-0.0452,0.3886,0.5687,0.3457
0.06,0.0076,-0.0455,-0.0257,0.4139,0.17,-0.2881
0.08,-0.009,-0.0304,0.0051,0.0773,0.2829,0.1613
0.1,-0.0048,-0.001,0.0023,0.2294,0.5263,-0.1217
0.12,-0.0437,-0.0094,0.0674,0.0222,-0.5617,0.1039
0.14,-0.0407,0.0186,0.0202,-0.2093,0.1528,-0.1094
0.16,0.0176,-0.0009,0.0344,-0.071,-0.0892,-0.2345
0.18,-0.004,-0.0334,0.0149,0.2419,0.1042,-0.372
0.2,-0.0254,0.0095,-0.0923,-0.5,0.3853,0.2387
0.22,0.0166,-0.0736,0.0084,-0.204,-0.13,-0.4888
0.24,-0.0653,0.0134,-0.0284,0.0809,0.0486,-0.452
0.26,0.0211,0.013,-0.1058,-0.255,0.4581,-0.64
0.28,-0.0498,-0.0236,0.0652,0.1223,0.3175,-0.305
0.3,0.0154,-0.0035,0.0045,-0.1984,-0.102,-0.3903
0.32,-0.0022,0.0022,-0.0318,-0.021,-0.4543,0.2047
0.34,0.0204,0.0217,-0.0426,-0.1697,-0.1594,-0.1449
0.36,-0.0217,-0.0519,-0.0166,0.6353,-0.0298,-0.497
0.38,-0.004,-0.0323,0.0015,-0.3425,0.4323,-0.3866
0.4,0.0082,0.0084,0.0297,-0.1485,-0.0745,0.0586
0.42,0.0101,-0.0476,0.0145,0.4376,-0.0071,-0.6201
0.44,-0.023,-0.0463,0.0233,0.2267,-0.4488,-0.5617
0.46,0.0192,-0.023,-0.0188,-0.0111,0.0333,-0.2295
0.48,0.0031,0.0326,-0.0237,0.1361,-0.152,-0.6207
0.5,0.0023,0.0001,0.0043,0.3979,-0.6287,-0.5576
0.52,0.035,-0.0484,-0.0191,-0.207,-0.0558,0.3296
0.54,0.0298,-0.0214,0.0235,-0.1888,0.5926,0.4922
0.56,-0.0315,0.0098,0.0312,-0.4363,0.2828,0.3226
0.58,0.0183,-0.0091,0.0076,0.5101,0.4606,-0.8335
0.6,0.0193,0.0158,0.06,-0.1891,0.0013,0.395
0.62,0.015,-0.0083,-0.0274,-0.1725,-0.3305,-0.3376
0.64,-0.0076,-0.0034,0.0238,-0.4326,-0.2855,-0.1394
0.66,-0.0217,-0.0009,-0.0284,-0.0099,-0.1264,-0.2368
0.68,-0.0225,-0.0386,0.041,0.1494,-0.2039,0.5205
0.7,0.0375,-0.0021,-0.0995,0.0526,0.2452,0.9681
0.72,-0.0065,-0.0093,-0.0174,-0.3098,0.1285,-0.0353
0.74,0.0313,-0.0169,0.0204,0.4116,-0.0136,-0.0169
0.76,-0.0175,-0.0009,-0.0196,-0.0856,0.1536,0.4475
0.78,-0.0018,0.0037,0.0338,-0.1742,-0.2329,-0.1435
0.8,0.0216,-0.0064,0.0064,-0.4817,0.0824,0.5039
0.82,0.056,-0.0136,-0.0162,-0.2737,0.1115,0.3131
0.84,-0.0145,0.0343,-0.0098,0.1318,-0.125,-0.122
0.86,-0.0069,-0.0046,0.0134,0.1207,-0.0388,0.3446
0.88,-0.0116,0.0428,-0.005,0.0686,0.0123,0.2816
0.9,-0.026,0.0284,0.0117,-0.0073,0.0816,-0.0093
0.92,-0.0239,0.0149,0.0372,0.1394,-0.2563,0.6573
0.94,0.0086,-0.031,0.0219,-0.512,0.1357,0.114
0.96,-0.018,-0.006,-0.0092,-0.1133,-0.2263,-0.2563
0.98,-0.0048,-0.0436,0.0195,-0.2221,-0.2826,0.1169
1.0,0.0126,-0.0085,0.0654,0.6705,-0.2597,-0.3532
1.02,-0.016,-0.0176,-0.0119,0.2998,-0.0768,-0.2133
1.04,0.0192,0.0005,-0.0499,0.4,-0.1448,0.2278
1.06,0.018,0.0182,-0.0116,-0.3052,-0.3468,0.0006
1.08,-0.0437,-0.0109,-0.0268,0.4935,0.0183,0.1618
1.1,-0.0617,0.0392,-0.048,-0.1881,-0.0451,0.5569
1.12,0.0295,0.0067,-0.0256,-0.526,-0.2365,0.1711
1.14,-0.0246,-0.0392,0.0636,0.5927,0.297,-0.2464
1.16,0.0154,0.0348,0.0304,0.3123,-0.1918,0.193
1.18,0.0116,0.0017,0.0016,-0.0816,-0.4148,-0.5232
1.2,0.0395,0.0059,0.058,-0.1228,0.0475,0.0899
1.22,-0.0148,-0.0086,-0.0038,0.0726,-0.314,0.1326
1.24,0.0064,0.0106,0.0065,0.1071,-0.2705,-0.3677
1.26,0.0014,-0.0461,-0.0483,-0.2241,0.2617,-0.4177
1.28,0.0308,0.047,0.0114,-0.4024,0.4445,0.3795
1.3,0.0046,0.0282,0.0483,0.5679,0.098,0.0266
1.32,-0.0484,-0.0189,-0.058,-0.0299,-0.2284,0.0831
1.34,-0.008,0.0024,-0.0115,0.3744,-0.374,0.0212
1.36,0.0338,-0.0283,0.072,-0.443,0.1819,0.0749
1.38,0.0199,0.0309,0.0322,-0.4351,0.1202,0.0197
1.4,0.0261,-0.0005,-0.0117,-0.046,-0.0795,0.3008
1.42,-0.0258,0.0144,-0.0295,0.4405,-0.04,0.3048
1.44,0.0145,-0.0215,-0.0028,-0.0556,-0.506,0.2515
1.46,-0.0014,0.0145,-0.062,-0.4808,0.1872,-0.0008
1.48,-0.0266,0.0067,-0.0297,0.0486,-0.6522,0.0212
1.5,-0.0018,0.0269,0.023,-0.4318,-0.0371,0.2599
1.52,-0.0423,0.0086,0.0403,0.1044,0.2596,0.3231
1.54,-0.0275,-0.0,0.0442,-0.1789,0.2049,0.3018
1.56,0.0038,-0.013,0.0065,-0.1617,-0.3889,0.2786
1.58,-0.0111,-0.0405,-0.0019,0.3215,0.1981,0.0016
1.6,-0.036,0.0017,0.0097,-0.028,-0.362,0.3104
