time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,-0.0355,-0.017,9.7934,-0.2871,0.3204,0.3598
0.02,0.0208,0.0085,9.834,0.6539,-0.1191,-0.7496
0.04,-0.0342,-0.03,9.811,-0.825,0.3097,0.0163
0.06,-0.0266,-0.0273,9.8047,0.2489,-0.3377,-0.2313
0.08,0.009,0.0193,9.8064,0.0428,-0.1938,-0.2347
0.1,-0.0338,-0.038,9.7789,-0.4737,1.2023,-0.0684
0.12,0.0395,-0.0765,9.8238,-0.2514,-0.6319,-0.6859
0.14,0.0063,-0.0524,9.7968,0.3277,0.5546,0.1957
0.16,-0.0442,-0.0165,9.7967,1.0711,-0.6798,-0.2501
0.18,0.0281,0.0231,9.8657,-0.3134,0.1243,-0.5073
0.2,0.0052,-0.0096,9.8251,-0.1681,-0.7822,0.0072
0.22,-0.0026,-0.0034,9.8087,0.1846,0.2988,0.5309
0.24,0.0274,-0.0465,9.8192,0.7244,-0.1539,0.6345
0.26,-0.0118,0.0239,9.8116,1.321,0.6103,-0.0523
0.28,0.0176,-0.0163,9.8065,0.4217,-0.4477,0.3569
0.3,0.0278,0.002,9.8103,0.1419,-0.0448,-0.0614
0.32,0.0147,-0.0679,9.8255,-0.441,0.1049,0.4265
0.34,0.0228,-0.0337,9.8253,0.0539,-0.2848,0.8476
0.36,0.0271,-0.0202,9.8361,-0.2461,0.8979,0.1397
0.38,0.0234,-0.0336,9.8059,0.7364,0.1008,-0.0574
0.4,0.0098,0.0245,9.8263,0.0666,-0.1635,0.0376
0.42,0.0579,-0.0247,9.8141,-0.6443,-0.4061,-0.4593
0.44,0.0028,0.0035,9.8137,-0.6182,0.9107,0.323
0.46,0.0164,-0.0193,9.8066,0.8273,-0.7117,0.6345
0.48,0.0223,-0.0092,9.7787,0.5523,0.9064,-0.098
0.5,0.0469,-0.0282,9.8137,0.1405,0.3582,0.2656
0.52,0.0527,-0.0143,9.793,-0.2959,0.2445,0.2129
0.54,-0.0251,0.019,9.8124,0.3944,-0.0079,0.6563
0.56,-0.0057,-0.011,9.7748,0.1077,0.8747,0.3451
0.58,-0.0086,-0.0348,9.837,-0.1493,0.2386,-0.6509
0.6,-0.004,-0.0519,9.8268,-0.0248,0.3122,0.1809
0.62,0.0431,0.018,9.8011,-0.0523,-0.2251,-0.1837
0.64,0.0472,0.0351,9.7982,-0.0981,0.2992,0.4304
0.66,0.0246,0.0275,9.8191,0.6127,-0.2909,0.3607
0.68,-0.0142,0.0383,9.8225,-0.3319,0.2485,0.6876
0.7,0.007,-0.0196,9.8259,-0.2383,-0.4667,0.4596
0.72,-0.0624,0.0017,9.8238,-1.3942,0.5135,0.2196
0.74,0.09,0.005,9.8137,-0.2279,-0.3402,-0.5097
0.76,-0.0215,-0.0046,9.7534,0.1252,0.1613,0.7329
0.78,-0.0187,-0.0438,9.814,-0.4568,-0.3302,-0.3498
0.8,0.0585,-0.0463,9.7892,0.3714,0.3291,0.106
0.82,-0.0148,0.0536,9.815,0.2492,0.5122,0.232
0.84,0.0391,-0.0011,9.7996,-0.0094,0.0917,-0.5148
0.86,0.019,-0.0308,9.8238,0.2584,-0.657,0.0365
0.88,0.0287,0.0111,9.8291,0.0471,1.1275,0.1233
0.9,0.0415,0.0076,9.8407,-0.9063,-0.7649,0.5983
0.92,0.0516,0.036,9.8429,0.6927,0.4244,0.5223
0.94,0.0303,0.0021,9.8108,0.2454,1.4299,-0.0502
0.96,-0.02,-0.0068,9.8189,-0.0013,-1.2004,0.9666
0.98,0.0481,0.0486,9.7766,-0.2853,-0.4073,0.0635
1.0,-0.0009,-0.0211,9.8366,-0.5581,-0.9903,0.2971
1.02,0.0224,0.0014,9.8045,-0.727,0.1443,-0.1384
1.04,0.0282,0.0482,9.775,-0.5326,0.1301,-0.4376
1.06,0.0557,0.0165,9.7851,0.0377,-0.2904,0.1341
1.08,0.0161,-0.0245,9.8125,-0.0378,-0.3441,0.1914
1.1,-0.0132,-0.007,9.8061,-0.2828,0.8761,0.1026
1.12,0.0783,-0.0016,9.849,-0.0038,0.2362,-0.0237
1.14,0.0325,0.0038,9.8279,-0.1823,0.7821,0.1027
1.16,0.0514,-0.041,9.8374,0.364,-1.2093,0.1478
1.18,-0.0087,-0.0048,9.8398,0.3248,1.1048,-0.7929
1.2,-0.0545,-0.0187,9.8206,-0.0188,-0.2052,-0.9099
1.22,-0.0207,-0.0263,9.8127,-0.754,-0.3025,-0.2434
1.24,0.0096,0.0208,9.8502,0.8928,-0.1255,0.4935
1.26,0.0035,-0.0161,9.838,0.2835,0.4268,0.5007
1.28,0.0075,-0.0136,9.8222,-0.5551,0.2396,0.0292
1.3,0.0195,-0.008,9.8147,-0.3454,-0.2289,0.2569
1.32,0.0204,-0.0429,9.8044,0.4917,0.2254,-0.0976
1.34,0.005,0.0125,9.8029,0.4325,0.096,0.1021
