time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,-0.0271,0.0188,9.8291,0.7997,-0.9236,-0.4278
0.02,0.0394,-0.0177,9.8381,1.159,-0.765,0.346
0.04,0.0022,-0.0152,9.774,-0.1254,-0.5709,-0.0567
0.06,0.021,0.0277,9.7666,-0.2459,0.6533,0.2489
0.08,0.0236,0.0132,9.7831,0.3296,0.0378,-0.437
0.1,0.0096,-0.0137,9.7966,-0.0737,-0.0381,-0.2538
0.12,-0.0603,-0.0002,9.7987,0.1535,-0.9982,0.0075
0.14,0.0187,-0.0341,9.8126,0.0287,0.047,-0.1029
0.16,-0.0215,0.0022,9.8002,0.7057,0.2066,0.316
0.18,0.0359,0.0376,9.8134,0.3895,0.3941,-0.5599
0.2,0.0604,-0.0345,9.7941,-0.067,-0.9759,0.5929
0.22,-0.0454,-0.0158,9.7719,-0.1804,-0.3675,-0.2611
0.24,-0.0052,-0.0223,9.8037,-0.3058,-0.6889,0.5086
0.26,0.0337,-0.0149,9.8275,-0.1858,0.3477,0.3691
0.28,-0.0404,-0.0013,9.8195,0.0364,-0.2068,0.2734
0.3,0.0043,0.0456,9.81,-1.1701,-0.1364,-0.7415
0.32,0.0454,0.0139,9.8203,-0.3671,-0.2065,0.8678
0.34,0.0008,0.0093,9.8498,0.2446,0.3013,0.6808
0.36,-0.0051,0.0186,9.7763,-0.3697,0.2767,0.1263
0.38,0.0533,-0.0145,9.8044,0.2932,-0.7948,-0.4172
0.4,0.0042,-0.0186,9.8332,-1.131,0.3242,0.3061
0.42,-0.0337,0.0496,9.7744,-0.0318,-0.3017,0.0303
0.44,0.0086,0.0254,9.7755,-0.0888,-0.0993,-0.371
0.46,0.0037,-0.025,9.7409,-0.1492,0.2476,-0.1334
0.48,0.037,-0.0127,9.8417,-0.0372,0.7805,0.7032
0.5,-0.007,-0.001,9.7988,-0.2929,0.3948,0.3029
0.52,0.0037,0.0094,9.8057,0.0768,0.4198,0.174
0.54,-0.0127,0.0,9.7936,0.4807,0.1018,0.4536
0.56,0.0452,0.0426,9.7919,-0.3018,0.193,-0.3065
0.58,-0.0164,-0.0362,9.8327,-0.2187,-0.4566,0.6619
0.6,0.0053,-0.0196,9.8098,0.0093,-0.2181,-0.5972
0.62,0.0341,-0.0293,9.7912,0.5205,-0.6746,0.0137
0.64,0.0309,0.0289,9.8036,-0.1051,-0.8481,-0.2123
0.66,0.0289,-0.009,9.8104,0.7742,0.5064,0.4423
0.68,0.0309,0.0529,9.8155,-0.0782,0.0457,0.0409
0.7,-0.0023,0.0111,9.8092,-0.6518,0.54,0.312
0.72,-0.0214,-0.0242,9.8153,-0.3255,-0.247,-0.3088
0.74,-0.0189,0.0125,9.8269,-0.1061,0.4022,-0.3301
0.76,-0.0116,-0.0038,9.7599,-0.1122,-0.2382,0.6671
0.78,0.045,-0.0013,9.8117,0.3068,-0.1666,0.6279
0.8,0.065,0.0015,9.801,0.3061,1.0063,0.028
0.82,0.0388,-0.0403,9.8255,0.0733,-0.6273,-0.3536
0.84,0.044,-0.0296,9.812,0.129,0.4491,-0.5992
0.86,0.0761,0.0373,9.8501,0.7258,-0.4229,0.5581
0.88,-0.0116,0.0324,9.8426,-0.7141,-0.6326,-0.0659
0.9,0.0383,-0.0121,9.8105,-0.4778,0.6302,-0.2117
0.92,0.0232,-0.0016,9.84,-0.4329,0.3651,0.7967
0.94,0.0532,0.0489,9.8069,0.4685,-0.6545,-0.5573
0.96,0.0648,0.0133,9.8198,-1.0069,0.1272,0.8335
0.98,0.0539,0.0117,9.8347,-0.2593,-0.0308,0.0572
1.0,0.0041,0.0078,9.7855,-0.5445,0.0521,0.2527
