time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,-0.0252,-0.0033,9.83,-0.2454,-2.1127,-0.9354
0.02,0.0576,0.0534,9.7527,-0.7822,-0.7959,-0.3044
0.04,0.0512,-0.0352,9.7767,1.594,-0.4185,0.9101
0.06,-0.0075,-0.0537,9.8116,-2.5235,-0.8566,0.55
0.08,-0.015,0.0129,9.777,0.3758,0.5141,0.3897
0.1,-0.0401,0.0784,9.8381,-0.8816,-0.2144,0.0473
0.12,-0.0773,-0.0865,9.8294,1.2756,1.1724,0.521
0.14,-0.0309,-0.0468,9.7781,0.5147,-0.3608,-0.3633
0.16,0.0454,0.0647,9.783,-0.1008,-0.9501,-0.2029
0.18,-0.0012,-0.0134,9.8056,-0.46,-1.7394,0.0202
0.2,0.0248,0.0313,9.8157,0.9582,-0.2483,-1.5313
0.22,-0.0545,-0.0414,9.817,-0.176,-1.5158,0.8322
0.24,-0.0059,-0.0622,9.7691,-1.1614,-0.0878,-0.1587
0.26,-0.0794,-0.0228,9.7344,-1.2253,-1.0011,-0.4167
0.28,-0.0823,-0.0635,9.8074,-1.0186,-1.2521,0.3538
0.3,-0.0416,-0.0718,9.8629,0.4341,1.2231,0.2805
0.32,-0.0177,-0.0102,9.8008,-0.0596,0.5418,-0.3695
0.34,-0.0573,-0.007,9.8618,0.0111,0.1953,-0.645
0.36,-0.0142,0.0568,9.8563,0.706,0.5174,-0.3406
0.38,0.0499,-0.0375,9.7892,-0.8005,-0.3204,0.7218
0.4,-0.0444,0.0373,9.846,0.055,-1.6051,-0.4673
0.42,0.0462,0.0089,9.8188,-0.2479,0.5055,0.4324
0.44,-0.0237,0.0517,9.8682,-1.4995,0.1785,2.6499
0.46,-0.0546,0.0612,9.8671,1.342,2.3087,0.4515
0.48,0.0421,-0.0155,9.8803,-1.4899,0.8324,-0.4358
0.5,0.0579,0.0161,9.7983,0.398,-0.7115,-0.9043
0.52,-0.0449,0.0224,9.83,-2.3048,1.6505,2.4153
0.54,-0.0343,-0.0136,9.8508,0.37,0.3615,0.0288
0.56,0.1121,-0.0537,9.8147,0.344,-0.1733,0.6041
0.58,-0.0399,0.0233,9.8231,-0.5096,-1.7871,-0.3082
0.6,-0.0139,0.1157,9.7584,-0.0425,-0.0357,2.2216
0.62,-0.0246,-0.0538,9.8333,-1.0569,0.6192,0.6356
0.64,-0.0015,0.0545,9.7873,1.3547,0.0591,-1.0315
0.66,0.0067,0.0181,9.824,-0.7658,0.1536,-0.8621
0.68,0.0836,0.0528,9.7438,0.611,1.185,2.4722
0.7,-0.0198,0.0056,9.7675,1.457,1.071,-0.2242
0.72,-0.0147,-0.064,9.7964,0.9436,-0.5177,-1.3082
0.74,0.0092,0.0117,9.7511,-0.1105,0.3683,-1.9954
0.76,0.0502,-0.0058,9.8377,2.6065,-0.9529,-2.4047
0.78,-0.0946,-0.0029,9.8541,0.9311,-0.211,-0.4005
0.8,-0.0597,-0.0643,9.8429,1.1927,0.4875,-0.2428
0.82,0.0302,-0.0445,9.8155,1.3861,-1.769,0.9774
0.84,-0.0007,0.0623,9.7923,1.1215,0.6205,-0.7323
0.86,0.0252,0.068,9.7437,-0.1293,-1.0662,-1.2072
0.88,-0.0578,0.0248,9.8597,-1.3515,0.5224,-0.3041
0.9,-0.0697,0.0272,9.7508,0.8134,0.6998,0.3444
0.92,0.0195,0.0183,9.8257,-0.1673,-1.4036,0.4177
0.94,-0.0294,-0.0285,9.8523,-0.9269,-0.721,-0.493
0.96,0.0001,-0.0445,9.8569,0.4331,0.1843,0.3051
0.98,0.039,0.0774,9.7772,-0.3488,-0.464,-0.9869
1.0,-0.0031,-0.0271,9.7976,0.1137,-0.6631,0.702
1.02,0.0334,0.0217,9.8357,0.6303,0.6363,0.924
1.04,-0.0017,0.0106,9.8109,-0.4791,0.664,0.44
1.06,-0.0716,-0.0642,9.8144,-0.9084,1.0226,-0.4191
1.08,-0.0897,0.0661,9.7857,0.7127,-1.0441,-0.7094
1.1,0.0274,-0.0746,9.8406,1.1443,-0.8318,-0.4975
1.12,0.0853,0.0263,9.7641,-0.015,1.367,-1.8878
1.14,0.0461,0.0066,9.8649,-0.327,2.0675,-0.4955
1.16,0.0513,0.0359,9.7459,0.3886,-0.6923,1.1245
1.18,0.1586,-0.0129,9.8178,2.8548,-0.3287,-0.6709
1.2,0.172,-0.0331,9.7385,-0.4868,-0.9676,-1.7566
1.22,0.1855,-0.0532,9.692,4.8967,0.6188,0.892
1.24,0.1988,-0.0733,9.7035,3.4938,-0.3507,-1.0792
1.26,0.2122,-0.0933,9.6149,4.5585,-3.9593,4.0611
1.28,0.2254,-0.1131,9.7977,6.9572,-3.7742,0.7702
1.3,0.2386,-0.1329,9.5039,4.8396,-5.9862,2.2988
1.32,0.2517,-0.1525,9.4986,7.4203,-3.6891,1.0519
1.34,0.2646,-0.1719,9.4879,9.7573,-3.3356,1.8863
1.36,0.2775,-0.1912,9.4571,2.3562,-3.3164,0.3424
1.38,0.2901,-0.2102,9.3308,10.2476,-6.01,1.2502
1.4,0.3027,-0.229,9.3465,10.3294,-5.8153,1.1683
1.42,0.315,-0.2475,9.3679,11.4859,-6.6585,0.9353
1.44,0.3272,-0.2658,9.2647,10.3897,-8.7094,3.0095
1.46,0.3391,-0.2837,9.1955,11.2381,-6.838,2.8343
1.48,0.3509,-0.3013,9.2552,12.6917,-9.1114,3.2133
1.5,0.3624,-0.3186,9.2414,13.5803,-8.3789,4.9467
1.52,0.3737,-0.3355,9.2068,15.5394,-6.6624,6.3754
1.54,0.3847,-0.3521,9.1306,16.746,-6.5407,3.4811
1.56,0.3955,-0.3682,9.1013,8.568,-9.5004,5.5067
1.58,0.406,-0.3839,9.0251,17.2035,-9.8571,6.6186
