time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,-0.1108,0.4854,9.783,-0.5764,8.4029,4.6182
0.02,-0.0506,0.7016,9.972,5.8965,6.5123,4.4293
0.04,0.0681,0.5327,9.9095,3.2045,9.1386,2.5875
0.06,0.1227,0.634,10.0151,8.3187,8.4145,4.5699
0.08,0.177,0.6202,10.0782,4.5941,7.6314,2.7488
0.1,0.1129,0.6851,10.2345,9.9934,8.5805,2.6276
0.12,0.1035,0.7086,10.2603,6.5095,8.5848,2.2696
0.14,0.2187,0.5927,10.2663,9.8732,8.2487,4.1762
0.16,0.1501,0.8211,10.3525,8.912,6.6193,0.4203
0.18,0.1787,0.6806,10.3637,12.7083,10.67,3.9815
0.2,0.2549,0.7541,10.3412,11.713,5.3153,0.517
0.22,0.2083,0.7396,10.3604,7.8251,8.1718,-3.8787
0.24,0.1116,0.6727,10.2647,7.5179,3.5146,-1.4695
0.26,0.1846,0.6344,10.2679,7.7248,6.3751,-6.1481
0.28,0.0823,0.5579,10.3396,9.7967,8.2229,0.4095
0.3,0.1792,0.5835,10.2423,11.0189,8.8008,-3.0456
0.32,0.068,0.5839,10.0989,9.3559,10.6721,-0.6186
0.34,0.0989,0.5901,10.1508,6.2659,8.2565,-3.7731
0.36,0.1483,0.5583,9.9695,3.7147,9.3834,-5.9936
0.38,-0.0822,0.4445,10.0641,5.8021,11.9914,-3.3954
0.4,0.0049,0.5549,9.845,0.0223,6.9157,-4.7424
0.42,0.0341,0.4815,9.9229,2.7614,9.4083,-1.666
0.44,0.0747,0.5829,9.8502,0.6795,10.0307,-4.7366
0.46,-0.0201,0.5184,10.0406,0.2812,9.4296,-3.3814
0.48,0.0097,0.4874,10.0613,-8.9787,6.7553,-1.3266
0.5,-0.0443,0.5289,10.1135,-7.1383,7.476,-3.2774
0.52,-0.0859,0.3112,10.2544,-7.272,10.7056,-3.7411
0.54,-0.1785,0.4206,10.2953,-12.6355,12.6081,-2.5834
0.56,-0.2091,0.4882,10.2673,-12.1465,9.1157,-0.9231
0.58,-0.147,0.4634,10.2876,-10.4527,8.7889,-1.7219
0.6,-0.2697,0.3367,10.4374,-7.5225,5.1888,-0.5887
0.62,-0.281,0.5136,10.4804,-14.848,9.4239,-0.808
0.64,-0.3386,0.4484,10.3852,-13.1047,9.7713,0.3893
0.66,-0.3095,0.4049,10.3634,-10.0421,8.2525,1.0217
0.68,-0.1853,0.3802,10.3898,-12.8955,8.817,1.6328
0.7,-0.2625,0.5635,10.3031,-13.6276,6.5897,1.9671
0.72,-0.1231,0.5782,10.3009,-5.0411,8.4108,4.2766
0.74,-0.0186,0.4756,10.2064,-6.4309,7.9857,2.5721
0.76,-0.097,0.5605,10.0815,-2.4095,5.5967,5.4671
0.78,-0.0075,0.3839,9.9605,-7.3086,4.7372,3.6105
0.8,-0.0253,0.5403,9.9176,-5.4262,4.7804,4.2609
0.82,-0.0408,0.5634,9.7734,-4.824,9.4531,2.7541
0.84,-0.0741,0.5264,9.9424,0.6672,6.4579,4.2274
