time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,-0.0265,-0.0111,0.0528,-0.1131,-0.159,0.1897
0.02,0.0234,0.0052,-0.0498,-0.1747,-0.3121,0.3946
0.04,0.0007,0.0535,-0.0007,0.0069,-0.2966,-0.158
0.06,0.0057,0.0206,0.0332,-0.0325,0.1503,-0.3927
0.08,-0.019,-0.0085,0.0675,-0.0647,-0.3177,-0.3695
0.1,0.0146,0.0239,0.1174,-0.7311,-0.0175,-0.2694
0.12,0.0125,-0.0145,0.0511,0.211,0.0369,-0.4867
0.14,-0.0326,0.036,0.0134,-0.2736,-0.2977,0.12
0.16,0.0381,0.0171,-0.0353,0.1461,-0.3033,-0.4721
0.18,0.0048,0.0295,-0.0403,-0.008,-0.155,0.2041
0.2,-0.0231,-0.0371,0.0078,0.1455,-0.0946,0.2407
0.22,0.0174,0.0278,-0.0716,-0.4051,-0.2385,0.0675
0.24,-0.0022,0.0091,-0.0072,0.4794,0.0976,0.1347
0.26,0.0102,0.0118,-0.0156,0.3749,-0.1771,-0.189
0.28,-0.0168,0.0356,0.003,-0.3711,0.0877,0.0594
0.3,-0.0018,-0.0365,-0.0489,-0.2406,0.1958,0.1333
0.32,0.0089,-0.0038,-0.0518,0.6489,0.2449,-0.2705
0.34,-0.0163,0.0067,-0.0415,-0.1206,-0.1169,-0.2133
0.36,0.0143,-0.0496,0.0083,-0.0335,-0.1248,0.0824
0.38,-0.0365,-0.022,-0.0029,-0.0812,0.275,0.064
0.4,-0.0125,-0.0284,-0.0466,0.2697,-0.1212,0.1294
0.42,0.0778,-0.007,-0.0474,0.0485,-0.1044,-0.2605
0.44,0.0275,0.0027,0.051,-0.5703,0.422,0.2969
0.46,-0.0338,0.0129,0.0263,0.5129,-0.1055,0.4652
0.48,-0.0315,0.0085,-0.0564,-0.1809,0.0836,0.4002
0.5,-0.016,0.0203,-0.0403,-0.1579,-0.5908,0.0438
0.52,-0.0146,-0.0123,-0.0132,0.1765,-0.0215,-0.0534
0.54,0.0083,-0.0179,0.0055,0.3676,-0.1958,0.0444
0.56,-0.0148,0.0026,-0.0401,0.1887,0.2203,-0.105
0.58,-0.0014,0.0211,0.1022,0.0759,-0.5259,0.212
0.6,0.0487,-0.0258,-0.0885,-0.5534,-0.3954,0.1797
0.62,0.0084,-0.0247,0.0367,0.1889,-0.3912,0.5955
0.64,-0.0292,0.0024,0.0142,0.1118,0.2533,-0.1942
0.66,0.0012,0.0347,-0.0464,0.3648,0.7544,-0.1366
0.68,-0.0164,-0.0039,-0.0165,-0.3147,-0.0687,-0.4914
0.7,-0.0194,-0.0149,0.0402,0.0168,-0.2898,0.805
0.72,0.0082,-0.0116,0.0004,-0.3056,-0.0818,0.1095
0.74,-0.0562,-0.0168,-0.0214,-0.0505,0.1167,0.1394
0.76,0.0044,0.0085,-0.028,-0.2553,-0.0594,-0.0368
0.78,-0.0096,-0.0411,0.0357,-0.089,0.258,-0.0961
0.8,0.0278,0.0216,0.0667,-0.1456,-0.2504,-0.4527
0.82,-0.0155,-0.0061,0.0383,0.3672,0.1869,-0.0474
0.84,0.0217,-0.0275,0.0781,-0.1877,0.2464,0.1191
0.86,0.0581,-0.0038,0.0698,0.4084,0.0623,0.1234
0.88,0.0312,0.0077,0.0235,0.4187,-0.0627,0.1004
0.9,0.0081,-0.0095,-0.0285,-0.2678,-0.0716,-0.0518
0.92,-0.0024,-0.0072,0.0257,-0.1011,0.0682,0.0107
0.94,0.0095,0.0072,-0.0284,-0.2407,-0.1972,0.3099
0.96,-0.0114,0.0084,-0.1204,0.3013,-0.2937,0.0151
