time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,0.0294,0.013,0.0156,-0.362,0.2534,0.4336
0.02,-0.0128,-0.0069,0.0108,-0.1706,0.6224,-0.1673
0.04,0.0395,0.0192,0.02,0.3247,0.2877,-0.3498
0.06,0.0311,0.0369,0.0352,-0.2706,0.4015,0.378
0.08,-0.023,0.0132,-0.0062,0.079,-0.0482,0.0908
0.1,-0.0062,-0.0733,0.0438,0.3764,-0.1761,-0.1282
0.12,-0.0149,-0.0109,0.0019,0.7741,0.0007,-0.2861
0.14,-0.0008,-0.0152,-0.0002,0.302,0.4663,0.6587
0.16,-0.0275,-0.0111,-0.0025,0.0915,0.6239,-0.3818
0.18,0.047,-0.0091,-0.0397,0.0341,-0.0175,0.4036
0.2,-0.0121,-0.0079,-0.0079,-0.5015,-0.0047,-0.0588
0.22,0.0009,0.0057,-0.026,0.1222,0.3151,0.2171
0.24,-0.0263,-0.039,-0.0104,-0.0502,-0.0257,0.0552
0.26,0.0413,-0.0067,-0.0084,0.443,0.2702,-0.3487
0.28,-0.003,0.0051,-0.0203,0.3514,0.2855,-0.1779
0.3,0.0042,0.0077,0.0289,0.0735,-0.0176,0.3907
0.32,0.0014,0.0118,0.0186,0.0675,0.5468,-0.2179
0.34,0.0167,0.001,-0.0016,0.3003,-0.1521,-0.3211
0.36,-0.0103,0.0599,-0.0476,0.2729,-0.2042,0.017
0.38,-0.0055,0.0194,-0.0281,0.202,0.1616,0.005
0.4,-0.0318,0.025,0.0086,-0.5821,0.0653,-0.2253
0.42,0.0191,0.0256,-0.0252,-0.0527,-0.2052,-0.0217
0.44,-0.015,-0.018,0.0443,-0.4138,-0.1732,-0.3586
0.46,-0.0043,0.0209,-0.0602,-0.2516,0.0427,0.0386
0.48,-0.0342,0.0262,-0.0513,0.7147,-0.3215,0.3277
0.5,-0.0291,0.0135,0.0885,-0.2289,0.1014,0.4823
0.52,-0.0227,0.0111,-0.0439,-0.0485,0.3358,0.459
0.54,-0.0178,-0.0062,0.0015,0.2958,-0.0455,0.4091
0.56,0.0218,-0.0207,0.001,-0.2115,0.1064,0.406
0.58,0.0184,-0.0025,-0.044,0.3661,0.2232,-0.2032
0.6,-0.0307,-0.0043,-0.0143,0.1562,0.1961,-0.5364
0.62,0.0151,-0.0142,0.0117,-0.0994,-0.0136,0.5463
0.64,-0.0398,0.0028,-0.0343,0.0743,-0.0284,-0.1994
0.66,0.0186,-0.02,-0.0313,0.0552,-0.3526,-0.219
0.68,-0.0231,-0.0119,-0.0531,-0.0865,-0.3505,0.3996
0.7,0.0224,-0.0033,-0.0434,0.0426,-0.103,-0.0848
0.72,0.0333,-0.0158,0.0044,-0.2255,-0.1124,0.1697
0.74,0.0249,-0.0188,0.0307,-0.3215,0.3207,-0.1698
0.76,-0.0005,-0.0208,0.0463,0.2854,0.2546,-0.0546
0.78,-0.0143,-0.0143,0.01,0.3316,-0.0406,-0.1734
0.8,0.0301,0.0231,-0.0254,-0.3012,-0.2842,-0.4589
0.82,-0.0116,-0.0236,0.0472,-0.1854,-0.2706,0.232
0.84,0.0108,0.0233,-0.0055,0.1068,0.3653,0.0746
0.86,-0.0416,0.0736,0.0362,-0.1556,0.1324,-0.0593
0.88,0.0136,0.0176,-0.0234,0.0254,0.1875,-0.3315
