time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,0.022,0.6253,9.8356,-0.5911,4.9582,4.5858
0.02,0.0629,0.5204,9.8412,-1.6235,10.0591,5.4414
0.04,0.0086,0.6452,9.9188,9.0292,11.2366,5.4344
0.06,-0.0034,0.7233,10.0376,5.5814,9.0495,3.6248
0.08,-0.012,0.6289,10.0529,5.0256,10.2776,5.741
0.1,0.1906,0.6921,10.1262,7.4803,12.1935,3.6167
0.12,0.0902,0.6801,10.1935,8.9322,8.8248,3.5882
0.14,0.1029,0.7542,10.1186,12.5663,6.6064,1.0001
0.16,0.1163,0.5799,10.3644,8.5416,9.0738,1.0894
0.18,0.3061,0.7228,10.3396,15.5234,11.2393,1.4741
0.2,0.1412,0.7869,10.4083,14.7258,7.9907,0.7869
0.22,0.1314,0.8782,10.2962,13.6519,7.4673,-1.8107
0.24,0.2581,0.6196,10.3997,10.6938,9.5524,-3.0494
0.26,0.1812,0.6807,10.3183,14.1822,9.1445,-2.9492
0.28,0.1878,0.7164,10.2245,14.3903,7.1057,-1.4399
0.3,0.1709,0.577,10.1501,10.1125,10.8705,-1.4083
0.32,0.0536,0.5478,10.1563,7.0615,6.7626,-2.6641
0.34,0.0473,0.5713,10.1001,7.0676,6.5504,-5.2896
0.36,0.0337,0.6489,9.9607,5.5497,7.1683,-2.5479
0.38,0.0342,0.6088,10.1539,4.9058,8.7974,-3.4264
0.4,-0.0634,0.4627,9.8924,-2.0334,8.9256,-2.9997
0.42,-0.0643,0.6072,9.8829,1.4794,8.7032,-7.523
0.44,0.0359,0.5546,10.0074,1.5819,7.6951,-2.1437
0.46,-0.0111,0.4552,9.9705,-5.2698,5.9629,-8.5609
0.48,-0.1672,0.5149,10.0688,-3.8747,9.1089,-4.5234
0.5,-0.1448,0.3821,10.0708,-2.657,6.9293,-3.8611
0.52,-0.1559,0.417,10.2032,-9.4587,8.0837,-2.818
0.54,-0.1845,0.2375,10.1855,-6.6594,4.7622,-4.255
0.56,-0.2033,0.2852,10.3711,-5.8205,8.3253,-2.8555
0.58,-0.4261,0.4431,10.288,-13.8518,7.4515,-3.6594
0.6,-0.2723,0.3355,10.3418,-12.141,11.408,-4.1433
0.62,-0.1341,0.3709,10.3112,-13.9765,5.4026,-0.8897
0.64,-0.1625,0.283,10.3248,-9.7327,7.6784,1.4638
0.66,-0.2446,0.4489,10.3077,-10.9314,7.5345,2.3473
0.68,-0.229,0.4662,10.3755,-12.405,5.7976,1.6793
0.7,-0.0953,0.3849,10.279,-12.1084,8.4645,3.9149
0.72,-0.1452,0.4203,10.0902,-9.6705,6.2074,3.084
0.74,-0.1275,0.5274,10.2315,-11.0443,9.0365,3.1511
0.76,-0.1213,0.4407,10.1799,-8.4037,10.7651,3.7419
0.78,-0.0299,0.4623,9.9806,-0.7874,7.5062,1.7073
0.8,-0.0392,0.7236,9.9409,-0.8262,8.671,3.7761
0.82,-0.049,0.4401,9.8441,0.0216,5.039,4.5445
0.84,0.0324,0.4957,9.7512,-3.4884,5.3981,2.3562
0.86,0.0205,0.6761,10.0536,0.9708,6.5277,4.0858
0.88,0.0743,0.6674,9.9645,6.5809,7.7102,4.5051
0.9,0.0434,0.6854,9.9214,10.2576,12.6851,2.4254
0.92,0.1085,0.7748,10.1399,5.212,8.0663,4.1576
0.94,0.1371,0.722,10.2546,12.448,12.2425,1.4236
0.96,0.0541,0.753,10.4119,11.8822,9.9747,-0.3327
0.98,0.247,0.6711,10.35,13.3039,8.8872,1.2025
1.0,0.2301,0.6773,10.325,11.3556,7.5998,1.6683
1.02,0.1331,0.7854,10.2674,10.7878,5.6098,0.7433
1.04,0.2894,0.6274,10.3188,13.2073,6.9714,-1.2969
1.06,0.1663,0.6077,10.3161,12.6033,8.7944,1.3331
1.08,0.2273,0.677,10.4094,13.5808,6.1563,2.603
1.1,0.2534,0.675,10.3439,8.7717,9.4942,-3.3776
1.12,0.2011,0.5439,10.2288,12.6892,5.9124,-1.6311
1.14,0.1266,0.7494,10.2854,9.9519,7.4465,-3.7167
1.16,0.085,0.6517,10.0896,12.3414,7.407,-2.2419
1.18,0.0435,0.6188,10.158,4.7149,9.9226,-6.5631
1.2,0.0523,0.5268,10.1022,8.2649,6.3789,-4.106
1.22,-0.0428,0.7,9.9132,5.3613,9.1035,-4.0547
1.24,-0.0058,0.5898,9.945,-0.202,8.7258,-1.2906
1.26,0.065,0.5837,9.7274,0.7989,11.1255,-2.0709
1.28,0.05,0.483,9.8582,-5.1707,9.889,-5.2818
1.3,-0.1141,0.5518,9.9603,-3.8079,7.5212,-1.6633
1.32,0.0038,0.529,10.2168,-7.323,8.1629,-4.694
1.34,-0.1915,0.3881,10.2183,-4.5444,4.0912,-1.6861
1.36,-0.1857,0.3862,10.2111,-13.1286,10.0124,-2.4346
1.38,-0.1681,0.3153,10.3127,-11.0383,9.7033,0.4996
1.4,-0.183,0.3472,10.2551,-10.0979,6.8349,-2.0545
1.42,-0.1863,0.5558,10.3249,-6.9991,6.6463,0.6792
1.44,-0.2741,0.3417,10.2871,-7.8147,4.9879,-1.224
1.46,-0.177,0.4824,10.3386,-16.6252,9.6577,-0.6578
1.48,-0.1659,0.3125,10.4239,-13.2915,9.1347,2.4664
1.5,-0.0998,0.3569,10.2815,-13.2256,4.2524,-2.6276
1.52,-0.2636,0.4634,10.3464,-10.5492,8.0503,2.0022
1.54,-0.1822,0.4675,10.3257,-8.2984,9.5963,2.9711
1.56,-0.0976,0.4694,10.1273,-10.1896,9.0621,2.8876
1.58,-0.0435,0.3202,10.0637,-6.6711,11.7386,1.1801
1.6,-0.0527,0.5382,10.1068,-8.3559,4.4372,3.8244
1.62,-0.0747,0.4236,9.906,1.0487,7.7986,4.5294
1.64,0.0537,0.4349,9.8847,-5.0112,13.8974,2.4235
1.66,-0.0986,0.4758,9.8178,-2.7169,8.5034,4.4054
1.68,0.0694,0.5071,9.9543,3.7845,7.5066,1.1319
1.7,0.0864,0.5616,9.9985,1.0387,5.1003,4.8258
1.72,0.0502,0.5757,10.0534,4.2562,9.9959,4.868
1.74,0.0872,0.651,10.0399,6.8922,7.5446,3.1449
1.76,0.0661,0.6456,10.1296,6.5778,7.2526,3.1363
1.78,0.1512,0.6315,10.3219,8.3561,7.4799,1.1802
1.8,0.1138,0.6567,10.3012,12.2089,9.5321,-0.5313
1.82,0.1421,0.7043,10.2598,15.264,10.5062,-0.8977
1.84,0.2143,0.6312,10.3372,11.1522,7.316,3.4162
1.86,0.1321,0.8315,10.2691,6.8034,4.6834,1.6657
1.88,0.2988,0.4909,10.3549,15.2195,10.1255,0.5705
1.9,0.1301,0.7052,10.3436,14.4299,11.727,-0.2122
1.92,0.284,0.6116,10.3303,13.6531,7.3386,0.6623
1.94,0.056,0.7014,10.4065,16.5533,8.7385,-1.004
1.96,0.1333,0.7362,10.2342,9.3619,7.6514,-2.9344
1.98,0.1608,0.5724,10.2189,6.6374,7.6464,-5.1111
2.0,0.1853,0.5318,10.1221,8.9662,6.2656,-3.1882
2.02,0.0304,0.6103,10.0562,4.4231,3.433,-0.5662
2.04,0.0796,0.6889,9.9809,-0.7309,5.3867,-2.1562
2.06,0.0865,0.5063,9.9738,3.6352,6.797,-6.3135
2.08,0.0583,0.557,9.7814,-1.179,6.8713,-2.7543
2.1,-0.1044,0.5914,9.8595,-4.1324,7.0078,0.6107
2.12,0.0024,0.4476,9.9595,-2.2828,8.388,-3.988
2.14,-0.135,0.4474,10.1059,-3.7925,7.0479,-2.1575
2.16,-0.0133,0.4473,10.2351,-6.6485,7.7415,-5.329
2.18,-0.1069,0.341,10.2187,-6.149,9.008,-3.2381
2.2,-0.1335,0.4525,10.3134,-7.8202,8.9415,-1.6252
2.22,-0.1373,0.363,10.1867,-10.4356,10.4279,-2.7328
2.24,-0.2296,0.4823,10.3096,-13.1007,8.1914,-0.0579
2.26,-0.1776,0.4795,10.3673,-15.7987,6.4023,-1.9019
2.28,-0.1675,0.4399,10.3866,-14.9473,7.5105,-1.0734
2.3,-0.2526,0.435,10.4405,-9.6875,7.9185,-0.4449
2.32,-0.2154,0.4704,10.4155,-9.4426,8.6006,0.4956
2.34,-0.1662,0.4399,10.2983,-10.7959,5.6542,-2.1095
2.36,-0.2396,0.3626,10.3411,-11.177,5.2152,0.4923
2.38,-0.111,0.4312,10.2129,-12.43,6.6227,4.2419
2.4,-0.144,0.4668,10.2406,-4.8017,11.5724,5.1887
2.42,-0.0831,0.5582,10.1388,-5.7539,10.3183,4.6648
2.44,0.0091,0.3416,10.0216,-5.0469,8.1059,5.9495
2.46,-0.0539,0.5892,9.9326,-1.938,5.545,3.5304
2.48,-0.0442,0.594,9.9518,-1.1482,5.6159,5.0874
2.5,0.0251,0.3576,9.892,0.8923,8.2337,4.5078
2.52,0.0013,0.6089,9.8665,-5.1821,11.8832,5.0269
2.54,0.0118,0.5294,9.8908,3.7637,6.4082,2.8437
2.56,0.066,0.8167,10.0081,4.0796,5.0668,2.2884
2.58,0.1795,0.511,10.1166,10.4851,9.8937,4.5646
2.6,0.2107,0.6734,10.1207,9.0057,5.4778,2.5081
2.62,0.0988,0.7519,10.2928,4.4789,8.7132,2.0165
2.64,0.171,0.691,10.2956,7.1151,9.629,4.5015
2.66,0.2163,0.6107,10.2153,10.3489,9.5284,1.1132
2.68,0.1669,0.6249,10.3493,8.7474,9.8868,0.6585
2.7,0.2387,0.6953,10.3227,10.7367,6.1489,-0.0391
2.72,0.0915,0.5946,10.323,12.0953,9.7542,-2.3837
2.74,0.2188,0.6063,10.3341,11.6483,5.8466,-4.6223
2.76,0.1766,0.7004,10.2958,9.9177,9.4255,-2.5741
2.78,0.1863,0.6621,10.3078,10.6779,9.4288,-5.1945
2.8,0.186,0.6415,10.2524,12.1513,9.3636,-2.6622
2.82,0.1088,0.4817,10.1677,5.8229,6.7877,-3.9546
2.84,0.2204,0.6937,10.109,10.5738,9.6326,-3.7895
2.86,0.0156,0.595,9.9893,5.4367,9.7505,-2.7738
2.88,0.1625,0.575,9.8189,7.5998,8.823,-2.9727
2.9,0.0181,0.6107,9.8407,5.3944,3.761,-6.0936
2.92,-0.006,0.4875,9.8225,0.2875,5.9919,-3.4339
2.94,0.054,0.4826,9.8788,0.6546,10.477,-2.5913
2.96,-0.1499,0.5163,10.039,-5.2458,8.2722,-0.1849
2.98,-0.166,0.4461,9.9602,-7.7673,8.7761,-3.3102
3.0,-0.1537,0.4669,10.083,-5.387,9.67,-1.8338
3.02,-0.0689,0.4359,10.1826,-13.3321,8.1524,-1.6622
3.04,-0.2787,0.4743,10.1535,-14.9769,12.5461,-3.653
3.06,-0.1677,0.3746,10.2469,-8.3429,9.5502,-1.9498
3.08,-0.2183,0.3763,10.348,-14.785,7.5108,-3.3762
3.1,-0.2243,0.4214,10.4324,-12.5687,7.2527,-1.0441
3.12,-0.162,0.2947,10.4284,-11.6108,8.7689,1.1221
3.14,-0.1529,0.2798,10.4187,-9.2977,6.0233,-0.4834
3.16,-0.1351,0.2894,10.3114,-12.8281,7.0183,-1.3381
3.18,-0.1622,0.4092,10.3173,-9.9131,7.3564,2.2082
3.2,-0.1782,0.4035,10.2071,-15.7899,6.6387,2.0799
3.22,-0.1205,0.3574,10.1699,-14.1132,7.2149,1.6054
3.24,-0.0211,0.5538,10.0878,-7.8159,8.4613,1.6526
3.26,-0.192,0.2971,10.0957,-3.0542,6.7889,3.0701
3.28,-0.1254,0.6395,9.9869,-2.8507,9.1616,4.6197
3.3,-0.097,0.646,10.0133,-3.4218,9.3889,4.6347
3.32,-0.0427,0.5036,9.8351,-0.331,5.5519,2.0635
3.34,0.047,0.4774,9.7046,2.7045,4.8252,0.6865
3.36,0.2017,0.6715,9.9298,2.556,8.5075,4.2042
3.38,0.1068,0.56,9.833,0.1894,7.0732,6.0498
3.4,0.107,0.6645,9.9751,6.7138,10.5113,1.9854
3.42,0.1125,0.555,10.0241,9.4583,8.8798,3.5097
3.44,0.2413,0.6812,10.1287,10.4933,7.0235,0.6899
3.46,0.1501,0.58,10.3353,11.2219,8.9797,0.4747
3.48,0.1648,0.6754,10.2584,9.7045,10.4912,3.7239
3.5,0.2189,0.7114,10.2554,12.4174,9.3186,1.2724
3.52,0.0494,0.7126,10.3882,11.1703,6.5514,-0.7671
3.54,0.2325,0.763,10.2706,16.8769,5.8211,4.3017
3.56,0.2084,0.726,10.2867,11.9756,9.5039,0.8592
3.58,0.1694,0.669,10.3297,10.2118,7.1472,-2.4081
3.6,0.2072,0.7871,10.3206,7.0311,8.9773,-0.8696
3.62,0.2218,0.6437,10.2322,9.7834,5.4902,-1.856
3.64,0.1889,0.6511,10.2512,7.803,7.4545,-3.7499
3.66,0.1331,0.6825,10.0884,6.0809,5.2053,-1.65
3.68,0.1691,0.7116,10.0438,4.0637,8.9946,-1.3412
3.7,0.0571,0.5952,9.9239,1.2032,8.972,-5.9955
3.72,-0.0097,0.7469,9.9307,1.6992,7.0198,-4.0459
3.74,0.0999,0.6787,9.7673,0.0901,6.2303,-1.5639
3.76,-0.0507,0.5683,9.8286,-2.6514,11.0595,-3.7847
3.78,-0.1286,0.6769,9.9907,-1.1097,7.0578,-3.8958
3.8,-0.1823,0.3939,10.1119,-4.327,7.5129,-3.0855
3.82,-0.1711,0.4447,10.1057,-6.6517,10.1773,-2.8176
3.84,-0.2434,0.477,10.2271,-7.042,8.4642,-4.6587
3.86,-0.2551,0.2934,10.2705,-9.2596,6.3178,-4.441
3.88,-0.1164,0.5247,10.2069,-8.462,9.4704,-2.0327
3.9,-0.2691,0.372,10.2569,-11.1838,10.5961,-3.0624
3.92,-0.1495,0.448,10.2927,-12.8275,10.27,-0.6247
3.94,-0.1506,0.5905,10.4565,-12.5276,7.0674,-3.4428
3.96,-0.0797,0.3854,10.3891,-11.0731,10.0987,0.796
3.98,-0.2301,0.4587,10.293,-11.6367,4.2999,2.1726
4.0,-0.1849,0.4996,10.3704,-8.5236,8.6669,2.6479
4.02,-0.256,0.4438,10.2174,-10.7141,11.8833,0.5019
4.04,-0.1724,0.3851,10.2241,-8.018,6.2802,2.5264
4.06,-0.098,0.4035,10.1529,-6.7231,11.8917,2.7495
4.08,0.0426,0.3532,10.213,-6.3139,8.8932,4.4761
4.1,-0.0926,0.4651,10.0317,-4.5541,8.6978,3.2303
4.12,-0.1128,0.3961,10.0224,-7.6206,3.3885,4.2765
4.14,0.0467,0.4957,9.9919,-1.0752,8.4589,6.9645
4.16,0.0178,0.5943,9.7678,-3.7488,7.8388,3.9725
4.18,0.0242,0.5609,9.8325,-1.0808,9.3445,0.541
4.2,0.0444,0.5993,9.9442,5.4528,2.8782,1.8759
4.22,0.0816,0.672,10.0826,6.701,6.1309,2.7268
4.24,0.0523,0.6717,10.1051,4.8109,6.3186,3.0029
4.26,0.0519,0.6677,10.1925,6.8522,6.3418,5.2403
4.28,0.1607,0.5897,10.2299,9.1589,7.7465,4.8971
4.3,0.0961,0.6534,10.2518,9.6001,8.1267,2.2441
4.32,0.2271,0.7058,10.3104,14.946,5.8017,5.0954
4.34,0.2826,0.6967,10.4376,13.7865,8.3354,-0.2476
4.36,0.1638,0.7885,10.3371,12.4904,8.5652,-0.1526
4.38,0.1968,0.6942,10.3878,14.131,6.9112,-0.2923
4.4,0.2158,0.7827,10.4108,10.8699,7.8062,1.5584
4.42,0.0818,0.5937,10.2827,12.8931,9.2224,-0.9623
4.44,0.2753,0.6483,10.3485,8.7657,6.8387,-0.858
4.46,0.136,0.7246,10.3356,8.6944,5.2243,-2.9326
4.48,0.2248,0.7431,10.1795,7.2712,7.8545,-3.736
4.5,0.0477,0.677,10.1826,8.7554,9.4091,-3.0404
4.52,0.157,0.5277,10.029,3.1917,12.3186,-5.8068
4.54,0.0345,0.4346,10.0463,6.6655,7.4019,-5.0757
4.56,0.0431,0.6341,9.7992,1.6688,6.3007,-0.5883
4.58,0.078,0.6043,9.8434,-0.1297,8.8027,-5.2282
4.6,-0.0345,0.4948,9.8773,4.4153,7.426,-4.6771
4.62,0.0013,0.5508,9.9697,-5.1307,7.5149,-5.3775
4.64,-0.1032,0.5214,10.0882,-4.6711,8.3147,-2.6918
4.66,-0.172,0.4796,10.0476,-5.9767,9.273,-5.1197
4.68,-0.2153,0.5423,10.2554,-9.2992,8.9349,-2.1235
