time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,-0.0173,0.2426,9.8435,-4.4242,3.7543,1.4669
0.02,-0.1334,0.2348,9.8211,1.5869,5.4492,1.6781
0.04,0.0482,0.1976,10.0226,3.7649,4.8448,0.841
0.06,0.0113,0.1095,10.0131,4.4188,2.0013,2.7326
0.08,0.1912,0.0774,10.0513,3.5605,2.3052,1.8452
0.1,0.2455,0.0505,10.0886,5.0529,3.5139,1.8004
0.12,0.458,0.0997,10.0973,7.2672,1.5707,2.3769
0.14,0.2463,0.1434,10.1948,7.023,-0.2508,2.4455
0.16,0.3557,0.0473,10.1493,4.1939,-0.1291,1.1196
0.18,0.2107,-0.0855,10.1962,5.4707,-1.3492,2.9293
0.2,0.4451,-0.0886,10.0905,5.1148,-0.4756,2.4457
0.22,0.323,-0.1575,10.1126,4.0469,-1.5113,1.3153
0.24,0.2521,-0.2598,10.075,3.5492,-5.1119,1.7791
0.26,0.1017,-0.1486,9.93,1.9169,-2.383,1.1373
0.28,0.1797,-0.1663,9.8659,2.5294,-2.236,-0.5179
0.3,0.1275,-0.2322,9.8937,1.522,-4.4646,1.7148
0.32,-0.0292,-0.1293,9.8185,-0.2142,-2.3237,-0.4653
0.34,-0.078,-0.3303,9.9101,-0.7756,-3.414,0.1053
0.36,-0.2182,-0.144,9.976,-1.2896,-3.2931,-0.7677
0.38,-0.0827,-0.1838,10.0606,-1.6735,-4.0899,-1.9797
0.4,-0.3178,-0.1269,10.0322,-4.6637,-2.8532,-1.85
0.42,-0.2981,-0.0145,10.1158,-3.7771,-1.2633,-2.5201
0.44,-0.3165,-0.0337,10.2253,-8.2263,-3.0615,-2.0949
0.46,-0.2161,0.0094,10.0689,-6.5294,0.4296,-2.1391
0.48,-0.2564,-0.0169,10.2093,-4.8944,1.8098,-1.6639
0.5,-0.2303,0.1394,10.1002,-6.6533,0.9008,-2.2527
0.52,-0.3003,0.0963,10.1311,-4.2027,3.3303,-1.3228
0.54,-0.2663,0.2179,10.0985,-2.931,3.2567,-0.9093
0.56,-0.207,0.2409,9.9877,-5.2131,5.4533,-2.3333
0.58,-0.0437,0.1684,9.9525,-0.7142,3.2339,-2.225
0.6,-0.053,0.1234,9.8066,-2.0781,4.5577,0.7894
0.62,-0.0652,0.0326,9.8057,-1.3482,2.6154,0.0673
0.64,0.0069,0.1216,9.84,0.96,3.6952,1.1034
0.66,0.0767,0.2111,9.9716,3.6528,4.0152,0.0862
0.68,0.1731,0.1809,10.0555,3.0972,4.0195,2.0899
0.7,0.0869,0.1958,10.1106,6.291,2.8409,-0.8891
0.72,0.3572,0.0789,10.1429,4.1905,1.7911,0.0807
0.74,0.194,0.051,10.1139,4.5474,1.7088,1.3372
0.76,0.2688,0.0031,10.1189,3.5256,1.0726,1.1641
0.78,0.3804,-0.0789,10.0765,8.1747,1.0246,2.2527
0.8,0.2407,-0.0313,10.1683,3.2801,-1.9188,3.9322
0.82,0.2775,0.0039,10.0413,3.7497,-0.6296,0.9163
0.84,0.2836,-0.1366,10.1788,4.8622,-1.0951,-0.3469
0.86,0.1954,-0.0511,10.1104,5.0345,-2.7509,1.0405
0.88,0.146,-0.1164,10.0156,1.1519,-3.8687,2.3765
0.9,0.0849,-0.2908,9.9847,2.811,-1.8927,0.6912
0.92,0.0378,-0.2018,9.9184,0.7433,-2.5651,-0.347
0.94,-0.0691,-0.1799,9.8998,1.5833,-5.7203,0.2548
0.96,-0.0994,-0.225,9.8897,-1.2176,-3.7705,0.164
0.98,-0.0709,-0.195,9.8946,-2.7077,-4.3936,-2.2235
1.0,-0.1928,-0.0969,9.998,-2.9106,-2.547,-0.1806
1.02,-0.0287,-0.0942,9.9902,-4.8042,-1.1629,-0.4332
1.04,-0.2033,-0.1359,10.1547,-7.9428,-2.7798,-1.1928
1.06,-0.3759,-0.0469,10.1001,-6.2593,-2.4133,-0.7911
1.08,-0.2785,-0.0717,10.2277,-4.2942,-0.2229,-0.884
1.1,-0.0563,0.7205,9.0975,-2.8659,-4.1144,17.9857
1.12,-0.0779,-0.0798,9.6547,-4.1229,-15.138,-10.3703
1.14,-0.1032,-0.3207,9.9622,3.9182,-1.805,3.6603
1.16,-0.5854,0.2491,8.702,-17.1791,15.5412,-5.7389
1.18,-4.7048,0.5702,3.854,-59.8591,34.8542,12.3353
1.2,-2.3549,0.5591,5.607,-32.6899,18.5643,10.4753
1.22,0.2366,-0.1177,10.0809,-2.1659,7.0785,-7.7059
1.24,0.5138,-0.4525,9.9327,7.2648,4.6182,-11.868
1.26,0.0093,0.8064,10.4157,0.7363,26.8537,-5.8886
1.28,0.609,0.4221,9.8682,-1.2435,5.3557,6.4792
1.3,-0.0451,-0.1453,9.4208,3.7477,11.9591,1.3502
1.32,0.4664,-0.2525,10.4153,-5.8806,-1.1718,-0.2827
1.34,0.0938,-0.1125,9.0219,-7.0219,-3.633,3.2187
1.36,-0.9402,0.2839,0.8066,-39.1839,14.1182,2.5493
1.38,-0.9014,0.0496,0.8559,-34.9676,22.0457,11.2743
1.4,-0.9127,0.1161,0.6162,-35.4884,26.0248,5.2643
1.42,-1.1115,0.0889,0.5285,-33.863,23.7663,12.7771
1.44,-1.0345,0.3337,0.801,-34.5829,5.378,4.1794
1.46,-1.2384,0.0635,0.6492,-30.567,16.9112,3.9446
1.48,-0.9431,-0.2714,0.5394,-24.0456,6.1503,9.5441
1.5,-0.8641,-0.0206,0.6237,-29.1237,10.6105,7.8388
1.52,-0.9506,0.2227,0.3137,-29.4113,-0.6115,0.8672
1.54,-0.7778,0.0456,0.5327,-24.2139,8.5886,-0.8574
1.56,-0.6435,0.2058,0.483,-16.9639,4.3412,6.975
1.58,-0.4896,0.28,0.2616,-14.1279,6.417,10.3021
1.6,-0.5801,-0.0071,0.3356,-26.748,14.8252,-1.0473
1.62,-0.6393,0.1963,0.4027,-16.2536,4.2837,8.5361
1.64,-0.2475,-0.0191,0.0004,-14.0786,8.0136,2.7003
1.66,-0.3578,0.008,0.1757,-17.5028,9.2696,8.5113
1.68,-0.3202,-0.0815,0.2727,-9.651,1.8378,3.9364
1.7,-0.1749,-0.0392,0.1722,-11.6996,0.8776,5.2966
