time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,-0.041,0.253,9.834,-0.9971,5.243,1.5467
0.02,0.0971,0.1158,9.8907,2.9573,4.3462,-1.9937
0.04,0.1927,0.2398,10.0016,1.4234,2.6637,0.9599
0.06,0.1045,0.1301,10.001,3.5452,3.628,1.4581
0.08,0.2499,0.1419,10.1295,4.6365,3.4528,1.3558
0.1,0.2037,0.0317,10.0701,4.2692,2.946,0.9311
0.12,0.2094,0.0762,10.1282,5.738,0.6151,1.2737
0.14,0.2445,-0.0047,10.2257,6.2406,0.4068,0.4808
0.16,0.2217,0.0094,10.1748,6.6071,1.1411,3.5116
0.18,0.2174,-0.0795,10.1152,4.5334,-0.4299,2.4139
0.2,0.2962,-0.0732,10.1785,5.2342,-1.9793,1.3368
0.22,0.2992,-0.0578,10.184,2.3161,-3.857,2.2828
0.24,0.1537,-0.0791,10.0487,4.6124,-4.0511,1.6489
0.26,0.0246,-0.1727,9.9786,2.0209,-2.4779,0.0598
0.28,0.104,-0.2283,9.9244,1.2058,-5.4034,-0.0119
0.3,0.0406,-0.1935,9.8866,1.8233,-3.2315,-0.0169
0.32,0.1568,-0.258,9.8328,-3.1728,-4.6599,0.1846
0.34,-0.1457,-0.2015,9.9018,-0.2679,-5.628,-1.3866
0.36,-0.09,-0.2208,9.9947,-0.3104,-2.495,-0.5913
0.38,-0.1627,-0.1406,9.9722,-3.384,-2.0798,-0.1872
0.4,-0.2736,-0.1083,10.1157,-7.0663,-3.0242,-1.7446
0.42,-0.1799,-0.1045,10.0718,-4.5535,-1.3491,-3.6952
0.44,-0.2007,-0.0887,10.099,-6.3249,-2.132,-2.6932
0.46,-0.2254,0.0278,10.0574,-5.98,-0.9237,-0.9621
0.48,-0.4324,0.063,10.1506,-2.8692,-0.1753,-2.6319
0.5,-0.2412,0.034,10.1485,-3.4787,1.2703,-1.6824
0.52,-0.1785,0.1513,10.0288,-4.6862,2.7128,-2.1195
0.54,-0.319,0.1345,10.1379,-5.9795,2.4005,-2.6136
0.56,-0.2025,0.2319,9.9437,0.3487,5.0028,-2.1709
0.58,-0.1289,0.1987,9.8894,-1.1074,4.3503,-2.6604
0.6,-0.0486,0.2625,9.8531,-3.5502,4.2796,-2.2787
0.62,0.0435,0.2623,9.862,1.4624,6.1279,0.9143
0.64,-0.0557,0.1671,9.8138,0.4239,4.5851,-0.438
0.66,0.0631,0.1667,9.9739,3.0378,5.1001,1.0824
0.68,0.1817,0.2153,9.9233,3.401,4.3621,0.8306
0.7,0.2682,0.1975,10.0508,5.3261,4.0407,1.6291
0.72,0.153,0.1569,10.141,4.3373,3.6784,-0.1629
0.74,0.2319,0.0046,10.0504,6.5853,4.2503,2.1756
0.76,0.2915,0.1049,10.1712,6.4662,-0.7456,0.9262
0.78,0.3398,-0.0898,10.1764,4.9164,-0.4493,2.0389
0.8,0.3246,0.0674,10.1841,2.6775,1.2897,2.6481
0.82,0.1326,-0.116,10.1825,7.1001,-1.641,3.5356
0.84,0.2684,-0.0404,10.0966,4.2784,-2.2177,1.833
0.86,0.2354,-0.1623,10.1242,4.9255,0.124,1.8288
0.88,0.1516,-0.1439,9.9735,1.6963,-3.1218,2.723
0.9,0.0504,-0.2536,9.9512,2.8034,-3.712,2.8501
0.92,0.0583,-0.2048,9.8527,1.764,-4.1986,2.0854
0.94,-0.0487,-0.2923,9.8386,-2.5625,-2.2724,-0.0377
0.96,-0.0006,-0.1357,9.8425,-1.9444,-3.2172,-1.1632
0.98,-0.0879,-0.2862,9.9981,-0.4363,-4.0356,-0.8162
1.0,-0.2232,-0.1034,10.0142,-5.351,-3.8103,-0.7788
1.02,-0.3398,-0.1096,10.0096,-3.4603,-1.1881,-2.1656
1.04,-0.1727,-0.0709,10.1055,-3.4075,-2.7906,-2.5782
1.06,-0.2417,0.0132,10.155,-6.0538,-0.9125,-1.7515
1.08,-0.3595,-0.0901,10.2025,-4.1302,-0.1371,-2.6146
1.1,-0.2567,-0.0341,10.0202,-5.0214,-0.867,-1.2803
1.12,-0.2271,0.0104,10.0319,-5.1106,0.896,-2.6576
1.14,-0.1548,0.0137,10.1613,-6.241,1.7832,-1.811
1.16,-0.1839,0.0681,10.0232,-1.9551,1.2039,-1.9734
1.18,-0.0929,0.2149,9.9885,-4.4676,2.3902,-0.1478
1.2,-0.1455,0.1388,9.8538,-0.5884,1.7025,-0.4266
1.22,-0.0108,0.2597,9.863,-4.8212,4.3868,0.1212
1.24,-0.0679,0.2468,9.9302,-0.5581,4.3267,-1.5032
1.26,-0.0217,0.2521,9.8454,1.3076,4.584,1.0242
1.28,-0.0601,0.0341,10.5923,3.3945,-4.9195,-4.8559
1.3,0.2085,0.2541,9.8932,-10.9274,5.715,-11.3277
1.32,0.6931,-0.1999,10.2347,-2.6983,2.0398,2.206
1.34,1.3558,-0.0991,7.7853,16.272,-1.9267,3.3929
1.36,5.007,0.9841,3.016,66.2083,29.3208,15.2468
1.38,3.8511,1.5289,4.7933,53.1226,19.6524,13.5598
1.4,0.4682,0.1451,9.4565,22.3121,10.5358,6.9659
1.42,0.1365,-0.0755,9.4804,-0.6984,6.2056,-2.5088
1.44,-0.1879,-0.2767,9.4826,-2.5763,-26.3347,-5.1858
1.46,-0.2244,-0.1264,9.0886,4.5088,10.5006,-10.6094
1.48,-0.2838,-0.261,9.2544,-3.4113,5.3313,3.11
1.5,-0.4521,-0.3073,9.8727,-7.3576,6.1371,3.0835
1.52,-0.4845,0.6928,9.6411,1.9389,4.8718,-2.4278
1.54,1.3518,0.2987,0.7943,46.299,29.6138,11.4242
1.56,1.3323,0.1811,0.823,47.4002,23.5822,12.8039
1.58,0.9749,0.1174,0.8511,42.8243,13.8866,10.738
1.6,1.1921,0.4016,0.6154,42.2441,15.6934,9.1841
1.62,1.0851,0.289,0.4866,41.9334,20.7782,11.9035
1.64,0.9186,0.2209,0.5999,42.6673,15.6171,10.6076
1.66,0.9902,0.0295,0.6176,33.4721,13.886,11.8096
1.68,0.8112,0.2888,0.3146,36.1702,25.4354,4.8091
1.7,0.9459,0.2224,0.6017,38.6863,4.6197,2.6078
1.72,0.9785,-0.011,0.6012,29.3722,15.7153,3.2637
1.74,0.7009,0.3524,0.4144,23.6061,9.771,4.3809
1.76,0.6865,0.259,0.3901,37.0912,7.0874,1.9486
1.78,0.5476,0.3825,0.5599,24.2346,2.6252,2.3388
1.8,0.7566,0.1983,0.4669,21.8072,10.429,4.9753
1.82,0.4722,-0.139,0.3235,25.0024,4.4849,-0.5023
1.84,0.7837,0.0267,0.0617,20.2338,9.5442,1.8759
1.86,0.4706,0.0766,0.1631,13.6023,5.1933,4.855
1.88,0.3867,0.0009,0.3035,4.0204,-1.1979,11.8373
1.9,0.096,0.124,0.2553,3.6692,4.1174,0.8076
1.92,0.0629,0.1207,0.2569,4.7211,4.9841,-1.4674
1.94,0.36,0.2599,-0.0334,11.6128,-1.0585,0.7305
1.96,0.2104,-0.1674,0.1022,2.2432,9.3816,-0.9287
1.98,-0.0272,-0.0153,0.0247,-0.9719,0.2768,0.2055
2.0,-0.0049,-0.0365,0.0112,-0.8213,0.0897,0.5641
2.02,-0.0427,0.0645,0.0036,0.833,0.1061,-0.2073
2.04,0.0521,-0.0092,-0.0196,0.2356,0.3172,0.5343
2.06,0.009,-0.0262,0.0061,-0.0249,0.1344,-1.0624
