time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,0.0291,0.0504,9.8034,-0.5726,-1.499,-0.795
0.02,0.0148,0.0488,9.7989,0.7774,-1.148,0.0787
0.04,-0.0067,-0.0825,9.8206,1.4262,-0.4728,1.849
0.06,-0.0281,-0.0134,9.8087,1.4593,0.1716,-1.0862
0.08,-0.0039,-0.0249,9.7571,0.4897,0.5507,-0.6604
0.1,0.0096,0.0228,9.8192,0.1149,0.038,1.7204
0.12,-0.048,0.0096,9.7953,0.0056,-1.6967,0.1032
0.14,-0.0245,0.0466,9.7478,-0.6363,0.0199,0.4544
0.16,0.0255,-0.0618,9.8534,0.8244,-1.1293,0.852
0.18,0.0329,-0.0382,9.8388,1.4694,-0.0977,1.0122
0.2,-0.0743,-0.0588,9.8372,-0.6405,-1.0371,-0.0386
0.22,-0.0161,0.0223,9.8071,-1.2475,-0.6678,0.6918
0.24,0.0227,0.0522,9.8016,0.1747,0.6992,-1.1352
0.26,0.0684,-0.0011,9.8172,0.6167,-0.5819,1.7134
0.28,-0.0449,-0.0581,9.8341,-0.8249,0.2291,0.1883
0.3,0.0122,-0.0205,9.822,1.2504,1.2928,-0.9575
0.32,0.0225,0.0033,9.7639,-0.6483,-0.1349,-1.0552
0.34,-0.0051,0.0072,9.7989,0.8624,-0.7412,-1.0725
0.36,0.0193,0.0515,9.811,0.0749,-0.7777,0.4561
0.38,0.0132,0.052,9.8755,1.1541,0.1542,0.1993
0.4,0.0134,0.0186,9.814,0.3867,-0.4805,-1.1454
0.42,-0.0435,0.0111,9.8047,-0.2242,-1.0423,-0.8173
0.44,0.0166,0.0104,9.7971,0.2418,0.1713,0.3683
0.46,-0.0077,-0.0428,9.8025,-1.161,1.2062,-0.6095
0.48,0.0242,-0.0109,9.7753,-0.9033,1.014,0.2402
0.5,-0.033,0.0152,9.767,-0.2647,-1.5733,0.4534
0.52,0.026,-0.0642,9.8506,0.8244,-0.0736,0.3607
0.54,-0.0152,0.069,9.7928,-1.0233,0.4603,0.5608
0.56,0.0591,0.0032,9.827,-0.0515,-0.0961,0.409
0.58,0.0287,-0.0452,9.8012,-0.7282,1.253,-0.258
0.6,0.0079,-0.0125,9.8078,-1.1659,0.1896,-0.5228
0.62,-0.0269,-0.0467,9.842,0.8886,-0.1485,0.0032
0.64,0.0863,0.0604,9.8277,0.4356,-0.6698,0.3473
0.66,-0.0177,0.0339,9.7861,1.7013,0.0443,0.182
0.68,0.0781,-0.0301,9.8112,-0.1794,1.8423,-0.1147
0.7,-0.0335,0.0177,9.8214,0.4931,-0.282,0.0091
0.72,-0.0116,-0.0083,9.795,-2.0233,-1.4457,0.6668
0.74,0.0285,0.004,9.8271,0.4641,-1.0107,-1.3929
0.76,-0.0171,0.026,9.847,-1.1314,-0.4591,-1.0508
0.78,0.0111,0.062,9.805,0.5914,0.7843,0.7813
0.8,0.0342,-0.0223,9.7435,0.0402,-0.4896,-0.5906
0.82,0.0269,-0.0214,9.8398,0.343,-1.2497,-2.5335
0.84,-0.0292,0.0303,9.8206,0.5314,-0.3764,0.0486
0.86,0.0158,-0.026,9.7967,0.1556,-1.289,-0.4635
0.88,0.0141,-0.046,9.8168,0.0448,1.2049,-0.7492
0.9,-0.0174,-0.0061,9.769,0.8078,0.4014,0.2547
