time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,0.0105,-0.0138,9.875,0.6144,0.5257,-0.1645
0.02,-0.0178,0.0382,9.8152,-0.2988,-1.2436,-1.5271
0.04,0.0665,-0.0243,9.945,0.5552,-0.2141,1.5473
0.06,-0.0022,-0.0037,9.8697,-1.3368,-1.119,0.6497
0.08,0.0984,-0.0417,9.8359,-1.5106,-0.198,-1.9791
0.1,-0.0826,-0.0109,9.7673,0.3088,-0.2122,-0.082
0.12,-0.0212,-0.0328,9.817,0.1543,1.8583,-0.003
0.14,-0.0637,0.0403,9.8543,-0.3761,0.6508,-0.0051
0.16,-0.0708,0.0007,9.8107,-0.2551,0.5058,-0.7356
0.18,0.0154,0.0946,9.8113,-0.4953,-0.7524,-0.4837
0.2,0.0353,-0.0499,9.7708,0.4795,-0.0508,0.9644
0.22,0.0025,-0.0151,9.8186,0.7247,-2.1104,0.6886
0.24,0.0057,-0.0413,9.804,1.1482,1.3548,-1.7454
0.26,-0.0221,0.0273,9.7751,0.1469,-0.1818,-2.1748
0.28,0.0384,0.0026,9.7261,-0.1971,0.7369,1.0005
0.3,0.0096,-0.0183,9.8721,0.3413,0.1149,-0.4629
0.32,-0.0116,0.0253,9.8328,-0.24,-2.2509,0.2304
0.34,0.0132,-0.0749,9.7533,-0.695,-1.5064,0.0721
0.36,0.0667,0.0511,9.7606,0.5509,0.5493,-0.0389
0.38,0.0117,0.0012,9.8362,-0.9086,-2.0942,1.0868
0.4,-0.0897,-0.0083,9.7772,-1.0363,-0.479,-0.3016
0.42,0.0263,-0.0221,9.7971,-0.3545,2.2684,0.114
0.44,-0.0136,-0.015,9.7835,0.0272,0.8946,-0.0227
0.46,-0.1052,0.028,9.867,0.5515,-0.3633,-0.9606
0.48,-0.0111,-0.0564,9.7699,0.6405,-1.2203,-0.0557
0.5,-0.0891,-0.0056,9.8128,1.1169,-0.1499,0.1449
0.52,0.0709,0.0321,9.8972,1.1516,-0.1831,0.2834
