time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,-0.0089,0.2921,9.8036,-2.9947,5.4985,-0.2673
0.02,0.0501,0.2558,9.8987,3.5635,5.8912,0.8025
0.04,0.0733,0.1844,9.9736,5.0652,4.691,1.2403
0.06,0.2349,0.1523,10.0142,4.5718,5.4872,1.688
0.08,0.2752,0.2463,10.1292,2.4263,4.4215,0.8922
0.1,0.0791,0.1848,10.0941,7.3546,3.8237,1.5358
0.12,0.3892,0.1487,10.173,5.83,2.151,3.7732
0.14,0.3932,0.2156,10.2335,8.0359,0.1168,2.2775
0.16,0.3123,0.2084,10.1974,12.2413,-1.1335,1.7748
0.18,0.4061,0.246,10.2292,9.5505,1.2696,2.5034
0.2,0.2126,0.1094,10.2307,5.1112,-1.7523,2.4344
0.22,0.2708,0.1642,10.1773,12.5689,-1.7378,1.0379
0.24,0.2095,0.0491,10.1484,6.5294,-3.5382,1.7739
0.26,0.1455,0.0587,9.9504,5.051,-4.9208,0.7623
0.28,0.2401,0.0518,9.9884,6.9315,-2.9258,0.5432
0.3,0.1024,-0.0317,9.9472,6.5786,-3.0255,-1.0579
0.32,0.1696,-0.0168,9.9049,5.128,-5.7708,-2.7788
0.34,-0.0664,0.0659,9.9129,5.2391,-8.5033,-1.4727
0.36,-0.0755,-0.0765,9.9157,2.7275,-2.11,-3.6544
0.38,-0.2153,0.0146,9.9946,0.8088,-4.1323,-4.116
0.4,-0.2178,-0.1627,10.1233,0.3118,-0.2751,-2.7142
0.42,-0.1717,-0.1905,10.1249,-0.2874,-0.3641,-4.6348
0.44,-0.2366,-0.0979,10.2477,-0.7257,-2.0751,-3.2751
0.46,-0.4389,-0.1415,10.1879,0.7251,-2.1596,-2.0841
0.48,-0.4749,-0.1954,10.2224,-2.7529,1.8859,-1.97
0.5,-0.4361,-0.161,10.2321,-4.3972,-0.3692,-0.21
0.52,-0.324,-0.1615,10.252,-5.0123,2.053,1.4643
0.54,-0.2834,-0.2343,10.1618,-3.9659,2.6824,0.523
0.56,-0.1678,-0.2584,10.0248,-6.8666,3.6361,0.0875
0.58,-0.1444,-0.2001,10.0049,-6.7837,3.6611,-0.1332
0.6,-0.1205,-0.246,9.9519,-6.941,5.2028,1.3539
0.62,-0.0614,-0.1868,9.8812,-7.1999,4.8225,4.6749
0.64,-0.1757,-0.2081,9.8252,-7.9456,7.8378,2.7478
0.66,0.2203,-0.2761,9.8745,-8.3243,3.9294,3.0177
0.68,0.0847,-0.2348,9.8274,-2.7586,4.5088,4.7376
0.7,0.0889,-0.2245,10.1619,-7.7615,2.1317,2.3261
0.72,0.2631,-0.1933,10.132,-5.6498,1.4225,2.1606
0.74,0.3719,-0.1975,10.0238,-4.1962,5.231,4.3053
0.76,0.3548,-0.1954,10.1022,-4.7037,2.3943,2.1475
0.78,0.3819,-0.2291,10.1358,-3.3915,-0.3084,1.6646
0.8,0.1634,-0.205,10.2307,2.4336,0.5836,1.3442
0.82,0.3164,-0.2125,10.1743,3.6843,0.9997,0.1337
0.84,0.6016,-0.1511,10.224,2.4698,-1.7743,1.2848
0.86,0.4299,-0.213,10.1436,3.8917,-1.1625,-3.0018
0.88,0.0916,-0.222,10.1174,3.9362,-2.6276,-2.9558
0.9,0.1266,-0.2067,10.0831,5.8906,-2.3461,-1.8103
0.92,0.1533,0.0188,9.9958,4.713,-5.1628,-3.4605
0.94,-0.067,-0.029,9.944,6.0493,-5.8347,-2.6235
0.96,0.1774,-0.012,9.8303,6.1674,-5.0719,-4.2181
0.98,-0.0378,0.0136,9.934,9.637,-3.4332,-3.465
1.0,-0.0409,-0.0343,9.9336,8.801,-5.964,-0.403
1.02,-0.1123,-0.0563,10.0178,7.1709,-4.4618,-1.4574
1.04,-0.1837,-0.0412,9.9977,9.3613,-1.9942,0.563
1.06,-0.1199,-0.0197,10.1504,3.6259,-0.8598,-0.4316
1.08,-0.3948,0.2458,10.189,3.1395,-2.0511,-0.7239
1.1,-0.3225,0.1177,10.2574,3.3721,-1.1329,2.5132
1.12,-0.413,0.1772,10.2165,3.9868,0.3055,1.4501
1.14,-0.4249,0.2877,10.2489,4.0505,-0.6537,1.1498
1.16,-0.2403,0.189,10.2201,2.929,2.1823,2.295
