time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,-0.0598,0.4691,9.7779,2.2432,9.536,6.0583
0.02,0.0887,0.59,9.8828,6.1979,6.4567,5.0745
0.04,0.1007,0.5628,9.9983,2.3342,6.9511,3.714
0.06,0.103,0.4631,10.1014,3.9265,6.7137,4.2763
0.08,0.1122,0.6726,10.0093,8.5879,7.9348,6.6653
0.1,0.0743,0.6675,10.229,12.1117,6.73,5.6502
0.12,0.0554,0.7513,10.27,8.9815,7.3803,2.1652
0.14,0.1205,0.7451,10.29,14.2557,9.5742,3.4653
0.16,0.1398,0.7915,10.4066,11.851,6.6945,3.2864
0.18,0.1067,0.8283,10.3442,13.9709,7.4115,0.7737
0.2,0.1473,0.7346,10.31,12.5042,8.4481,2.4485
0.22,0.2559,0.7594,10.4291,12.845,8.1762,1.035
0.24,0.1845,0.7443,10.4352,9.4953,9.6634,-1.6302
0.26,0.1451,0.8816,10.322,8.0025,7.7323,-1.3464
0.28,0.1964,0.7493,10.2819,11.4848,4.6586,-0.7593
0.3,0.1416,0.7008,10.2317,10.4097,8.2865,-4.7298
0.32,0.1646,0.6574,10.1454,5.5215,8.4941,-0.8693
0.34,0.0972,0.6025,10.1487,9.4247,8.6184,-4.3462
0.36,0.1116,0.521,10.0039,11.9803,7.2557,-5.8164
0.38,0.1073,0.6589,10.0029,5.3076,7.0594,-3.803
0.4,-0.0189,0.6728,9.9184,1.4585,8.0954,-4.0916
0.42,-0.0942,0.481,9.8101,2.5314,9.2883,-4.6115
0.44,-0.0312,0.5211,9.944,2.0505,11.3062,-4.3981
0.46,-0.0984,0.4753,9.9699,-4.1568,4.9312,-2.1677
0.48,-0.1859,0.3977,10.017,-1.8215,11.0144,-3.0779
0.5,-0.1153,0.5454,10.0846,-2.8791,6.3769,-4.7067
0.52,-0.0571,0.424,10.2363,-9.2292,9.2702,-3.757
0.54,-0.1288,0.5043,10.3269,-9.8673,6.3424,-0.9825
0.56,-0.1937,0.3823,10.2202,-11.0963,11.0881,-1.6858
0.58,-0.1257,0.4086,10.3539,-8.3916,6.0714,-1.7629
0.6,-0.2755,0.389,10.4018,-8.3944,8.6636,-1.4623
0.62,0.0126,0.2425,10.3825,-11.931,10.4898,-0.3267
0.64,-0.1393,0.3514,10.3457,-17.8285,8.8737,2.7106
0.66,-0.358,0.4444,10.3182,-10.8142,7.7782,2.4217
0.68,-0.1571,0.4086,10.2455,-12.5013,4.4045,2.5759
0.7,-0.1846,0.3858,10.2659,-13.5902,9.8563,4.5546
0.72,-0.2637,0.35,10.3053,-10.5738,6.4894,3.3564
0.74,-0.1233,0.3944,10.085,-9.7226,6.0223,4.2699
0.76,-0.0917,0.3584,10.0153,-7.21,7.7856,4.7211
0.78,-0.0962,0.4746,10.0908,-1.3613,8.1884,4.7826
0.8,-0.1055,0.5866,9.8796,0.9504,9.4333,5.3252
0.82,-0.0073,0.6145,9.8807,1.7357,4.7618,1.9967
0.84,0.0926,0.6107,9.748,5.7318,6.2049,3.5094
0.86,0.1388,0.5932,9.8981,1.8443,7.4846,1.9219
0.88,0.0788,0.3772,10.0836,0.6466,9.543,3.2541
0.9,0.0148,0.6671,10.0505,4.7342,10.1564,3.9438
0.92,0.1376,0.5477,10.1064,3.812,7.3936,6.0664
0.94,0.1694,0.6426,10.3397,11.3065,10.1875,2.3357
0.96,0.1931,0.7275,10.2695,7.7268,7.8871,1.1221
0.98,0.1725,0.8375,10.2687,10.0122,9.7776,4.8142
1.0,0.1201,0.6842,10.3223,6.6453,10.3136,1.0174
1.02,0.2031,0.7133,10.433,13.064,10.1876,0.8841
1.04,0.2901,0.7134,10.2401,12.07,10.8553,-0.4366
1.06,0.2742,0.6955,10.3202,8.5208,6.6712,-1.4512
1.08,0.3434,0.6877,10.3444,6.4299,7.6075,-0.9822
1.1,0.1598,0.6273,10.3478,7.1811,9.8214,-1.6908
1.12,0.1467,0.6427,10.278,7.5664,9.7962,-0.3146
1.14,0.1204,0.7716,10.173,4.8448,7.9158,-2.832
1.16,0.189,0.6318,10.1399,7.2203,9.7347,-4.1064
1.18,0.17,0.72,10.0907,5.253,11.3721,-4.48
1.2,-0.0058,0.6207,10.0391,6.15,6.3627,-3.5577
1.22,-0.0858,0.7131,10.0722,1.0914,6.2341,-4.1631
1.24,0.0737,0.6345,9.9332,1.5456,9.89,-5.7319
1.26,0.0893,0.5669,9.8103,0.0717,5.2765,-3.467
1.28,-0.0826,0.4319,9.9869,-7.4383,9.9965,-2.2079
1.3,-0.0668,0.5065,10.0274,-7.5764,9.5683,-4.886
1.32,-0.0741,0.6097,10.0173,-4.7379,7.2594,-4.2458
1.34,-0.2056,0.4551,10.1187,-5.2662,7.7417,-4.4852
1.36,-0.1831,0.5113,10.1892,-6.6482,7.5692,-2.7856
1.38,-0.0519,0.3888,10.2497,-3.4544,6.8005,-2.0963
1.4,-0.2969,0.5094,10.2785,-10.9354,8.6385,-1.5641
1.42,-0.2219,0.4581,10.3026,-13.2699,8.0069,0.0904
1.44,-0.2449,0.3501,10.2814,-13.6927,9.6232,-0.7379
1.46,-0.2552,0.4183,10.4284,-9.3775,6.7619,1.016
1.48,-0.1988,0.3468,10.3584,-11.1637,6.5615,-0.1686
1.5,-0.1699,0.4255,10.3807,-9.8862,9.7971,2.5118
1.52,-0.3117,0.4751,10.2704,-12.639,6.8997,1.4435
1.54,-0.3109,0.3417,10.2361,-11.4148,9.0415,1.949
1.56,-0.0519,0.4969,10.0576,-7.0653,7.1703,2.926
1.58,-0.2595,0.4391,10.1312,-9.6664,7.2752,1.5999
1.6,-0.0536,0.4587,10.1195,-5.1574,7.8986,3.4304
1.62,-0.1213,0.4586,10.0149,-3.1887,7.8418,6.0301
1.64,-0.0898,0.4917,9.9184,1.0079,9.677,3.6737
1.66,-0.1174,0.558,9.7588,-0.9506,7.5503,2.4713
1.68,-0.0686,0.6478,9.8428,-1.7064,5.7983,4.183
1.7,0.0101,0.708,9.9267,2.8597,7.7806,4.4697
1.72,0.0052,0.5319,10.037,5.4926,6.6922,0.9963
1.74,0.0963,0.5148,10.1509,6.6832,7.4434,2.7155
1.76,0.0704,0.6842,10.1431,5.023,12.0283,4.2927
1.78,0.237,0.66,10.3487,6.6031,6.2014,1.3408
