time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,0.121,-0.482,9.7747,2.4717,-8.0857,3.1478
0.02,0.0176,-0.5391,9.8293,-0.4423,-7.7755,2.9992
0.04,-0.024,-0.5981,9.9597,0.6993,-7.2275,4.325
0.06,0.1057,-0.4456,10.0378,6.1153,-8.6368,3.6208
0.08,0.0375,-0.4755,10.1317,8.0003,-9.1396,4.6325
0.1,0.2353,-0.495,10.3288,10.5425,-12.1323,2.41
0.12,0.099,-0.5486,10.2448,14.148,-9.5864,4.1046
0.14,0.1788,-0.468,10.2627,13.375,-14.9993,0.2945
0.16,0.1515,-0.3526,10.3846,8.208,-10.6798,0.5237
0.18,0.0633,-0.4603,10.3674,10.6594,-11.1289,0.636
0.2,0.3369,-0.2832,10.4019,13.7145,-6.5519,1.1139
0.22,0.2717,-0.4825,10.3462,12.6424,-10.096,-3.3038
0.24,0.2202,-0.3468,10.3316,10.674,-9.8407,-1.9723
0.26,0.182,-0.4217,10.3353,12.4064,-6.7685,-1.2006
0.28,0.2072,-0.5237,10.257,9.6624,-10.661,-3.367
0.3,0.2291,-0.536,10.2963,8.081,-9.8198,-2.4855
0.32,0.1089,-0.4135,10.112,9.9267,-8.1819,-3.7296
0.34,-0.0191,-0.3889,10.1039,5.8697,-9.0973,-3.9988
0.36,0.1795,-0.3878,10.0004,6.6174,-10.2372,-6.0643
0.38,0.1615,-0.5686,9.9671,2.09,-9.0154,-3.6482
0.4,0.0318,-0.5215,9.8475,1.5128,-8.2434,-4.528
0.42,0.0049,-0.6652,9.8737,-0.5858,-9.0112,-2.747
0.44,0.0344,-0.6394,9.8507,-0.7593,-9.178,-7.0127
0.46,0.0783,-0.6511,9.8706,-3.0838,-11.4143,-5.4687
0.48,-0.0684,-0.5646,10.0157,-3.4833,-7.5746,-3.4003
0.5,-0.1858,-0.6212,10.1254,-9.3437,-8.0942,-3.0227
0.52,-0.0768,-0.6635,10.2067,-7.3283,-5.1163,-1.9579
0.54,-0.2269,-0.7015,10.2246,-9.85,-10.2622,-1.7034
0.56,-0.3238,-0.6269,10.3637,-8.5078,-9.5046,-0.3883
0.58,-0.1619,-0.6117,10.426,-14.5313,-11.551,-0.8403
0.6,-0.2076,-0.6735,10.273,-13.5555,-8.3391,1.2577
0.62,-0.2372,-0.6792,10.4899,-9.4534,-4.92,0.7577
0.64,-0.0688,-0.7003,10.2725,-15.6669,-4.9507,2.7244
0.66,-0.243,-0.6836,10.3338,-14.6608,-9.176,0.3996
0.68,-0.246,-0.8541,10.2943,-13.2166,-9.9733,-1.1421
0.7,-0.2097,-0.4999,10.3588,-12.4785,-8.1905,3.7053
0.72,-0.1535,-0.8356,10.2914,-6.1538,-7.0744,1.915
0.74,-0.085,-0.6102,10.2016,-7.3673,-6.1898,3.8011
0.76,0.0735,-0.6178,10.2191,-8.2659,-10.1404,1.4678
0.78,-0.02,-0.6047,10.0816,-8.415,-10.1283,3.8494
0.8,-0.1105,-0.6412,10.0323,-3.7044,-7.9288,1.8087
0.82,0.0941,-0.5406,9.8217,-1.467,-8.9942,4.4492
0.84,0.0334,-0.6043,9.7426,1.0948,-7.7285,6.0912
0.86,0.0818,-0.4141,10.0731,2.9941,-5.629,5.1431
0.88,0.1204,-0.5693,9.8675,3.4234,-9.3599,3.2903
0.9,0.2972,-0.5917,10.119,3.9151,-10.5257,2.1955
0.92,0.2083,-0.4743,10.1404,7.5035,-8.2785,1.6859
0.94,0.2347,-0.4274,10.19,10.4963,-6.5839,2.6234
0.96,0.1563,-0.3928,10.1924,8.0162,-7.4017,0.9383
0.98,0.2214,-0.4054,10.3006,9.5783,-4.0332,2.1552
1.0,0.2095,-0.3745,10.3435,8.8885,-6.9816,3.5477
1.02,0.3215,-0.4948,10.3863,13.3323,-9.2084,-1.0258
1.04,0.1005,-0.3198,10.304,12.4849,-8.9758,0.6709
1.06,0.3718,-0.4366,10.3029,8.5218,-7.7954,-0.1514
1.08,0.2228,-0.3908,10.2815,10.6964,-5.6466,-0.9589
1.1,0.1892,-0.4801,10.2354,8.3196,-10.2684,-2.4517
1.12,0.1401,-0.3824,10.2165,9.911,-9.5076,-3.6776
1.14,0.2813,-0.5154,10.2302,5.7933,-7.9259,-2.4137
1.16,0.0938,-0.4587,10.3062,5.2461,-8.6591,-5.1408
1.18,0.1241,-0.3239,10.1259,4.7579,-3.9617,-2.4672
1.2,0.0745,-0.424,9.9468,1.7987,-8.5752,-2.7623
1.22,0.0199,-0.4809,9.9297,1.3119,-9.4966,-6.7999
1.24,0.1343,-0.4871,9.9392,-1.3021,-10.9175,-2.2078
1.26,-0.0319,-0.4864,9.7636,0.1775,-8.7311,-1.7119
1.28,-0.0978,-0.5908,9.933,-4.4035,-6.7354,-4.3706
1.3,0.0442,-0.678,10.0595,-6.8709,-8.0248,-2.4949
1.32,-0.1011,-0.6062,10.0439,-5.8131,-6.1058,-3.4875
1.34,-0.0895,-0.6516,10.0721,-4.9803,-10.8086,-5.0776
1.36,-0.1623,-0.658,10.1897,-8.7448,-8.2893,-4.5961
1.38,-0.0374,-0.7047,10.3184,-7.8347,-5.9236,-4.0953
1.4,-0.1093,-0.7649,10.3192,-9.1428,-7.6325,0.8983
1.42,-0.2164,-0.5995,10.2816,-12.1118,-9.8438,-0.9302
1.44,-0.116,-0.6322,10.3564,-8.6404,-5.5342,-2.2046
1.46,-0.2859,-0.6065,10.3916,-7.5819,-6.7624,-1.3539
1.48,-0.1953,-0.7569,10.4104,-15.2723,-11.6341,0.986
1.5,-0.3723,-0.7631,10.3994,-15.6775,-10.1942,1.9545
1.52,-0.238,-0.5664,10.2683,-9.6505,-5.7262,0.8067
1.54,-0.126,-0.605,10.2254,-13.8638,-9.4859,-0.1006
1.56,0.0222,-0.6098,10.309,-5.9833,-5.6619,-0.8421
1.58,-0.1962,-0.727,10.0845,-9.5132,-8.3534,1.3417
1.6,-0.1071,-0.4485,9.9864,-7.1906,-6.9823,2.5062
1.62,-0.1832,-0.7736,10.0049,-10.4933,-7.5011,6.2177
1.64,-0.0297,-0.519,9.9281,-2.1418,-6.7207,3.2001
1.66,-0.0094,-0.7375,9.8611,3.1048,-9.2804,0.7835
1.68,0.0536,-0.3789,9.8215,-1.9921,-6.1399,5.0726
1.7,-0.0136,-0.5216,10.0013,3.7676,-7.4756,5.6247
1.72,0.1212,-0.4843,10.0525,2.1548,-5.5636,0.8084
1.74,0.0782,-0.4957,9.9956,6.3439,-5.4935,2.9761
1.76,0.1672,-0.4963,10.0845,9.6597,-5.3522,4.9392
1.78,0.0526,-0.4273,10.3059,8.5244,-7.7261,0.8
1.8,0.2554,-0.4146,10.3014,7.8223,-10.9141,3.1979
1.82,0.1351,-0.4921,10.3513,8.5082,-6.645,3.3168
1.84,0.0542,-0.5257,10.3638,11.1424,-7.7365,0.7444
1.86,0.3457,-0.3857,10.4333,5.211,-10.7947,1.2268
1.88,0.1939,-0.5196,10.4,9.8263,-11.0396,2.6178
1.9,0.3207,-0.4783,10.3814,11.3037,-9.8326,-0.2265
1.92,0.2481,-0.3597,10.366,9.2094,-7.4174,-2.3636
1.94,0.1927,-0.5701,10.2903,11.3958,-6.5906,-2.0257
1.96,0.1042,-0.3697,10.2421,12.515,-9.1572,-1.3987
1.98,0.2056,-0.4208,10.302,10.6181,-8.7098,-4.5173
2.0,0.1602,-0.5463,10.1523,9.0952,-6.357,-2.5672
2.02,0.1743,-0.4904,10.0917,3.4381,-9.3113,-4.1166
2.04,0.1589,-0.5246,9.9244,0.5678,-7.2625,-5.3833
2.06,0.0003,-0.5486,9.9095,3.8232,-6.0774,-5.2892
2.08,-0.0625,-0.674,9.7827,-3.1561,-11.4997,-4.0475
2.1,-0.0397,-0.7106,9.8263,-2.0739,-9.6227,-4.7857
2.12,-0.048,-0.6903,9.9004,-0.24,-8.633,-2.757
