time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,0.1066,-0.0761,9.8138,0.7868,-0.6646,0.2196
0.02,-0.0322,0.0094,9.8111,-0.4466,1.3409,-1.4061
0.04,-0.0531,0.0869,9.8357,-1.6992,-0.0027,-1.0193
0.06,-0.0719,0.085,9.7545,0.2206,-1.3045,-0.5911
0.08,-0.0296,0.0101,9.8212,-0.0497,0.3863,0.0886
0.1,0.0116,0.0726,9.7771,-0.2515,1.0492,-0.3406
0.12,0.0007,0.0017,9.7817,-0.951,0.1615,0.5539
0.14,-0.046,0.047,9.8274,-1.5915,-0.4601,0.6789
0.16,-0.0531,0.037,9.7858,-1.1408,2.488,0.5272
0.18,0.0607,-0.0348,9.8077,-0.0743,0.5251,0.0467
0.2,0.0919,0.001,9.7949,0.6241,0.7944,-0.3248
0.22,-0.012,-0.0101,9.7993,0.1572,-0.3388,-1.3402
0.24,0.0103,-0.0294,9.821,1.7981,-0.8598,0.6112
0.26,-0.0702,0.0,9.7381,1.0249,-0.3363,-0.1473
0.28,0.0753,0.0933,9.7535,-1.2102,1.4911,-0.2146
0.3,0.0373,-0.0364,9.8065,-0.5686,1.3963,1.2687
0.32,0.0136,-0.0094,9.8159,-0.2669,1.2212,0.0648
0.34,-0.1013,-0.0374,9.8388,-0.2974,0.1366,-0.7876
0.36,0.0901,0.0544,9.7637,-1.0327,0.2539,0.8169
0.38,0.0301,0.0549,9.7868,-1.5637,1.5371,0.4254
0.4,-0.0134,-0.0588,9.8446,1.3007,0.5137,-1.5031
0.42,-0.1422,0.0054,9.8228,0.5761,-0.941,-1.2862
0.44,-0.0627,0.0179,9.8174,0.9695,0.8638,-0.1894
0.46,0.0787,-0.0591,9.8305,0.7432,0.7868,0.817
0.48,0.035,-0.0746,9.7529,-0.2743,0.1705,0.3988
0.5,0.0061,-0.0733,9.8334,-0.5196,2.1521,-0.521
0.52,-0.0213,0.0008,9.7582,0.8136,-0.7946,0.1431
0.54,-0.0366,0.0701,9.758,0.3979,0.6641,-0.5622
0.56,-0.0122,-0.0164,9.8704,0.5339,0.5175,0.6118
0.58,0.0321,-0.0103,9.8061,-0.9868,-0.4671,0.6207
0.6,-0.037,-0.0258,9.8554,0.9217,-1.9951,1.3471
0.62,-0.0189,-0.005,9.7784,-2.7257,1.0411,-0.5148
0.64,0.0314,0.0062,9.7645,1.1878,0.1767,0.2354
0.66,-0.0683,-0.0298,9.8832,1.6678,-1.1138,0.2772
0.68,0.0853,-0.0474,9.8509,-0.7216,0.7913,0.4076
0.7,-0.0515,0.0668,9.8573,-1.9076,1.0377,0.3752
0.72,-0.0128,0.0669,9.7764,0.7206,-0.3659,0.1226
0.74,0.0933,-0.0628,9.7786,0.8102,-0.3439,-0.2388
0.76,-0.0032,-0.0068,9.774,0.4499,2.2099,-0.6001
0.78,0.028,0.0699,9.8437,0.2936,-1.2126,-0.924
0.8,-0.0143,-0.0642,9.7641,-1.6844,-1.0235,1.1594
0.82,-0.0175,0.0246,9.7637,-0.1495,1.0527,1.1657
0.84,-0.024,0.0212,9.7403,-0.9475,1.2509,1.5328
0.86,0.033,0.0394,9.8687,-0.4232,0.9264,1.1385
0.88,-0.0819,-0.0546,9.8364,0.6032,0.5356,0.2398
0.9,0.0444,0.0167,9.929,0.1524,0.7822,-0.5722
0.92,0.0222,0.0278,9.7901,-0.4679,1.2184,-0.103
0.94,-0.03,-0.0652,9.7649,1.9493,0.4371,0.0518
0.96,0.0191,0.058,9.7817,0.3531,-0.9989,1.3115
0.98,-0.0127,0.0595,9.7918,0.8501,-0.6562,-0.4711
1.0,-0.0223,-0.0584,9.8322,-0.4836,-1.5548,-0.6631
1.02,-0.0458,-0.0108,9.829,2.347,0.9111,0.0048
1.04,0.0441,-0.0,9.772,-0.0736,0.1075,0.0825
1.06,-0.0433,-0.0586,9.7149,-0.354,-0.7011,-0.135
1.08,0.1513,-0.0148,9.7753,0.2581,-0.6339,0.0699
1.1,0.0478,0.0786,9.836,1.2513,-2.6819,0.9406
1.12,-0.0146,-0.0203,9.7749,0.1111,0.415,-0.6456
1.14,-0.0714,0.0312,9.8934,1.6342,0.604,0.4247
1.16,-0.0203,-0.0621,9.8046,-0.2757,-1.0714,0.6788
1.18,0.0204,0.0681,9.8809,0.5593,-0.7419,1.2445
