time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,-0.0286,-0.0096,-0.0409,0.4585,0.2023,-0.1204
0.02,-0.0073,0.0208,0.0303,0.3265,0.0157,0.1669
0.04,0.0201,0.0397,0.039,-0.1046,-0.141,0.0568
0.06,-0.0299,-0.0197,0.0449,0.1572,0.1025,0.1675
0.08,0.0244,0.0223,0.0189,-0.3278,-0.2741,-0.4451
0.1,0.002,-0.0196,-0.0146,-0.232,0.2793,0.7059
0.12,0.0139,0.0303,0.009,0.2942,-0.3302,-0.275
0.14,-0.0134,-0.0091,0.0059,-0.3373,0.1399,0.1288
0.16,0.0087,-0.0471,0.0388,-0.134,-0.0591,-0.1039
0.18,-0.0191,0.0047,-0.0769,0.4839,-0.0163,-0.8148
0.2,-0.0263,-0.0204,-0.004,0.0089,-0.57,-0.1425
0.22,-0.0015,0.013,-0.0147,0.1151,-0.2462,-0.049
0.24,-0.0415,-0.0133,0.0377,-0.4134,0.2885,0.0123
0.26,0.0259,0.0285,-0.08,-0.0615,-0.088,0.0926
0.28,-0.0216,-0.0191,-0.0419,0.3885,0.1361,-0.1015
0.3,-0.0054,-0.0125,0.0085,-0.0192,0.474,0.274
0.32,0.0209,0.0151,0.0243,-0.308,0.0533,-0.2599
0.34,0.0135,0.0477,0.0617,-0.4759,-0.1583,0.3823
0.36,-0.0021,0.016,-0.0411,-0.1866,0.0967,0.1891
0.38,-0.0548,0.06,0.0443,0.1429,-0.28,0.3077
0.4,-0.0197,0.0066,0.0063,0.2746,-0.3549,-0.0153
0.42,0.0246,-0.0168,-0.0057,0.1663,0.1501,-0.1624
0.44,0.034,0.0001,-0.0148,0.0131,-0.0298,0.4066
0.46,0.002,-0.0167,0.0124,-0.3153,-0.2075,-0.0148
0.48,-0.0201,0.0231,0.0234,-0.2858,-0.0389,0.313
0.5,0.0107,-0.0051,0.0102,-0.2997,-0.1028,-0.5948
0.52,0.0165,0.0446,0.0819,0.3061,0.0147,-0.2225
0.54,-0.0356,-0.024,0.0137,-0.2157,-0.5,-0.1551
0.56,0.0311,-0.0023,0.0107,-0.2808,-0.0946,0.1404
0.58,0.0034,0.0009,-0.0167,-0.1917,-0.018,-0.2232
0.6,-0.005,0.051,0.029,-0.5088,0.0016,0.1724
0.62,0.0217,-0.0063,-0.0161,0.2119,0.367,0.2442
0.64,0.028,0.0337,-0.0134,-0.3295,-0.8393,0.1942
0.66,0.0237,-0.0299,-0.0797,0.16,-0.0867,0.0426
0.68,-0.0318,0.0008,0.0041,0.4499,0.3952,-0.9075
0.7,0.0152,0.031,-0.0092,0.4133,-0.2954,0.2044
0.72,-0.0091,0.0052,0.0241,-0.6035,-0.1458,-0.8281
0.74,0.0194,-0.0084,-0.0279,-0.4805,-0.063,-0.0371
0.76,-0.0347,0.002,0.0263,-0.4951,0.3136,-0.4267
0.78,-0.0,-0.0364,0.0885,0.1272,-0.2161,-0.1434
0.8,-0.0043,0.0449,0.0553,-0.2486,-0.4854,0.3303
0.82,0.0072,-0.0225,0.0641,0.4537,-0.0369,0.2921
0.84,-0.0531,-0.0104,-0.0547,-0.0411,-0.3503,-0.1523
0.86,0.0353,-0.0008,0.0377,0.1472,-0.1024,0.2259
0.88,-0.0255,-0.0109,0.0448,0.3557,0.1692,-0.0311
0.9,-0.0111,0.0185,0.0516,0.2881,0.6729,-0.1355
0.92,-0.0145,0.0103,-0.013,-0.4501,0.2549,-0.1306
0.94,-0.0047,-0.0277,0.0879,-0.2287,-0.215,0.0594
0.96,-0.0025,0.0193,-0.0575,0.0951,-0.5398,-0.1227
0.98,-0.0033,-0.0272,0.0276,-0.2727,0.2562,0.3513
1.0,-0.0162,0.0462,0.0573,0.0533,0.1795,0.1499
1.02,-0.0007,0.0243,0.0601,0.0655,0.5435,-0.1982
1.04,-0.0145,-0.0065,-0.0498,0.2655,-0.1873,0.3248
1.06,-0.0035,0.0068,0.0182,0.2507,-0.0969,0.3964
1.08,0.0033,0.0014,-0.0271,0.572,0.1474,0.3543
1.1,-0.0191,-0.0052,0.0706,-0.438,-0.1306,-0.1552
1.12,0.0359,-0.0352,0.0052,-0.0597,0.1942,0.1882
1.14,0.0094,-0.0187,-0.0105,0.0947,0.4871,0.0933
1.16,0.0097,-0.0179,-0.0556,-0.273,0.0276,0.6398
1.18,0.003,0.0374,-0.084,-0.1486,0.0986,-0.4424
1.2,-0.0499,0.0096,-0.0644,0.3275,-0.2132,0.0503
1.22,0.0033,-0.0226,0.0215,-0.2979,-0.276,-0.0886
1.24,0.0175,0.0391,-0.0334,-0.4977,0.1003,0.119
1.26,0.0123,0.0158,-0.011,-0.1509,-0.4808,0.5293
1.28,0.0234,0.04,-0.0107,-0.0717,-0.3222,0.5368
1.3,0.0572,0.002,0.0222,0.3193,-0.026,-0.2758
1.32,0.0084,0.0231,-0.0194,-0.2029,-0.0824,-0.4725
