time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,0.001,0.1994,9.8274,0.1098,4.1592,0.0319
0.02,0.1435,0.2126,9.9483,4.1008,3.6326,-0.194
0.04,0.1516,0.1753,9.8765,0.7432,4.4433,-0.3261
0.06,0.2566,0.0977,9.9567,2.1729,3.5023,0.5633
0.08,0.2584,0.1884,10.0287,3.1406,2.4579,0.5522
0.1,0.2465,0.1223,10.0446,3.2324,1.6799,0.4068
0.12,0.2696,0.1039,10.0969,7.235,1.9353,2.2975
0.14,0.3908,0.011,10.2008,3.6798,2.8459,2.2745
0.16,0.4402,-0.0933,10.1916,5.0055,0.0905,2.9307
0.18,0.4346,-0.1063,10.0513,5.6497,-0.2819,3.7298
0.2,0.3901,-0.059,10.039,6.2094,-1.8778,2.2059
0.22,0.1121,-0.0608,10.1142,5.8159,-3.0985,2.7486
0.24,0.1647,-0.067,10.0732,2.0945,-1.8889,0.6429
0.26,0.2391,-0.1318,9.9399,1.1857,-5.1616,1.7741
0.28,0.0346,-0.1874,9.8934,1.6247,-3.1174,-0.1992
0.3,0.0521,-0.2164,9.8621,-1.4649,-2.97,-0.0717
0.32,0.0066,-0.1947,9.8077,2.4814,-3.0156,-0.0798
0.34,-0.051,-0.1897,9.9764,-1.9273,-5.386,-0.1983
0.36,-0.054,-0.1316,9.9194,-3.0242,-3.0175,-0.6824
0.38,-0.1301,-0.208,9.9954,-4.6258,-1.893,-1.0223
0.4,-0.2068,-0.1128,10.0159,-6.1994,-2.9198,-3.3749
0.42,-0.2771,-0.0592,10.1034,-6.54,-1.1435,-1.0459
0.44,-0.3793,-0.0313,10.1984,-3.4032,-2.4199,-1.0131
0.46,-0.4281,-0.0835,10.1351,-6.9672,-0.5864,-0.7452
0.48,-0.2054,0.0286,10.1299,-4.0921,-0.3672,-2.9852
0.5,-0.2438,-0.0168,10.1717,-8.5381,-1.8638,-3.3041
0.52,-0.2886,0.0399,10.1737,-5.3325,0.5339,-2.7106
0.54,-0.1883,0.131,10.0847,-5.1873,1.2602,-1.8144
0.56,-0.1218,0.2986,9.9912,-4.2483,4.5889,-3.8449
0.58,-0.0873,0.1775,9.9114,-1.3194,3.5213,-1.6957
0.6,-0.0633,0.2429,9.8369,-2.6885,4.9634,-0.4278
0.62,-0.0429,0.2513,9.7302,-0.9226,4.9616,1.0979
0.64,0.0329,0.2745,9.7812,1.7648,5.4916,0.1265
0.66,0.1696,0.1482,9.9977,-0.4609,4.4227,0.6464
0.68,0.1177,0.1708,10.019,4.3278,6.1677,0.9489
0.7,0.1028,0.2322,9.9875,4.5143,4.9947,2.1647
0.72,0.2815,0.1457,10.0726,6.7554,3.5464,3.2106
0.74,0.3119,0.2429,10.048,5.4821,1.8457,2.7516
0.76,0.2435,0.0463,10.1688,3.7376,1.4805,2.6801
0.78,0.2847,-0.0451,10.1196,4.4132,2.0396,2.8307
0.8,0.2913,0.0204,10.1026,7.726,-0.5038,3.1793
0.82,0.2037,-0.035,10.1493,5.6383,-2.5238,2.0738
0.84,0.2805,-0.0851,10.0816,5.121,-3.5001,1.4783
0.86,0.3474,-0.0732,10.0496,3.9431,-2.0262,3.438
0.88,0.1669,-0.0794,10.0367,1.95,-2.0324,0.8913
0.9,0.143,-0.133,9.9871,3.7287,-3.2698,-0.472
0.92,0.1304,-0.2613,9.9774,0.8478,-5.7337,1.1224
0.94,0.0943,-0.1791,9.8732,-1.3963,-4.5604,1.3086
0.96,-0.1121,-0.1534,9.8014,-2.0933,-2.0882,0.2696
0.98,-0.1783,-0.2307,9.9846,-2.6867,-3.4541,-1.0262
1.0,-0.2091,-0.172,9.9575,-3.6819,-2.6476,-1.1787
1.02,-0.2699,-0.2162,10.0682,-4.329,-3.6848,-2.1276
1.04,-0.3379,-0.1201,10.1193,-7.7445,-3.5864,-2.0896
1.06,-0.3059,-0.0829,10.1801,-2.4218,-0.4899,-1.1399
1.08,-0.2091,0.1222,10.104,-6.4965,0.1567,-1.0474
1.1,-0.2719,0.1244,10.138,-7.3204,0.7641,-0.2671
1.12,-0.1621,0.1649,10.1424,-9.8167,1.9098,-2.1373
1.14,-0.2108,0.0827,10.1341,-5.7202,1.8779,-1.9579
1.16,-0.2649,0.231,10.108,-5.939,1.7022,-1.8228
1.18,-0.1283,0.0784,10.0174,-3.0731,4.1491,-2.8721
1.2,-0.2114,0.234,10.0328,-4.3426,4.8224,-1.6529
1.22,-0.175,0.3023,9.9017,-3.9137,2.6082,-0.0868
1.24,0.0875,0.2574,9.943,1.1812,2.5233,-1.8905
1.26,0.0769,0.2812,9.8291,0.7535,4.7455,0.4903
1.28,0.0892,0.1652,9.8622,0.613,4.1543,1.1029
1.3,0.1667,0.2639,9.9576,0.1329,2.9078,3.5621
1.32,0.1557,0.1103,10.1478,2.3063,3.8089,2.1253
1.34,-0.0113,-0.0268,10.1584,-6.7547,-8.2775,-1.3564
1.36,0.8585,-0.3082,9.4609,3.6512,-6.5147,-8.8642
1.38,-0.2145,0.0043,9.0251,-4.4141,-4.9011,-6.1004
1.4,-3.0819,0.1066,6.4383,-42.2306,10.0544,6.3293
1.42,-4.4665,1.037,3.7385,-81.4021,34.7809,14.576
1.44,-1.5358,0.5658,7.9564,-21.718,20.7204,16.4107
1.46,-0.3686,0.369,10.9613,-6.0835,5.8437,-2.7308
1.48,-0.3822,0.2708,9.4727,4.6265,8.6772,0.9969
1.5,-0.2866,-0.4325,9.8392,4.1595,-0.7391,3.2588
1.52,-0.0223,0.0483,9.0076,-2.931,3.2528,-0.0171
1.54,-0.1804,0.4882,9.7365,12.2066,8.1941,-10.2096
1.56,0.4849,-0.369,8.7004,9.316,-4.2368,3.3441
1.58,-1.1372,0.351,0.8377,-39.575,19.8738,7.4789
1.6,-1.1324,0.3145,0.9186,-39.932,15.3467,2.1831
1.62,-0.9715,0.1847,0.523,-41.606,14.0371,7.9634
1.64,-0.9422,0.0167,0.4804,-33.4324,25.747,3.5489
1.66,-0.9485,0.2556,0.5307,-36.1698,18.614,4.8821
1.68,-1.0122,0.0004,0.7868,-44.0888,19.2751,5.6952
1.7,-1.2366,0.1343,0.2757,-24.1099,20.0375,-1.7643
1.72,-0.8903,0.0743,0.7253,-29.2188,22.794,8.65
1.74,-0.9375,0.0639,0.6245,-36.8779,11.7497,3.5246
1.76,-0.7751,0.165,0.3265,-25.9342,14.4309,7.0035
1.78,-0.7014,-0.0032,0.5229,-20.0862,18.9358,5.2355
1.8,-0.8852,-0.038,0.3011,-18.3403,19.4238,6.0332
1.82,-0.4491,0.0694,0.296,-24.7756,12.4477,7.5555
1.84,-0.221,0.0326,0.2939,-22.6541,16.9269,4.8602
1.86,-0.3151,0.1753,0.4078,-18.4119,10.2492,2.0773
1.88,-0.402,0.0246,0.2373,-25.0239,6.4288,6.3084
1.9,-0.5417,0.1244,0.4046,-18.7974,1.9923,-5.391
1.92,-0.2452,0.3384,0.2486,-8.4971,13.9489,2.6816
1.94,-0.3855,0.0558,0.2542,-8.806,3.9658,3.1852
1.96,-0.2192,0.0988,0.2023,-3.5646,13.286,-3.317
1.98,-0.1697,-0.0318,-0.0144,-11.5987,1.186,6.738
2.0,0.1311,0.1641,0.1804,-0.1998,-2.8092,1.6788
2.02,0.0574,-0.0487,-0.1115,-7.0085,-1.925,-8.1415
2.04,0.0214,-0.0013,-0.0174,-0.8475,-0.5114,-0.393
2.06,0.0251,-0.0232,0.0109,0.2452,-0.3658,0.2785
2.08,0.0095,-0.0076,-0.0192,0.2415,-0.3648,-0.1288
2.1,-0.0008,0.0238,-0.0345,-0.4394,-0.9723,-0.1763
2.12,0.0561,0.0111,0.001,-0.3944,0.4421,0.541
2.14,0.0315,-0.004,-0.0385,0.467,0.7241,-0.2208
2.16,0.0264,-0.036,0.034,0.056,0.899,-0.3736
2.18,0.0876,0.026,-0.0666,0.0176,0.0847,1.0146
2.2,-0.006,-0.0273,-0.0121,-0.5766,-0.0554,-0.8726
2.22,-0.0105,0.0127,-0.0259,0.0033,0.8727,-0.5627
2.24,-0.0074,0.0184,-0.0204,0.6053,-0.8559,-0.2593
2.26,0.0135,0.0125,0.0024,-0.0812,-0.1713,0.4718
2.28,-0.0046,-0.0204,-0.0484,-0.065,-0.864,-0.3413
2.3,0.0011,-0.0327,0.0725,0.9252,-0.5175,-0.982
2.32,0.0376,-0.0104,0.0296,0.2471,-0.7109,0.7876
2.34,0.007,0.0467,0.0223,0.3283,-0.8592,-0.045
2.36,-0.0112,-0.0856,0.006,-1.1132,-0.3135,0.0188
2.38,-0.0151,-0.0322,0.056,0.6339,-0.3693,0.289
2.4,0.029,-0.0238,0.032,-1.357,-0.3704,0.0818
2.42,-0.0016,0.0321,0.0092,-0.3767,-0.1234,-0.2851
2.44,0.0448,0.0416,0.0302,-0.2025,-0.1787,-0.0905
2.46,-0.0229,0.0195,0.0487,0.0601,-0.6048,0.0179
2.48,0.0053,0.0054,0.0512,-0.0052,0.3923,-0.1205
2.5,0.0067,-0.0033,-0.0397,-0.3176,0.0621,0.4378
2.52,-0.038,-0.0145,0.0152,0.4714,0.3284,0.0428
2.54,0.043,-0.0137,0.0273,0.6271,-0.781,0.8663
2.56,0.0252,0.0129,-0.064,0.0532,0.5131,-0.1284
2.58,0.0058,-0.0207,-0.0645,0.3499,-0.0995,-0.1227
2.6,-0.0429,0.0343,-0.032,-0.0807,-0.4646,-0.3361
2.62,0.0273,0.0467,-0.0257,-0.0369,0.2093,0.6382
