time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,0.1913,0.2468,9.7838,0.2049,0.8064,0.1245
0.02,0.0064,0.1215,9.8558,1.5718,4.5039,2.0678
0.04,0.0132,0.2698,10.0347,2.2555,4.5328,1.1353
0.06,0.1685,0.1303,9.9934,2.9495,3.5634,0.2439
0.08,0.3029,0.1648,10.0387,5.065,1.0512,2.4467
0.1,0.1488,0.0885,10.1099,4.9995,5.1033,3.4769
0.12,0.2783,0.0064,10.0856,8.1766,-0.1324,1.3819
0.14,0.1829,0.0642,10.1894,7.7741,-0.0713,2.7188
0.16,0.2822,-0.0454,10.156,6.9008,0.0248,2.2227
0.18,0.2817,-0.1264,10.1838,7.3533,-0.2249,2.3079
0.2,0.275,-0.0512,10.1303,4.9602,-3.09,2.7619
0.22,0.2494,-0.2417,10.1107,4.5955,-3.4352,3.526
0.24,0.1495,-0.1066,10.0135,4.3424,-1.5661,0.9464
0.26,0.1727,-0.1646,10.0205,2.0409,-3.2054,0.3906
0.28,0.0036,-0.2845,9.8626,3.4854,-1.8911,0.5415
0.3,0.0616,-0.2402,9.9134,1.8501,-4.7646,0.5944
0.32,0.0587,-0.1582,9.8226,-1.2272,-2.832,-0.8767
0.34,0.0099,-0.2402,9.8283,-1.829,-4.6178,-1.019
0.36,-0.0855,-0.1787,9.893,-1.9212,-2.5532,-0.8307
0.38,-0.165,-0.1649,10.098,-2.7575,-3.7576,-0.4308
0.4,-0.1413,-0.0537,10.0712,-2.6901,-0.5929,-2.4947
0.42,-0.1762,-0.0046,10.034,-4.0005,-5.1802,-0.4475
0.44,-0.2689,-0.0628,10.2079,-3.9974,-1.7935,-1.4679
0.46,-0.2131,0.0082,10.1338,-3.75,-0.1212,0.0659
0.48,-0.3197,0.0116,10.097,-6.3943,0.4972,-0.2012
0.5,-0.0962,-0.1201,10.1916,-5.9355,1.4001,-3.0702
0.52,-0.2382,0.1206,10.1194,-5.2003,3.7429,-0.9175
0.54,-0.1337,0.0537,10.0073,-5.828,1.4165,-1.7478
0.56,-0.1528,0.1862,10.0384,-1.686,2.6093,-0.7333
0.58,-0.1002,0.1938,9.8867,-6.0553,4.991,-2.7851
0.6,-0.1232,0.176,9.9151,-1.8113,5.1531,-0.682
0.62,-0.0438,0.2845,9.7931,-0.9735,5.9183,1.6504
0.64,0.0422,0.1547,9.8481,1.1066,5.3722,-0.6709
0.66,0.1396,0.1627,9.8628,2.3816,3.9516,0.6909
0.68,0.1003,0.1697,9.9506,5.3071,3.8533,2.1829
0.7,0.2747,0.1585,10.0926,6.3327,1.7566,1.8677
0.72,0.2158,0.0624,10.0933,3.9482,4.0394,2.9731
0.74,0.1382,0.0831,10.04,3.9584,-0.165,2.3965
0.76,0.4216,0.0234,10.1123,6.211,1.9561,1.7139
0.78,0.3796,-0.0247,10.1248,3.4557,-0.5714,2.4598
0.8,0.1799,-0.0249,10.2723,6.8053,-2.0617,3.3856
0.82,0.2829,-0.0342,10.2112,6.8774,-1.9185,3.2507
0.84,0.3421,-0.0853,10.1357,7.5479,-1.3537,2.0362
0.86,0.1921,-0.2066,10.0685,3.8189,-5.1279,1.8226
0.88,0.0918,-0.1313,9.9299,3.0086,-2.2389,0.5189
0.9,0.1772,-0.2629,9.8415,2.5162,-1.9448,-1.2356
0.92,-0.0189,-0.2605,9.9714,0.4744,-4.1189,1.4768
0.94,0.0107,-0.2317,9.8614,0.6266,-4.7987,0.363
0.96,-0.1419,-0.2648,9.938,-0.1352,-4.0749,-1.2393
0.98,-0.0884,-0.2129,9.9969,1.5235,-4.9275,-3.7873
1.0,-0.2208,-0.2385,10.0164,-2.6715,-2.1234,-1.1069
1.02,-0.1942,-0.1108,9.9818,-5.216,-4.18,-1.1161
1.04,-0.3097,-0.1623,10.1108,-5.909,-3.6135,-1.9318
1.06,-0.2444,-0.0719,10.1965,-5.0836,1.127,-2.2214
1.08,-0.2784,0.0618,10.1373,-3.5984,-2.6567,-2.3063
1.1,-0.3478,-0.0509,10.0829,-8.4744,-0.0631,-2.3538
1.12,-0.344,0.0192,10.1959,-6.9921,1.612,-1.3882
1.14,-0.3205,0.1899,10.1133,-3.1865,1.4011,-1.5671
1.16,-0.3167,0.2536,10.0483,-6.0131,2.6985,-1.2763
1.18,-0.2718,0.0403,10.1192,-5.8702,3.3319,-1.0
1.2,-0.1656,0.2169,9.9983,-2.6251,2.7521,-0.3691
1.22,-0.0353,0.3049,9.8837,-1.4664,4.0784,-1.1442
1.24,0.2393,-0.0395,9.7042,-9.6583,5.4116,-4.4691
1.26,0.1848,-0.4241,10.6705,3.532,-7.2351,-5.8813
1.28,-0.4288,0.8338,8.821,-6.5618,19.5981,7.9697
1.3,-3.592,1.0346,5.0231,-50.9081,43.406,22.162
