time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,0.0137,0.1745,9.8251,0.6769,4.5619,-0.5779
0.02,-0.0235,0.3075,9.8395,1.5245,3.8293,-1.2429
0.04,0.1272,0.2278,9.9637,6.1505,5.332,-1.1879
0.06,0.1931,0.1005,10.0207,3.6831,4.5459,3.5508
0.08,0.1209,0.138,10.031,6.5853,3.3673,0.4735
0.1,0.2679,0.1512,10.0681,5.5783,2.1614,3.5313
0.12,0.2689,-0.0455,10.1643,5.0348,3.1456,0.5953
0.14,0.2043,-0.0064,10.1833,7.831,-0.0902,1.8028
0.16,0.4084,0.0091,10.1798,6.9839,1.4905,2.5309
0.18,0.2774,-0.0253,10.1451,5.1651,0.1276,1.5335
0.2,0.3496,-0.1073,10.1788,6.1693,-4.2807,2.4942
0.22,0.2219,-0.1356,10.1043,5.6564,-2.0229,1.2193
0.24,0.2254,-0.1169,10.0254,5.2079,-1.5939,0.4581
0.26,0.1272,-0.1998,10.0632,3.2968,-3.4343,1.0741
0.28,0.2097,-0.1654,9.887,0.8527,-3.1862,2.2843
0.3,-0.0274,-0.1989,9.9692,-0.9234,-3.4407,-1.4349
0.32,-0.1223,-0.237,9.9029,-0.7668,-2.8061,0.916
0.34,-0.0099,-0.0763,9.9393,0.743,-3.1774,-0.558
0.36,-0.1426,-0.2063,9.9211,-3.0015,-5.8375,-0.1074
0.38,-0.1665,-0.1669,9.9924,-4.8139,-3.7491,-1.6093
0.4,-0.1674,-0.0617,10.0478,-6.3098,-3.2444,-0.9603
0.42,-0.3041,-0.0731,10.1732,-6.7013,-1.4132,-3.6547
0.44,-0.3444,0.0444,10.0966,-4.3147,-0.3263,-2.17
0.46,-0.344,-0.1057,10.1566,-5.7309,-1.3919,-2.3816
0.48,-0.2407,-0.0448,10.2297,-7.2046,0.2126,-2.2653
0.5,-0.2599,0.1161,10.1689,-5.2628,0.5744,-1.3351
0.52,-0.2884,0.0793,10.2061,-3.1668,2.2267,-2.7726
