time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,0.1367,0.2346,9.7383,-3.7742,4.9831,-0.5777
0.02,0.0137,0.2619,9.9193,1.8754,5.3825,-0.3771
0.04,0.1104,0.2233,9.992,4.9756,3.3429,0.8562
0.06,0.3497,0.2435,10.0038,3.7347,1.9052,1.144
0.08,0.1799,0.174,10.2406,7.5777,4.9409,3.8281
0.1,0.3154,0.2306,10.1879,4.4165,0.0692,3.8746
0.12,0.2495,0.2,10.2392,8.8134,1.2074,1.7624
0.14,0.3912,0.1586,10.1588,3.8171,0.1335,1.1556
0.16,0.1923,0.2483,10.1258,7.1551,-1.6013,2.3002
0.18,0.2095,0.0754,10.1829,7.3442,-2.8114,-0.5943
0.2,0.1906,0.1421,10.0439,5.6151,-3.123,1.3762
0.22,0.1951,0.0281,10.04,10.1164,-2.6279,-1.6407
0.24,0.3251,-0.0469,9.8524,6.5555,-4.9707,-0.5645
0.26,0.1127,0.0586,9.7742,4.9607,-3.482,-0.6451
0.28,0.0143,0.0219,9.9318,2.4824,-6.8592,-1.9081
0.3,-0.191,0.018,9.9431,1.311,-5.1275,-1.804
0.32,-0.1647,-0.0841,10.0816,3.7907,-6.4758,-2.2353
0.34,-0.1958,-0.0401,10.1726,-2.5195,-3.7672,-2.2879
0.36,-0.3704,-0.1507,10.1042,-4.8537,-1.3959,-3.0999
0.38,-0.4066,-0.174,10.2204,-4.3978,-0.5046,-2.0891
0.4,-0.3688,-0.1849,10.1641,-6.1425,-2.3228,-2.6683
0.42,-0.4265,-0.2271,10.2454,-6.2327,1.8299,-1.645
0.44,-0.2723,-0.1174,10.1431,-8.711,0.9349,0.4175
0.46,-0.3175,-0.1892,10.0362,-10.9614,4.3293,-0.2946
0.48,-0.1267,-0.1792,9.9806,-7.5391,6.4165,1.2964
0.5,0.0297,-0.2672,9.8753,-7.7749,5.1369,3.5128
0.52,0.0554,-0.2278,9.8606,-7.3297,6.1832,2.281
0.54,-0.0185,-0.2363,10.0222,-5.5151,3.8547,4.3844
0.56,-0.0015,-0.2592,9.9986,-7.6539,3.642,2.7651
0.58,0.1754,-0.2829,10.0059,-8.3728,2.4526,2.5364
0.6,0.358,-0.2641,10.0665,-0.7941,1.3325,2.2182
