time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,-0.048,0.579,9.7166,0.6363,11.553,1.4503
0.02,0.1688,0.5001,9.9055,-2.6589,5.1364,2.67
0.04,-0.0071,0.5761,9.9339,3.9896,6.6161,3.2596
0.06,0.0833,0.5871,9.9686,4.1007,7.1722,3.9529
0.08,0.2707,0.7096,10.0836,3.9918,5.6253,4.4327
0.1,0.1236,0.5944,10.2927,8.4153,5.2831,1.5232
0.12,0.0729,0.7345,10.2808,8.2279,7.1219,1.623
0.14,0.1697,0.7443,10.1308,7.6669,11.0076,1.0708
0.16,0.2224,0.642,10.2809,11.6069,6.8535,2.7029
0.18,0.2983,0.6049,10.3897,11.533,3.3636,1.4104
0.2,0.2611,0.5972,10.3614,12.8955,9.7563,-0.0282
0.22,0.1914,0.7347,10.406,11.8179,7.8697,0.3079
0.24,0.1239,0.7808,10.344,14.5082,8.3069,-0.5268
0.26,0.1847,0.7128,10.2725,10.9361,8.1081,-2.6034
0.28,0.2342,0.6637,10.288,11.8392,9.1195,-2.0588
0.3,0.2186,0.6235,10.1651,6.4423,9.1674,-2.8158
0.32,0.0898,0.7807,10.2108,9.7836,7.1652,-4.0492
0.34,0.0879,0.5902,10.1697,6.9398,6.6829,-3.766
0.36,0.0924,0.5409,10.0898,4.9677,6.1887,-3.3601
0.38,0.0698,0.5702,9.9333,6.168,8.0621,-1.6063
0.4,0.1421,0.524,9.9261,1.0802,6.8291,-2.9001
0.42,-0.0717,0.4827,9.7385,0.9099,6.7035,-3.7125
0.44,0.0113,0.3282,9.9394,-2.6764,7.5534,-3.5018
0.46,-0.0641,0.5623,9.9002,-6.5494,9.0268,-3.2251
0.48,0.0363,0.4213,9.9627,-5.1571,7.6699,-4.1063
0.5,0.031,0.5391,10.1122,-9.6401,7.4905,-4.3862
0.52,-0.132,0.3854,10.246,-11.3366,6.0959,-4.0376
0.54,-0.2352,0.4749,10.2751,-9.301,8.4841,-1.8614
0.56,-0.1474,0.4248,10.2238,-13.1209,8.2271,0.3356
0.58,-0.2692,0.521,10.2907,-13.3084,8.4566,-0.1272
0.6,-0.1827,0.4331,10.3123,-14.3021,5.3447,-0.5239
0.62,-0.1993,0.4503,10.4869,-12.907,12.6179,-3.9898
0.64,-0.1563,0.4166,10.2992,-10.7712,10.7,4.1643
0.66,-0.0933,0.3179,10.4115,-15.0081,11.2833,2.7285
0.68,-0.2586,0.4671,10.2641,-12.5978,7.6894,1.4448
0.7,-0.1976,0.412,10.262,-7.7758,8.512,2.4632
0.72,-0.0919,0.3653,10.2176,-9.6891,6.8416,3.6135
0.74,-0.1814,0.3494,10.0867,-3.2341,5.0371,3.0235
0.76,-0.0592,0.3714,10.0798,-6.38,11.7681,4.4886
0.78,-0.1843,0.4967,10.0567,-7.0112,8.2782,2.9072
0.8,-0.0894,0.4432,9.9128,-0.7918,6.2009,2.2748
0.82,-0.0077,0.4648,9.9164,0.998,10.6762,3.379
0.84,0.0475,0.6234,9.8639,2.1271,7.3763,5.0464
0.86,0.0485,0.5793,9.983,2.9186,5.4174,3.0985
0.88,0.1871,0.5605,10.0294,3.022,6.2898,4.9325
0.9,0.0739,0.6739,10.0655,4.2025,6.5692,1.3548
0.92,0.0311,0.521,10.093,8.675,9.2367,5.5129
0.94,0.2101,0.7138,10.159,5.8261,8.538,4.6748
0.96,0.3242,0.5612,10.2856,12.2051,8.3782,3.0258
0.98,0.1451,0.727,10.2752,12.93,7.7764,2.352
1.0,0.1697,0.7069,10.3206,9.5298,8.5586,3.02
1.02,0.289,0.6658,10.384,7.147,9.8565,1.3785
1.04,0.2149,0.7627,10.4058,16.7203,8.2752,0.0914
1.06,0.2127,0.8399,10.4305,11.7488,8.5959,-1.0979
1.08,0.2477,0.8106,10.3722,11.3922,7.9271,-1.2993
1.1,0.3145,0.6321,10.3605,14.1124,8.4496,-3.8176
1.12,0.2054,0.7478,10.3075,13.8336,6.684,-2.0617
1.14,0.1147,0.5794,10.2624,11.4715,4.4762,-3.1096
1.16,-0.0232,0.5236,10.1746,6.2965,6.6984,-3.0895
1.18,-0.0077,0.5917,10.0871,8.6493,9.0161,-3.4166
1.2,0.0707,0.6814,9.9054,3.9882,7.8291,-3.7674
1.22,-0.0705,0.5995,10.001,4.5778,7.5711,-5.91
1.24,0.1502,0.5266,9.8552,0.7864,7.1479,-3.5384
1.26,-0.1507,0.5267,9.8439,1.0125,8.2457,-1.311
1.28,0.0541,0.5615,9.9718,-1.3824,9.0626,-3.0418
1.3,-0.0833,0.4444,9.9737,-6.3629,8.9377,-3.3503
1.32,-0.114,0.6493,9.9902,-6.6431,10.8601,-3.9095
1.34,-0.1501,0.4742,10.171,-8.6086,6.5237,-4.3295
1.36,-0.13,0.4223,10.2651,-8.7621,8.0632,-0.8173
1.38,-0.1796,0.4739,10.2629,-11.362,7.9051,-2.3383
1.4,-0.1214,0.1737,10.2517,-10.5394,9.2702,-0.6641
1.42,-0.1403,0.5081,10.3911,-10.3788,10.1413,-1.38
1.44,-0.2204,0.3009,10.2926,-13.7224,6.2571,0.1921
1.46,-0.138,0.5072,10.3584,-12.5582,9.1075,0.9549
1.48,-0.155,0.3977,10.3348,-10.2979,6.1958,1.5154
1.5,-0.2323,0.4425,10.3612,-10.0433,2.9948,3.2313
1.52,-0.1129,0.4171,10.2455,-12.851,8.3732,2.5673
1.54,-0.0335,0.5538,10.2684,-13.1763,7.3884,4.8959
1.56,-0.1426,0.6586,10.0939,-7.8207,9.0959,0.3823
1.58,-0.2726,0.3876,10.1398,-6.6978,8.19,1.4366
1.6,-0.1674,0.4497,10.0662,-2.2974,9.6757,5.1478
1.62,-0.1321,0.4753,9.9634,0.1286,9.5877,5.3949
1.64,-0.1606,0.6225,9.9016,1.0709,5.3264,3.4443
1.66,0.0025,0.5993,9.9251,0.5074,5.8426,3.3189
1.68,0.0029,0.5619,9.799,-0.2291,12.0065,5.293
1.7,-0.0382,0.5726,9.891,5.7134,9.0502,2.9429
1.72,0.1586,0.6221,10.0707,3.1767,9.634,4.489
1.74,0.1142,0.5154,10.1711,8.2811,10.4301,4.7288
1.76,0.2527,0.498,10.1856,2.2796,7.0878,3.1004
1.78,0.042,0.5878,10.1213,9.1825,7.6208,3.1168
