time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,-0.0351,0.3447,9.8573,2.3587,5.6348,-0.2796
0.02,0.2674,0.2305,9.8938,2.4762,3.7196,1.9968
0.04,0.2716,0.2013,9.9417,2.8051,4.9982,0.6505
0.06,-0.0414,0.1829,10.0368,5.3224,5.3474,2.3597
0.08,0.305,0.3363,10.1516,2.8308,2.9086,2.421
0.1,0.225,0.3089,10.1375,5.7535,1.6569,2.956
0.12,0.3083,0.2344,10.1007,4.9269,1.2783,3.6656
0.14,0.4655,0.1595,10.1771,7.1652,1.5516,4.768
0.16,0.3608,0.1383,10.2378,8.4538,-1.2843,1.7166
0.18,0.4301,0.0742,10.2006,9.0898,0.3169,2.7463
0.2,0.2558,-0.0383,10.165,6.0393,-3.3097,2.3739
0.22,0.2965,0.1058,10.0632,7.5723,-5.2161,1.7683
0.24,0.2723,0.0689,10.0769,4.9109,-4.5968,1.8815
0.26,0.1829,0.0656,10.0039,5.6552,-4.6154,1.1887
0.28,0.2464,0.0395,9.9926,7.0371,-4.537,0.5425
0.3,0.0506,-0.0727,9.9126,4.7957,-5.9686,-0.8889
0.32,-0.0938,0.0105,9.8229,6.5304,-4.4735,-3.563
0.34,-0.1037,0.1015,10.009,1.9016,-6.2918,-2.8495
0.36,-0.0374,0.0472,10.056,1.4722,-3.6899,-1.9893
0.38,-0.2267,-0.1551,10.0508,2.2653,-3.9028,-3.1289
0.4,-0.3735,-0.0591,10.1752,-1.0536,-1.4905,-2.2689
0.42,-0.403,-0.0308,10.215,-1.4357,-3.3829,-0.9172
0.44,-0.5303,-0.098,10.2566,0.7156,-1.608,-1.9732
0.46,-0.2721,-0.0891,10.2685,-5.5011,-2.0439,-0.912
0.48,-0.3932,-0.1891,10.203,-4.938,2.6732,-0.2054
0.5,-0.3567,-0.2995,10.1811,-11.6564,6.0031,-2.4119
0.52,-0.2169,-0.1174,10.2216,-7.3759,3.8778,0.6891
0.54,-0.4199,-0.2503,10.0177,-7.9912,0.9399,0.8071
0.56,-0.266,-0.2412,10.022,-7.7333,3.9275,1.6076
0.58,-0.2792,-0.3223,9.8879,-10.7411,8.1559,2.4485
0.6,-0.2177,-0.3865,9.8182,-6.0763,6.7144,3.4017
0.62,-0.1168,-0.1972,9.7855,-8.2629,3.8963,0.9078
0.64,0.1325,-0.2481,9.8992,-7.1254,5.4314,3.0708
0.66,0.2164,-0.2673,10.0525,-6.7498,5.3984,0.5307
0.68,0.3242,-0.2156,10.1029,-5.6876,1.7868,2.6694
0.7,0.2912,-0.2892,10.098,-6.6385,1.2212,1.0223
0.72,0.3815,-0.1882,10.1012,-3.1876,2.6743,2.3724
0.74,0.3185,-0.1265,10.1374,-1.7612,-0.4174,0.5887
0.76,0.3567,-0.1423,10.1084,0.3504,0.4374,1.3795
0.78,0.1874,-0.1374,10.236,0.7253,-0.7438,-2.2737
0.8,0.3599,-0.1078,10.2513,1.9901,-1.1648,-1.5044
0.82,0.2184,-0.1469,10.1643,-0.3357,-5.0984,-1.9288
0.84,0.2637,-0.0691,10.1177,3.5539,-4.5646,-1.6216
0.86,0.1051,-0.0722,10.0526,7.4146,-5.4871,-3.4749
0.88,0.18,0.02,10.007,9.3311,-6.1504,-3.0557
0.9,0.0142,-0.1009,9.8479,4.8628,-4.3401,-2.9349
