time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,-0.0056,0.0058,9.8079,0.1267,0.3607,0.171
0.02,-0.0126,-0.0021,9.7716,0.2524,-0.8233,0.2075
0.04,0.0131,-0.0106,9.8081,0.2526,0.2099,0.0206
0.06,0.0284,0.0375,9.7964,-0.2905,0.6626,0.7471
0.08,0.0163,-0.0175,9.8646,-0.4297,-0.567,-0.0457
0.1,0.0059,0.0142,9.8058,0.0731,-0.7361,0.1817
0.12,-0.0041,0.03,9.8117,0.2603,0.2639,0.3013
0.14,-0.022,0.0472,9.8334,0.4558,0.1659,0.2443
0.16,-0.0112,0.0068,9.7972,0.0962,-0.3646,0.2471
0.18,0.0513,-0.0339,9.8399,-0.3618,-0.2665,0.7116
0.2,0.015,0.0298,9.7752,0.3567,0.1203,0.1497
0.22,0.033,-0.0548,9.7739,0.1074,-0.3792,-0.8718
0.24,-0.011,0.0394,9.8209,-0.1058,-0.8947,-0.2518
0.26,0.0099,-0.0076,9.8046,-0.4694,-0.2148,-0.6836
0.28,-0.0532,0.001,9.8179,-0.3846,0.3246,-0.1244
0.3,0.0101,0.0292,9.8173,0.3974,0.3539,-0.5562
0.32,0.0535,-0.0127,9.8424,-0.1873,0.0497,0.1437
0.34,-0.0163,0.0122,9.8278,0.0573,0.3829,-0.5017
0.36,-0.0018,0.0321,9.8116,-0.0586,-0.3069,-0.4352
0.38,-0.032,0.0105,9.8122,0.5149,0.7983,-0.09
0.4,0.0076,-0.0443,9.7672,-0.0945,0.2555,0.4764
0.42,0.0252,-0.0105,9.7756,-0.3248,0.6172,0.0474
0.44,-0.0119,-0.0398,9.8385,0.4933,0.9112,-0.1573
0.46,0.0858,0.0215,9.7919,-0.0216,0.5029,0.0686
0.48,-0.0143,-0.0204,9.8088,-0.5712,-0.2658,0.6063
0.5,0.0646,0.0057,9.7816,0.7551,-0.7573,-0.1198
0.52,-0.0111,-0.0442,9.7951,-0.1234,0.074,0.2898
0.54,-0.0057,0.0049,9.7996,-0.2388,0.7231,-0.3276
0.56,0.0014,0.0308,9.7981,-0.9893,-0.2627,-0.0278
0.58,0.0295,0.0172,9.7972,-0.0103,-0.281,-0.5083
0.6,0.0131,-0.0303,9.8189,-0.0955,-0.0755,-0.2092
0.62,0.0464,0.0044,9.8306,-0.1993,0.4904,-0.2137
0.64,0.0211,-0.0069,9.8271,-0.128,0.5792,-0.4052
0.66,0.0477,0.0099,9.8089,0.5318,0.1018,-0.4478
0.68,0.054,-0.0377,9.7948,0.3994,1.1639,0.0672
0.7,0.0416,0.0032,9.764,0.2185,0.2333,0.3682
0.72,-0.0091,0.0272,9.8752,-0.5238,-0.3714,-0.1699
0.74,0.0381,0.0389,9.7826,0.3205,-0.1566,0.523
0.76,-0.0047,-0.0048,9.8317,0.0306,-0.8544,-0.9351
