time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,-0.0689,0.2191,9.859,0.5268,2.7856,-0.502
0.02,0.0391,0.1614,9.8764,2.1454,7.0996,0.3041
0.04,0.0238,0.1645,9.9088,2.0572,0.6783,1.3323
0.06,0.2591,0.0655,10.0518,2.0497,1.6057,1.6738
0.08,0.2674,0.1056,10.085,3.5229,0.9485,0.2627
0.1,0.262,0.039,10.0845,4.7113,1.4308,3.2209
0.12,0.2497,0.0749,10.1628,7.557,1.6396,1.4469
0.14,0.2219,0.1024,10.1249,6.9035,0.254,2.2879
0.16,0.3148,0.0244,10.1573,6.4319,-1.0098,3.4107
0.18,0.1878,-0.1157,10.2026,5.4749,-1.4299,3.3309
0.2,0.3356,-0.0766,10.2578,5.3206,-0.7291,2.0632
0.22,0.1741,-0.0964,10.0412,4.4495,-2.955,0.9839
0.24,0.2415,-0.186,10.0068,1.5285,-2.8947,1.2173
0.26,0.0941,-0.1313,10.0123,2.877,-3.3899,0.8174
0.28,0.1535,-0.1735,9.9151,2.1489,-4.9589,0.2706
0.3,-0.0106,-0.2277,9.8473,-0.0375,-4.0106,0.8215
0.32,-0.0419,-0.2721,9.8157,-1.6604,-4.1792,-0.6119
0.34,-0.1131,-0.1717,9.8874,0.2305,-5.1318,-0.6637
0.36,-0.2611,-0.2287,9.9785,-3.2799,-3.8322,-0.5986
0.38,-0.2205,-0.054,10.0069,-2.6085,-3.2215,-0.7973
0.4,-0.1707,-0.2037,10.0418,-5.0919,-3.9657,-2.076
0.42,-0.2612,-0.0499,10.1052,-4.0797,-1.2101,-0.6948
0.44,-0.3276,-0.0611,10.0371,-5.5664,-1.9508,-3.1665
0.46,-0.3007,-0.0327,10.1719,-5.5225,-1.9178,-1.8348
0.48,-0.4002,-0.0212,10.0846,-6.9547,-2.1077,-2.043
0.5,-0.2924,0.039,10.1515,-5.9176,1.0692,-2.413
0.52,-0.2094,0.1156,10.1188,-5.6989,0.324,-2.1578
0.54,-0.2226,0.1033,10.1027,-2.705,2.0917,-0.6092
0.56,-0.2291,0.0903,9.9857,-3.7102,4.3329,-0.5591
0.58,-0.1904,0.2321,10.032,-1.9562,3.6246,-2.7618
0.6,-0.0717,0.1732,9.8396,-3.1749,3.6913,-1.0909
0.62,0.0752,0.2662,9.8271,1.5421,2.0203,0.9746
0.64,0.1233,0.1027,9.7942,0.8465,4.2845,-0.3665
0.66,-0.0169,0.2364,9.9779,0.1012,1.9257,1.4982
0.68,0.1696,0.2091,10.0348,5.6485,3.9995,1.836
0.7,0.2834,0.1684,10.0309,3.8775,1.4208,0.3121
0.72,0.2738,0.1566,10.1068,5.9251,3.0391,2.3442
0.74,0.3426,0.0353,10.1587,5.1044,2.8229,1.6744
0.76,0.3009,-0.0986,10.1353,7.6523,0.1378,-0.2804
0.78,0.2636,0.0712,10.1888,7.5835,-0.3264,1.356
0.8,0.2757,0.0235,10.1764,5.4965,1.8434,2.7332
0.82,0.2475,-0.1278,10.0267,5.1425,-2.5428,2.4282
0.84,0.1866,-0.1305,10.0856,4.6223,-1.5466,-0.1945
0.86,0.2718,-0.1912,10.0495,3.9844,-3.7176,1.5792
0.88,0.1732,-0.0989,9.9624,0.9762,-2.1939,3.0565
0.9,0.0733,-0.1723,9.9086,2.1803,-1.9403,0.1734
0.92,0.0071,-0.1286,9.8486,3.1309,-4.9113,0.5555
0.94,-0.034,-0.2947,9.6945,-1.7088,-1.9425,-1.9154
0.96,0.0614,-0.1371,9.9099,-2.5947,-4.5701,-0.8742
0.98,-0.1142,-0.1994,9.9579,-2.3013,-2.0329,-0.2938
1.0,-0.1436,-0.1012,10.0391,-3.3086,-1.8605,-0.381
1.02,-0.1701,-0.1217,10.1549,-3.5496,-3.9254,-1.0223
1.04,-0.2651,-0.1774,10.1187,-5.4091,-3.4851,-2.6886
1.06,-0.2377,0.0079,10.1097,-4.3891,0.152,-1.1813
1.08,-0.2457,-0.0354,10.1306,-7.0265,-1.6099,-2.0938
1.1,-0.3657,-0.014,10.1487,-7.7213,0.8594,1.3854
1.12,-0.3069,0.0592,10.0426,-5.8883,1.326,-2.2661
1.14,0.6462,-0.4008,9.6338,16.4732,-17.3258,-11.033
1.16,-0.5286,-0.4018,9.224,5.0654,-4.8663,-7.6997
1.18,-0.3702,-0.0485,9.8426,1.5515,6.3056,0.6107
1.2,1.966,0.6166,6.8336,19.9422,12.1478,1.7209
1.22,5.0753,1.45,3.5261,75.9371,47.4808,14.7948
1.24,3.4203,0.0476,6.2119,45.5202,25.0224,12.8721
1.26,0.3462,0.3028,9.2634,-1.6585,1.0035,10.3857
1.28,0.0393,0.324,9.3501,7.5501,-0.4899,4.1767
1.3,0.509,0.1922,10.3976,0.4487,3.6888,2.1196
1.32,0.1523,0.0253,10.2925,-6.3978,-15.9017,-0.0092
