time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,0.0652,0.093,9.794,0.9062,4.6771,-0.5823
0.02,-0.058,0.2368,9.932,1.2625,2.2065,-1.5656
0.04,0.1608,0.1711,9.9971,3.1077,1.6157,1.5763
0.06,0.1944,0.1376,10.0028,2.9141,2.4147,-0.2631
0.08,0.102,0.0432,10.0956,2.6294,2.4302,1.8108
0.1,0.2946,0.1141,10.125,4.1731,2.3966,1.346
0.12,0.2981,0.1184,10.1448,5.8095,1.0832,2.3242
0.14,0.2548,0.041,10.2004,3.0765,-0.639,0.5503
0.16,0.1825,0.0205,10.0697,7.1947,-0.9372,3.4323
0.18,0.3192,-0.175,10.1727,6.409,-3.5344,1.9941
0.2,0.1552,-0.1255,10.1039,4.3932,-2.4251,3.7393
0.22,0.3385,-0.0145,10.1788,4.9289,-2.9696,2.4554
0.24,0.2948,-0.1833,10.0505,4.887,-4.0782,0.8596
0.26,0.1929,-0.1448,9.9822,0.3359,-2.5314,1.9721
0.28,0.0085,-0.3124,9.9662,-1.4113,-2.1732,-0.4701
0.3,0.1292,-0.0402,9.7997,0.6073,-4.5747,-1.0607
0.32,-0.0424,-0.2022,9.825,-1.4142,-2.2316,-2.0762
0.34,-0.055,-0.2969,9.8353,-1.6849,-4.1881,-0.6368
0.36,-0.1554,-0.1557,9.8738,-2.1617,-1.3917,-3.5495
0.38,-0.1745,-0.1314,9.9829,-3.1953,-3.2358,-0.782
0.4,-0.2828,-0.0963,10.1019,-6.3937,-0.5911,-0.9106
0.42,-0.292,-0.0975,10.0827,-7.7794,-4.071,-0.8688
0.44,-0.3834,-0.1437,10.1448,-6.2919,-0.7908,-1.5428
0.46,-0.2419,0.039,10.1913,-6.811,0.2513,-3.6244
0.48,-0.2915,0.089,10.1202,-3.1893,0.1094,-0.718
0.5,-0.3024,0.0213,10.1035,-7.2587,-0.632,-1.9606
0.52,-0.1642,0.243,10.0823,-5.6228,0.9345,-3.1169
0.54,-0.2507,0.0571,10.1213,-3.6074,2.39,0.295
0.56,-0.0855,0.2241,9.9998,-2.1029,2.1169,-1.6154
0.58,-0.115,0.1637,9.9541,0.0494,2.776,0.1594
0.6,-0.1398,0.1691,9.9545,-0.0578,4.8085,-1.9133
0.62,-0.119,0.2077,9.7831,-2.6931,5.6967,1.0592
0.64,-0.0044,0.177,9.8497,2.2318,5.8919,1.1763
0.66,0.1129,0.1261,9.8363,2.0607,3.1339,2.102
0.68,0.2165,0.1423,10.024,0.5737,3.0729,0.1427
0.7,0.218,0.2025,9.9937,3.974,2.0082,0.937
0.72,0.3744,0.1177,10.1361,4.8016,3.4901,2.3393
0.74,0.2559,0.0605,10.1003,7.9727,1.0535,1.4365
0.76,0.2145,-0.019,10.1694,7.3121,1.4959,2.9067
0.78,0.186,0.111,10.1159,5.5362,0.576,0.4746
0.8,0.2303,-0.0737,10.1154,6.4231,-0.8372,0.1377
0.82,0.3257,-0.1539,10.17,5.8881,-1.1552,0.5142
0.84,0.1527,-0.2281,10.0604,4.1607,-3.6658,1.9933
0.86,0.2493,-0.0918,10.1082,5.0688,-2.0669,0.7952
0.88,0.184,-0.1648,10.0463,4.6787,-4.1744,2.9612
0.9,0.1208,-0.2143,10.0192,0.7642,-4.1249,-0.9297
0.92,0.1742,-0.1856,9.8987,3.3788,-3.6794,-0.3666
0.94,-0.0475,-0.1712,9.767,-1.2464,-5.5985,-0.1752
0.96,-0.1442,-0.1618,9.759,-0.9192,-4.1304,0.7338
0.98,-0.0519,-0.2488,10.0911,-5.3628,-3.3496,-1.4163
1.0,-0.1534,-0.1769,10.0483,-3.4382,-1.7392,-1.9423
1.02,-0.3463,-0.058,10.0534,-4.1801,-2.6323,-2.5057
1.04,-0.2107,-0.1347,10.1061,-6.2956,-2.0432,-3.1878
1.06,-0.3539,-0.01,10.1166,-3.6062,-1.3745,-2.0499
1.08,-0.5179,0.1942,9.0086,-14.9162,4.0997,11.5883
1.1,0.0602,0.4559,10.3031,-7.0136,3.0509,-1.5696
1.12,0.5902,1.0113,8.904,5.7064,19.2613,5.6339
1.14,0.1488,5.5911,5.9963,23.2867,77.0447,54.0336
1.16,0.5228,4.9089,4.7423,49.173,83.9165,40.7882
1.18,0.0954,0.4067,9.6072,3.8359,7.8242,-4.2126
1.2,-0.2414,0.4332,9.4984,-5.3574,18.6169,5.8802
1.22,0.1859,-0.0506,9.8353,9.5664,-3.6862,-12.7376
1.24,-0.3526,0.1306,9.8555,-8.2305,-7.0112,-10.2257
1.26,0.227,-0.0612,9.4611,9.4609,17.388,2.0478
1.28,0.8602,-0.2562,9.4671,-19.9561,-12.4798,0.97
1.3,-0.1039,0.4619,10.8767,-8.4971,13.8159,10.1905
1.32,-0.0344,1.7455,0.6342,16.1699,55.1332,32.3918
1.34,0.506,1.4479,0.8146,14.398,46.1381,30.2432
1.36,0.2993,1.3421,0.7446,8.3876,44.7077,17.4348
1.38,0.231,1.4428,0.5945,13.176,37.128,18.9983
1.4,0.2429,1.3743,0.642,16.2497,44.1653,21.388
1.42,0.2925,1.376,0.7615,18.2345,41.9356,12.6422
1.44,0.0942,1.3363,0.6821,15.2693,52.3225,21.6372
1.46,0.2619,1.0212,0.6128,11.6845,34.3649,13.0655
1.48,0.2481,0.9128,0.6097,14.7841,36.6273,16.5467
1.5,0.0101,0.9451,0.6301,8.3474,21.6015,14.2774
1.52,0.257,0.9538,0.541,14.5257,37.4937,17.5962
1.54,0.0189,0.577,0.4082,7.0039,12.2291,13.524
1.56,-0.0452,0.9132,0.258,10.5535,18.8712,12.749
1.58,0.0911,0.6695,0.4054,4.791,30.1887,5.4233
1.6,-0.1348,0.7196,0.1007,13.7244,23.4468,11.8339
1.62,-0.0168,0.9037,0.3559,5.1045,17.3161,6.4927
1.64,0.4711,0.3543,0.2309,-0.2416,22.8921,5.0235
1.66,-0.2361,0.2431,0.0736,6.8685,14.2887,-0.9467
1.68,0.2035,0.3583,0.2444,11.3309,16.6216,10.056
