time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,-0.0358,-0.0362,9.768,-0.7499,0.4985,0.4007
0.02,-0.0102,0.0618,9.7929,0.1379,1.3827,1.4455
0.04,0.0573,0.0565,9.7828,-0.2489,-0.5093,1.1715
0.06,-0.0536,-0.0174,9.7917,-0.6384,-0.7044,1.3485
0.08,0.0319,0.007,9.7744,-0.4156,0.2015,-0.1816
0.1,-0.0043,-0.0208,9.8204,0.1172,0.5642,0.7929
0.12,0.0272,-0.0108,9.8124,-2.1418,-0.4341,0.7019
0.14,0.0002,-0.0466,9.7749,-0.2729,-0.505,-0.6248
0.16,0.0418,0.0615,9.8229,-0.8024,1.3194,1.1669
0.18,-0.002,0.0295,9.7865,-0.8065,1.4562,0.4984
0.2,0.0018,0.0116,9.8142,0.5712,0.929,1.3241
0.22,-0.0353,-0.0001,9.8117,-1.1908,1.3526,0.1645
0.24,-0.0595,0.0029,9.7976,-0.9557,1.034,0.2664
0.26,0.0135,0.0511,9.8566,0.0559,-0.668,-0.3759
0.28,0.0193,-0.0143,9.8186,0.9647,1.138,-0.6711
0.3,-0.01,0.05,9.7923,-0.0323,0.3278,1.044
0.32,-0.018,0.0307,9.809,0.4022,-0.0427,0.1887
0.34,-0.0462,-0.0351,9.7795,-0.0605,0.0929,0.2141
0.36,0.0222,-0.0621,9.8241,-0.3799,-1.1998,-0.5665
0.38,0.0298,-0.052,9.8519,-0.9648,-0.1717,0.2051
0.4,-0.0363,-0.0368,9.8271,-0.4052,-0.6874,-0.048
0.42,0.0053,0.0247,9.7922,0.8135,-0.2396,-1.2537
0.44,-0.0384,0.0104,9.8116,-1.8012,-1.0698,0.134
0.46,0.0166,-0.057,9.8212,-0.1225,0.0145,0.0116
0.48,0.0126,0.0025,9.834,0.0451,0.8682,0.0001
0.5,-0.0136,-0.1011,9.8335,0.4397,-1.2962,-1.6879
0.52,-0.002,-0.0386,9.8018,1.1443,-0.0627,0.2041
0.54,0.0161,0.0152,9.7429,0.4962,1.7647,-0.186
