time_s,Ax,Ay,Az,Gx,Gy,Gz
0.0,-0.0256,0.2858,9.6781,-2.4395,5.3896,0.882
0.02,0.0601,0.1946,9.862,0.0536,5.2869,-0.2123
0.04,0.1913,0.1427,9.8915,1.0738,2.3094,2.68
0.06,0.1558,0.1307,10.1055,1.2685,2.1179,1.2837
0.08,0.2975,0.1675,10.0688,1.4168,-0.8713,-1.064
0.1,0.3184,0.1563,10.0699,5.9339,1.465,3.6692
0.12,0.1946,0.1408,10.0816,4.7902,3.4263,0.6368
0.14,0.3128,0.1186,10.1662,5.4976,2.0065,2.188
0.16,0.2261,-0.1104,10.1899,8.5599,0.2169,2.9414
0.18,0.3215,-0.0316,10.0306,5.9576,-0.5501,2.8551
0.2,0.2694,-0.1238,10.2895,3.5356,-3.308,2.9548
0.22,0.2882,-0.1592,10.034,5.0119,-2.2148,1.4415
0.24,0.1595,-0.131,10.0634,4.3065,-2.0256,-0.391
0.26,0.0546,-0.193,9.9537,2.983,-2.4484,1.2998
0.28,-0.0177,-0.1539,9.9739,-0.436,-4.5695,-0.0107
0.3,0.0304,-0.2679,9.9166,-0.7455,-4.2212,0.9976
0.32,0.0459,-0.1498,9.8757,-2.3918,-2.6283,-0.6662
0.34,-0.0994,-0.1597,9.9854,-2.832,-5.112,-0.5658
0.36,-0.2272,-0.0695,9.9674,-3.4717,-4.1183,-2.3843
0.38,-0.141,-0.1516,10.0011,-4.5266,-3.5687,-1.9422
0.4,-0.2433,-0.125,10.0155,-4.5064,-2.4059,-2.5126
0.42,-0.1677,0.0401,10.0609,-6.5756,-0.1726,-0.1165
0.44,-0.2153,-0.0726,10.0525,-5.0439,-2.2384,0.6775
0.46,-0.3428,-0.0708,10.1227,-6.608,-0.878,-2.7942
0.48,-0.3406,-0.096,10.2092,-6.4853,-0.2087,-1.3619
0.5,-0.2102,-0.0376,10.062,-6.168,2.0652,-0.9924
0.52,-0.169,0.0862,10.0234,-4.8291,2.6744,0.6138
0.54,-0.2382,0.1435,10.0819,-5.4686,2.7373,-2.1915
0.56,-0.289,0.0951,10.0653,-2.2702,2.054,-1.6224
0.58,-0.0375,0.2567,9.9853,-2.8906,3.8221,-2.0498
0.6,0.0025,0.1948,9.8684,-0.4091,2.4983,0.761
0.62,0.0148,0.1469,9.7978,-2.4933,5.1864,0.0944
0.64,0.0251,0.1344,9.8945,-0.4235,3.9878,-0.5092
0.66,0.1232,0.2072,9.9329,2.9389,5.3183,1.1773
0.68,0.1918,0.1288,10.0373,1.9598,2.7154,0.5617
0.7,0.1565,0.1146,10.0506,3.5317,1.8716,2.2187
0.72,0.2379,0.1704,10.1135,5.9864,4.0959,1.2192
0.74,0.3024,0.1194,10.1115,6.4688,1.6171,3.0606
0.76,0.287,0.0218,10.0798,1.6275,1.6297,1.206
0.78,0.2233,-0.0108,10.1455,1.6689,-0.3756,1.9201
0.8,0.3392,0.0393,10.117,5.0019,-1.3057,3.2318
0.82,0.2428,-0.116,10.137,6.1132,-2.8378,1.1846
0.84,0.3745,-0.0222,10.1067,4.8817,-2.3128,0.0887
0.86,0.2004,-0.1516,10.1311,5.08,-0.6091,1.3315
0.88,0.1516,-0.163,9.9798,3.3821,-3.4946,2.2126
0.9,0.0432,-0.1935,9.9278,1.1092,-4.4412,0.11
0.92,0.1527,-0.2211,9.9219,-0.5144,-3.698,-1.0999
0.94,0.0206,-0.2166,9.8662,-0.9192,-3.8427,-2.3676
0.96,0.1212,-0.2171,9.9247,-0.1115,-1.472,-0.6792
0.98,-0.0244,-0.2384,9.9446,-0.8579,-3.5836,-1.1684
1.0,-0.3436,-0.1365,9.9502,-5.1025,-3.7794,-1.0026
1.02,-0.3047,-0.0904,10.0931,-3.718,-1.4511,-1.7628
1.04,-0.2763,-0.1172,10.0563,-5.9938,-1.2627,-2.8993
1.06,-0.3801,0.0184,10.0744,-4.7877,-2.8536,-2.2598
1.08,-0.2929,-0.0225,10.1315,-6.0135,-0.8806,-1.7738
